Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. How the Grinch Stole Christmas,https://www.imdb.com/title/tt0170016/?ref_=sr_t_1,2000,1h 44m,PG,6.4,311K,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",123000000.0,347162175,261901880,55082330,['Ron Howard'],"['Dr. Seuss', 'Jeffrey Price', 'Peter S. Seaman']","['Jim Carrey', 'Taylor Momsen', 'Kelley']","['Holiday Comedy', 'Holiday Family', 'Quirky Comedy', 'Slapstick', 'Comedy', 'Family', 'Fantasy', 'Holiday']","['United States', 'Germany']","['Solitude Mountain Resort, Utah, USA']","['Universal Pictures', 'Imagine Entertainment', 'LUNI Productions GmbH and Company KG']",['English'],18,37,1,2000
2. Cast Away,https://www.imdb.com/title/tt0162222/?ref_=sr_t_2,2000,2h 23m,PG-13,7.8,659K,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,90000000.0,429632142,233632142,28883406,['Robert Zemeckis'],['William Broyles Jr.'],"['Tom Hanks', 'Helen Hunt', 'Paul Sanchez']","['Survival', 'Adventure', 'Drama', 'Romance']",['United States'],"['Monuriki, Fiji']","['Twentieth Century Fox', 'Dreamworks Pictures', 'ImageMovers']","['English', 'Russian']",15,36,2,2000
3. Mission: Impossible II,https://www.imdb.com/title/tt0120755/?ref_=sr_t_3,2000,2h 3m,PG-13,6.1,388K,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".",125000000.0,546388108,215409889,57845297,['John Woo'],"['Bruce Geller', 'Ronald D. Moore', 'Brannon Braga']","['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton']","['Action', 'Adventure', 'Thriller']","['United States', 'Germany', 'Australia']","['Dead Horse Point State Park, Utah, USA']","['Paramount Pictures', 'Cruise/Wagner Productions', 'Munich Film Partners & Company (MFP) MI2 Productions']",['English'],12,20,0,2000
4. Gladiator,https://www.imdb.com/title/tt0172495/?ref_=sr_t_4,2000,2h 35m,R,8.5,1.7M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,103000000.0,465516248,187705427,34819017,['Ridley Scott'],"['David Franzoni', 'John Logan', 'William Nicholson']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']","['Action Epic', 'Adventure Epic', 'Epic', 'Period Drama', 'Sword & Sandal', 'Action', 'Adventure', 'Drama']","['United States', 'United Kingdom', 'Malta', 'Morocco']","['Ouarzazate, Morocco']","['Dreamworks Pictures', 'Universal Pictures', 'Scott Free Productions']",['English'],60,104,5,2000
5. What Women Want,https://www.imdb.com/title/tt0207201/?ref_=sr_t_5,2000,2h 7m,PG-13,6.5,229K,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.",70000000.0,374111707,182811707,33614543,['Nancy Meyers'],"['Josh Goldsmith', 'Cathy Yuspa', 'Diane Drake']","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei']","['High-Concept Comedy', 'Romantic Comedy', 'Comedy', 'Fantasy', 'Romance']",['United States'],"['Dresden Room Restaurant - 1760 N. Vermont Avenue, Los Feliz, Los Angeles, California, USA']","['Paramount Pictures', 'Icon Entertainment International', 'Wind Dancer Productions']",['English'],5,9,0,2000
6. The Perfect Storm,https://www.imdb.com/title/tt0177971/?ref_=sr_t_6,2000,2h 10m,PG-13,6.5,183K,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,140000000.0,328718434,182618434,41325042,['Wolfgang Petersen'],"['Sebastian Junger', 'William D. Wittliff']","['George Clooney', 'Mark Wahlberg', 'John C. Reilly']","['Disaster', 'Docudrama', 'Sea Adventure', 'Survival', 'Action', 'Adventure', 'Drama', 'Thriller']",['United States'],"['Gloucester, Massachusetts, USA']","['Warner Bros.', 'Baltimore Spring Creek Productions', 'Radiant Productions']",['English'],4,28,2,2000
7. Meet the Parents,https://www.imdb.com/title/tt0212338/?ref_=sr_t_7,2000,1h 48m,PG-13,7.0,365K,"Chicago male nurse and chronic under-achiever Greg Focker meets his charming teacher girlfriend Pam Byrnes' parents Jack and Dina before proposing, but suspicious Jack is an overprotective former CIA agent - every date's worst nightmare.",55000000.0,330444045,166244045,28623300,['Jay Roach'],"['Greg Glienna', 'Mary Ruth Clarke', 'Jim Herzfeld']","['Ben Stiller', 'Robert De Niro', 'Teri Polo']","['Romantic Comedy', 'Slapstick', 'Comedy', 'Romance']",['United States'],"['Chicago, Illinois, USA']","['Universal Pictures', 'Dreamworks Pictures', 'Nancy Tenenbaum Films']","['English', 'Thai', 'Spanish', 'Hebrew', 'French']",7,15,1,2000
8. X-Men,https://www.imdb.com/title/tt0120903/?ref_=sr_t_8,2000,1h 44m,PG-13,7.3,668K,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",75000000.0,296339528,157299718,54471475,['Bryan Singer'],"['Tom DeSanto', 'Bryan Singer', 'David Hayter']","['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']","['Superhero', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Canada']","['Casa Loma - 1 Austin Terrace, Casa Loma, Toronto, Ontario, Canada']","['Twentieth Century Fox', 'Marvel Enterprises', 'Marvel Entertainment Group']",['English'],14,26,0,2000
9. Scary Movie,https://www.imdb.com/title/tt0175142/?ref_=sr_t_9,2000,1h 28m,R,6.3,300K,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",19000000.0,278019771,157019771,42346669,['Keenen Ivory Wayans'],"['Shawn Wayans', 'Marlon Wayans', 'Buddy Johnson']","['Anna Faris', 'Jon Abrahams', 'Marlon Wayans']","['Parody', 'Raunchy Comedy', 'Slapstick', 'Stoner Comedy', 'Teen Comedy', 'Comedy']",['United States'],"['Steveston, Richmond, British Columbia, Canada']","['Dimension Films', 'Wayans Bros. Entertainment', 'Gold/Miller Productions']",['English'],7,6,0,2000
10. What Lies Beneath,https://www.imdb.com/title/tt0161081/?ref_=sr_t_10,2000,2h 10m,PG-13,6.6,139K,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,100000000.0,291420351,155464351,29702959,['Robert Zemeckis'],"['Clark Gregg', 'Sarah Kernochan']","['Harrison Ford', 'Michelle Pfeiffer', 'Katharine Towne']","['Drama', 'Horror', 'Mystery', 'Thriller']",['United States'],"['Lake Champlain, New York, USA']","['Dreamworks Pictures', 'Twentieth Century Fox', 'ImageMovers']",['English'],7,7,0,2000
