Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Lord of the Rings: The Return of the King,https://www.imdb.com/title/tt0167260/?ref_=sr_t_1,2003,3h 21m,PG-13,9.0,2.1M,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
2. Finding Nemo,https://www.imdb.com/title/tt0266543/?ref_=sr_t_2,2003,1h 40m,G,8.2,1.1M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
3. Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/?ref_=sr_t_3,2003,2h 23m,PG-13,8.1,1.3M,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead."
4. The Matrix Reloaded,https://www.imdb.com/title/tt0234215/?ref_=sr_t_4,2003,2h 18m,R,7.2,647K,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
5. Bruce Almighty,https://www.imdb.com/title/tt0315327/?ref_=sr_t_5,2003,1h 41m,PG-13,6.8,448K,A whiny news reporter is given the chance to step into God's shoes.
6. X2: X-Men United,https://www.imdb.com/title/tt0290334/?ref_=sr_t_6,2003,2h 14m,PG-13,7.4,594K,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him."
7. Elf,https://www.imdb.com/title/tt0319343/?ref_=sr_t_7,2003,1h 37m,PG,7.1,328K,"Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit."
8. Terminator 3: Rise of the Machines,https://www.imdb.com/title/tt0181852/?ref_=sr_t_8,2003,1h 49m,R,6.3,426K,John Connor must face a female Terminatrix with power over all the machines. But a new Terminator unit a T-850 sent back through time will guide him through the coming battle.
9. The Matrix Revolutions,https://www.imdb.com/title/tt0242653/?ref_=sr_t_9,2003,2h 9m,R,6.7,557K,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.
10. Cheaper by the Dozen,https://www.imdb.com/title/tt0349205/?ref_=sr_t_10,2003,1h 38m,PG,5.9,112K,"With his wife on a book tour, Tom Baker finds his life turned upside down when he agrees to care for his twelve children while simultaneously also coaching his new football team."
11. Bad Boys II,https://www.imdb.com/title/tt0172156/?ref_=sr_t_11,2003,2h 27m,R,6.6,279K,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.
12. Anger Management,https://www.imdb.com/title/tt0305224/?ref_=sr_t_12,2003,1h 46m,PG-13,6.3,234K,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor."
