Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0121766/?ref_=sr_t_1,113000000.0,850035635,380270577,108435841.0,['George Lucas'],['George Lucas'],"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']","['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Action', 'Adventure']","['United States', 'Italy', 'Switzerland', 'Thailand', 'United Kingdom']","['Mount Etna, Catania, Sicily, Italy']","['Lucasfilm', 'Mestiere Cinema', 'Pandora Films']",['English'],29,64,1,2005
https://www.imdb.com/title/tt0363771/?ref_=sr_t_2,180000000.0,745013115,291710957,65556312.0,['Andrew Adamson'],"['Ann Peacock', 'Andrew Adamson', 'Christopher Markus']","['Tilda Swinton', 'Georgie Henley', 'William Moseley']","['Fantasy Epic', 'Supernatural Fantasy', 'Sword & Sorcery', 'Teen Adventure', 'Adventure', 'Family', 'Fantasy']","['United Kingdom', 'United States']","['Adrspach National Park, Trutnov, Czech Republic']","['Walt Disney Pictures', 'Walden Media']","['English', 'German', 'Brazilian Sign Language']",18,46,1,2005
https://www.imdb.com/title/tt0330373/?ref_=sr_t_3,150000000.0,897468952,290469928,102685961.0,['Mike Newell'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'United States']","['Glenfinnan Viaduct, Fort William, Highland, Scotland, UK']","['Warner Bros.', 'Heyday Films', 'Patalex Productions']","['English', 'French', 'Latin']",13,48,1,2005
https://www.imdb.com/title/tt0407304/?ref_=sr_t_4,132000000.0,603873504,234280354,64878725.0,['Steven Spielberg'],"['Josh Friedman', 'David Koepp', 'H.G. Wells']","['Tom Cruise', 'Dakota Fanning', 'Tim Robbins']","['Action Epic', 'Adventure Epic', 'Alien Invasion', 'Disaster', 'Sci-Fi Epic', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['JF Kennedy Blvd., Bayonne, New Jersey, USA']","['Paramount Pictures', 'Dreamworks Pictures', 'Amblin Entertainment']",['English'],16,49,3,2005
https://www.imdb.com/title/tt0360717/?ref_=sr_t_5,207000000.0,556906378,218080025,50130145.0,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']","['Naomi Watts', 'Jack Black', 'Adrien Brody']","['Adventure Epic', 'Dark Romance', 'Dinosaur Adventure', 'Globetrotting Adventure', 'Jungle Adventure', 'Urban Adventure', 'Action', 'Adventure', 'Romance']","['United States', 'New Zealand', 'Germany']","['Shelly Bay, Wellington, New Zealand']","['Universal Pictures', 'WingNut Films', 'Big Primate Pictures']",['English'],46,104,3,2005
https://www.imdb.com/title/tt0396269/?ref_=sr_t_6,40000000.0,288485135,209273411,32200000.0,['David Dobkin'],"['Steve Faber', 'Bob Fisher']","['Owen Wilson', 'Vince Vaughn', 'Rachel McAdams']","['Farce', 'Raunchy Comedy', 'Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Assateague Island National Seashore, Maryland, USA']","['New Line Cinema', 'Tapestry Films', 'Avery Pix']",['English'],11,11,0,2005
https://www.imdb.com/title/tt0372784/?ref_=sr_t_7,150000000.0,375406308,206863479,48745440.0,['Christopher Nolan'],"['Bob Kane', 'David S. Goyer', 'Christopher Nolan']","['Christian Bale', 'Michael Caine', 'Ken Watanabe']","['Action Epic', 'Epic', 'Superhero', 'Tragedy', 'Action', 'Drama']","['United States', 'United Kingdom']","['Skaftafell, Iceland']","['Warner Bros.', 'Syncopy', 'DC Comics']","['English', 'Mandarin']",15,79,1,2005
https://www.imdb.com/title/tt0367594/?ref_=sr_t_8,150000000.0,474968763,206459076,56178450.0,['Tim Burton'],"['Roald Dahl', 'John August']","['Johnny Depp', 'Freddie Highmore', 'David Kelly']","['Dark Comedy', 'Supernatural Fantasy', 'Teen Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","['United Kingdom', 'United States']","['York, North Yorkshire, England, UK']","['Warner Bros.', 'Village Roadshow Pictures', 'The Zanuck Company']",['English'],15,52,1,2005
https://www.imdb.com/title/tt0351283/?ref_=sr_t_9,75000000.0,542064525,193595521,47224594.0,"['Eric Darnell', 'Tom McGrath']","['Mark Burton', 'Billy Frolick', 'Eric Darnell']","['Chris Rock', 'Ben Stiller', 'David Schwimmer']","['Animal Adventure', 'Computer Animation', 'Jungle Adventure', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family']","['United States', 'Canada', 'United Kingdom']","['Glendale, California, USA']","['DreamWorks Animation', 'Pacific Data Images (PDI)']","['English', 'Portuguese', 'Spanish', 'German', 'French', 'American Sign Language']",4,32,0,2005
https://www.imdb.com/title/tt0356910/?ref_=sr_t_10,110000000.0,487287646,186336279,50342878.0,['Doug Liman'],['Simon Kinberg'],"['Brad Pitt', 'Angelina Jolie', 'Adam Brody']","['High-Concept Comedy', 'Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['1565 San Pasqual Street, Pasadena, California, USA']","['New Regency Productions', 'Summit Entertainment', 'Weed Road Pictures']","['English', 'Spanish', 'French']",9,18,0,2005
https://www.imdb.com/title/tt0386588/?ref_=sr_t_11,70000000.0,371594210,179495555,43142214.0,['Andy Tennant'],['Kevin Bisch'],"['Will Smith', 'Eva Mendes', 'Kevin James']","['Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Battery Park, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Overbrook Entertainment']",['English'],4,24,0,2005
https://www.imdb.com/title/tt0398165/?ref_=sr_t_12,82000000.0,191466556,158119460,47606480.0,['Peter Segal'],"['Albert S. Ruddy', 'Tracy Keenan Wynn', 'Sheldon Turner']","['Adam Sandler', 'Burt Reynolds', 'Chris Rock']","['Football', 'Prison Drama', 'Comedy', 'Crime', 'Sport']",['United States'],"['New Mexico State Penitentiary - Route 14, Santa Fe, New Mexico, USA']","['Paramount Pictures', 'Columbia Pictures', 'Happy Madison Productions']",['English'],3,17,0,2005
https://www.imdb.com/title/tt0120667/?ref_=sr_t_13,100000000.0,333535934,154696080,56061504.0,['Tim Story'],"['Mark Frost', 'Michael France', 'Stan Lee']","['Ioan Gruffudd', 'Michael Chiklis', 'Chris Evans']","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['Germany', 'United States', 'Canada']","['Surrey, British Columbia, Canada']","['Twentieth Century Fox', 'Constantin Film', 'Marvel Enterprises']",['English'],4,13,0,2005
https://www.imdb.com/title/tt0371606/?ref_=sr_t_14,150000000.0,314432837,135386665,40049778.0,['Mark Dindal'],"['Mark Dindal', 'Mark Kennedy', 'Steve Bencich']","['Zach Braff', 'Joan Cusack', 'Garry Marshall']","['Alien Invasion', 'Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']",['English'],4,15,0,2005
https://www.imdb.com/title/tt0358082/?ref_=sr_t_15,75000000.0,262511490,128200012,36045301.0,"['Chris Wedge', 'Carlos Saldanha']","['David Lindsay-Abaire', 'Lowell Ganz', 'Babaloo Mandel']","['Ewan McGregor', 'Halle Berry', 'Mel Brooks']","['Computer Animation', 'Steampunk', 'Adventure', 'Animation', 'Comedy', 'Family', 'Romance', 'Sci-Fi']","['United States', 'United Kingdom']","['Blue Sky Studios, Greenwich, Connecticut, USA']","['Twentieth Century Fox Animation', 'Blue Sky Studios']","['English', 'German', 'Hungarian']",2,22,0,2005
