Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Black Panther,https://www.imdb.com/title/tt1825683/?ref_=sr_t_1,2018,2h 14m,PG-13,7.3,864K,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past."
2. Avengers: Infinity War,https://www.imdb.com/title/tt4154756/?ref_=sr_t_2,2018,2h 29m,PG-13,8.4,1.3M,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
3. Incredibles 2,https://www.imdb.com/title/tt3606756/?ref_=sr_t_3,2018,1h 58m,PG,7.5,347K,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
4. Jurassic World: Fallen Kingdom,https://www.imdb.com/title/tt4881806/?ref_=sr_t_4,2018,2h 8m,PG-13,6.1,356K,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event."
5. Aquaman,https://www.imdb.com/title/tt1477834/?ref_=sr_t_5,2018,2h 23m,PG-13,6.8,534K,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land."
6. Deadpool 2,https://www.imdb.com/title/tt5463162/?ref_=sr_t_6,2018,1h 59m,R,7.6,702K,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable."
7. The Grinch,https://www.imdb.com/title/tt2709692/?ref_=sr_t_7,2018,1h 25m,PG,6.4,103K,A grumpy Grinch plots to ruin Christmas for the village of Whoville.
8. Mission: Impossible - Fallout,https://www.imdb.com/title/tt4912910/?ref_=sr_t_8,2018,2h 27m,PG-13,7.7,391K,"A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage."
9. Bohemian Rhapsody,https://www.imdb.com/title/tt1727824/?ref_=sr_t_9,2018,2h 14m,PG-13,7.9,617K,"With his impeccable vocal abilities, Freddie Mercury and his rock band, Queen, achieve superstardom. However, amidst his skyrocketing success, he grapples with his ego, sexuality and a fatal illness."
10. Ant-Man and the Wasp,https://www.imdb.com/title/tt5095030/?ref_=sr_t_10,2018,1h 58m,PG-13,7.0,467K,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past."
11. A Star Is Born,https://www.imdb.com/title/tt1517451/?ref_=sr_t_11,2018,2h 16m,R,7.6,433K,A hard-drinking country music star falls in love with a singer whose career quickly takes off.
12. Solo: A Star Wars Story,https://www.imdb.com/title/tt3778644/?ref_=sr_t_12,2018,2h 15m,PG-13,6.9,391K,"During an adventure in the criminal underworld, Han Solo meets his future co-pilot Chewbacca and Lando Calrissian years before joining the Rebel Alliance."
13. Venom,https://www.imdb.com/title/tt1270797/?ref_=sr_t_13,2018,1h 52m,PG-13,6.6,570K,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it."
14. Ralph Breaks the Internet,https://www.imdb.com/title/tt5848272/?ref_=sr_t_14,2018,1h 52m,PG,7.0,192K,"On a quest to save the video game 'Sugar Rush' and to find a replacement, Ralph and his best friend Vanellope travel to the World Wide Web through a Wi-Fi router they find at the arcade."
15. Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/?ref_=sr_t_15,2018,1h 57m,PG,8.4,716K,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
16. A Quiet Place,https://www.imdb.com/title/tt6644200/?ref_=sr_t_16,2018,1h 30m,PG-13,7.5,622K,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.
17. Crazy Rich Asians,https://www.imdb.com/title/tt3104988/?ref_=sr_t_17,2018,2h,PG-13,6.9,199K,This contemporary romantic comedy based on a global bestseller follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.
18. Mary Poppins Returns,https://www.imdb.com/title/tt5028340/?ref_=sr_t_18,2018,2h 10m,PG,6.7,98K,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives."
19. Hotel Transylvania 3: Summer Vacation,https://www.imdb.com/title/tt5220122/?ref_=sr_t_19,2018,1h 37m,PG,6.3,91K,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family."
20. Fantastic Beasts: The Crimes of Grindelwald,https://www.imdb.com/title/tt4123430/?ref_=sr_t_20,2018,2h 14m,PG-13,6.5,319K,"Gellert Grindelwald plans to raise an army of wizards to rule over non-magical beings. In response, Newt Scamander's former professor, Albus Dumbledore, seeks his help to stop him."
21. Halloween,https://www.imdb.com/title/tt1502407/?ref_=sr_t_21,2018,1h 46m,R,6.5,177K,"Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago."
22. The Meg,https://www.imdb.com/title/tt4779682/?ref_=sr_t_22,2018,1h 53m,PG-13,5.7,216K,A rescue mission to the bottom of the ocean is terrorized by a massive prehistoric shark.
23. Ocean's Eight,https://www.imdb.com/title/tt5164214/?ref_=sr_t_23,2018,1h 50m,PG-13,6.3,250K,Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala.
24. Ready Player One,https://www.imdb.com/title/tt1677720/?ref_=sr_t_24,2018,2h 20m,PG-13,7.4,510K,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world."
25. Bumblebee,https://www.imdb.com/title/tt4701182/?ref_=sr_t_25,2018,1h 54m,PG-13,6.7,197K,Bumblebee teams up with a teenage girl to protect the world while the Decepticons hunt him with the help of a secret agency.
26. Mamma Mia! Here We Go Again,https://www.imdb.com/title/tt6911608/?ref_=sr_t_26,2018,1h 54m,PG-13,6.6,114K,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past."
27. The Nun,https://www.imdb.com/title/tt5814060/?ref_=sr_t_27,2018,1h 36m,R,5.4,179K,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.
28. Creed II,https://www.imdb.com/title/tt6343314/?ref_=sr_t_28,2018,2h 10m,PG-13,7.1,161K,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago."
29. Peter Rabbit,https://www.imdb.com/title/tt5117670/?ref_=sr_t_29,2018,1h 35m,PG,6.6,50K,"A rabbit sneaks into a garden to steal food, and they get a new challenge with a new owner."
30. The Mule,https://www.imdb.com/title/tt7959026/?ref_=sr_t_30,2018,1h 56m,R,7.0,159K,A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.
31. The Equalizer 2,https://www.imdb.com/title/tt3766354/?ref_=sr_t_31,2018,2h 1m,R,6.7,212K,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?"
32. Rampage,https://www.imdb.com/title/tt2231461/?ref_=sr_t_32,2018,1h 47m,PG-13,6.1,192K,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago."
33. A Wrinkle in Time,https://www.imdb.com/title/tt1620680/?ref_=sr_t_33,2018,1h 49m,PG,4.3,49K,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him."
34. Fifty Shades Freed,https://www.imdb.com/title/tt4477536/?ref_=sr_t_34,2018,1h 45m,R,4.5,78K,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
35. Christopher Robin,https://www.imdb.com/title/tt4575576/?ref_=sr_t_35,2018,1h 44m,PG,7.2,87K,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life."
36. Green Book,https://www.imdb.com/title/tt6966692/?ref_=sr_t_36,2018,2h 10m,PG-13,8.2,621K,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
37. I Can Only Imagine,https://www.imdb.com/title/tt6450186/?ref_=sr_t_37,2018,1h 50m,PG,7.3,19K,"The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness."
38. Smallfoot,https://www.imdb.com/title/tt6182908/?ref_=sr_t_38,2018,1h 36m,PG,6.6,44K,"High up on a mountain peak surrounded by clouds, a secret Yeti society lives in peace and harmony. One day, a Yeti witnesses an airplane crash; Inside lies ""Smallfoot"", a legendary creature that will rock the society to its core."
39. Night School,https://www.imdb.com/title/tt6781982/?ref_=sr_t_39,2018,1h 51m,PG-13,5.6,47K,A group of high school dropouts is forced to attend night school in hopes that they will pass the GED exam to finish high school.
40. The First Purge,https://www.imdb.com/title/tt6133466/?ref_=sr_t_40,2018,1h 37m,R,5.2,75K,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does."
41. Game Night,https://www.imdb.com/title/tt2704998/?ref_=sr_t_41,2018,1h 40m,R,6.9,263K,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.
42. Book Club,https://www.imdb.com/title/tt6857166/?ref_=sr_t_42,2018,1h 44m,PG-13,6.1,34K,Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.
43. The House with a Clock in Its Walls,https://www.imdb.com/title/tt2119543/?ref_=sr_t_43,2018,1h 45m,PG,6.1,57K,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.
44. Skyscraper,https://www.imdb.com/title/tt5758778/?ref_=sr_t_44,2018,1h 42m,PG-13,5.8,139K,"A security expert must infiltrate a burning skyscraper, 225 stories above ground, when his family is trapped inside by criminals."
45. Insidious: The Last Key,https://www.imdb.com/title/tt5726086/?ref_=sr_t_45,2018,1h 43m,PG-13,5.7,75K,"Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began."
46. Instant Family,https://www.imdb.com/title/tt7401588/?ref_=sr_t_46,2018,1h 58m,PG-13,7.3,126K,A couple find themselves in over their heads when they foster three children.
47. Blockers,https://www.imdb.com/title/tt2531344/?ref_=sr_t_47,2018,1h 42m,R,6.2,89K,Three parents try to stop their daughters from losing their virginity on prom night.
48. Pacific Rim: Uprising,https://www.imdb.com/title/tt2557478/?ref_=sr_t_48,2018,1h 51m,PG-13,5.6,132K,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
49. Tomb Raider,https://www.imdb.com/title/tt1365519/?ref_=sr_t_49,2018,1h 59m,PG-13,6.3,233K,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared."
50. Maze Runner: The Death Cure,https://www.imdb.com/title/tt4500922/?ref_=sr_t_50,2018,2h 23m,PG-13,6.3,175K,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare""."
51. The Nutcracker and the Four Realms,https://www.imdb.com/title/tt5523010/?ref_=sr_t_51,2018,1h 39m,PG,5.6,39K,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.
52. Tag,https://www.imdb.com/title/tt2854926/?ref_=sr_t_52,2018,1h 40m,R,6.5,154K,"A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country."
53. A Simple Favor,https://www.imdb.com/title/tt7040874/?ref_=sr_t_53,2018,1h 57m,R,6.8,174K,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate."
54. Life of the Party,https://www.imdb.com/title/tt5619332/?ref_=sr_t_54,2018,1h 45m,PG-13,5.6,41K,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree."
55. The Predator,https://www.imdb.com/title/tt3829266/?ref_=sr_t_55,2018,1h 47m,R,5.3,152K,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race."
56. Overboard,https://www.imdb.com/title/tt1563742/?ref_=sr_t_56,2018,1h 52m,PG-13,6.0,42K,"After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband."
57. Sicario: Day of the Soldado,https://www.imdb.com/title/tt5052474/?ref_=sr_t_57,2018,2h 2m,R,7.1,176K,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro."
58. BlacKkKlansman,https://www.imdb.com/title/tt7349662/?ref_=sr_t_58,2018,2h 15m,R,7.5,300K,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events."
59. I Feel Pretty,https://www.imdb.com/title/tt6791096/?ref_=sr_t_59,2018,1h 50m,PG-13,5.7,59K,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?"
60. Vice,https://www.imdb.com/title/tt6266538/?ref_=sr_t_60,2018,2h 12m,R,7.2,168K,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today."
61. Red Sparrow,https://www.imdb.com/title/tt2873282/?ref_=sr_t_61,2018,2h 20m,R,6.6,210K,Prima ballerina Dominika Egorova turns dangerous Sparrow.
62. Breaking In,https://www.imdb.com/title/tt7137846/?ref_=sr_t_62,2018,1h 28m,PG-13,5.5,17K,A woman fights to protect her family during a home invasion.
63. Goosebumps 2: Haunted Halloween,https://www.imdb.com/title/tt5664636/?ref_=sr_t_63,2018,1h 30m,PG,5.6,25K,Two young friends find a magic book that brings a ventriloquist's dummy to life.
64. 12 Strong,https://www.imdb.com/title/tt1413492/?ref_=sr_t_64,2018,2h 10m,R,6.5,96K,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban."
65. Den of Thieves,https://www.imdb.com/title/tt1259528/?ref_=sr_t_65,2018,2h 20m,R,7.0,136K,An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.
66. First Man,https://www.imdb.com/title/tt1213641/?ref_=sr_t_66,2018,2h 21m,PG-13,7.3,209K,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969."
67. Hereditary,https://www.imdb.com/title/tt7784604/?ref_=sr_t_67,2018,2h 7m,R,7.3,411K,A grieving family is haunted by tragic and disturbing occurrences.
68. Acrimony,https://www.imdb.com/title/tt6063050/?ref_=sr_t_68,2018,2h,R,5.9,10K,"A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed."
69. Sherlock Gnomes,https://www.imdb.com/title/tt2296777/?ref_=sr_t_69,2018,1h 26m,PG,5.3,15K,"Garden gnomes, Gnomeo and Juliet recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments."
70. Uncle Drew,https://www.imdb.com/title/tt7334528/?ref_=sr_t_70,2018,1h 43m,PG-13,5.8,16K,An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.
71. Widows,https://www.imdb.com/title/tt4218572/?ref_=sr_t_71,2018,2h 9m,R,6.8,106K,Four women with nothing in common except a debt left behind by their dead husbands' criminal activities take fate into their own hands and conspire to forge a future on their own terms.
72. Truth or Dare,https://www.imdb.com/title/tt6772950/?ref_=sr_t_72,2018,1h 40m,PG-13,5.2,69K,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.
"73. Love, Simon",https://www.imdb.com/title/tt5164432/?ref_=sr_t_73,2018,1h 50m,PG-13,7.5,130K,"Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity."
