Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Star Wars: Episode IV - A New Hope,https://www.imdb.com/title/tt0076759/?ref_=sr_t_1,1977,2h 1m,PG,8.6,1.5M,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
2. Close Encounters of the Third Kind,https://www.imdb.com/title/tt0075860/?ref_=sr_t_2,1977,2h 18m,PG,7.6,224K,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches."
3. Smokey and the Bandit,https://www.imdb.com/title/tt0076729/?ref_=sr_t_3,1977,1h 36m,PG,7.0,59K,"The Bandit is hired on to run a tractor-trailer full of beer over state lines, in hot pursuit by a pesky sheriff."
4. Saturday Night Fever,https://www.imdb.com/title/tt0076666/?ref_=sr_t_4,1977,1h 58m,R,6.8,90K,"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco."
5. The Rescuers,https://www.imdb.com/title/tt0076618/?ref_=sr_t_5,1977,1h 17m,G,6.9,72K,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.
6. A Bridge Too Far,https://www.imdb.com/title/tt0075784/?ref_=sr_t_6,1977,2h 55m,PG,7.4,64K,"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines."
7. The Deep,https://www.imdb.com/title/tt0075925/?ref_=sr_t_7,1977,2h 3m,PG,6.2,14K,"In Bermuda, two amateur treasure-hunting divers have a run-in with local criminals when they inadvertently discover the secret cargo of a World War II shipwreck."
8. The Spy Who Loved Me,https://www.imdb.com/title/tt0076752/?ref_=sr_t_8,1977,2h 5m,PG,7.0,119K,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed."
"9. Oh, God!",https://www.imdb.com/title/tt0076489/?ref_=sr_t_9,1977,1h 38m,PG,6.6,11K,"When God appears to an assistant grocery manager as a good-natured old man, the Almighty selects him as His messenger to the modern world."
10. Pete's Dragon,https://www.imdb.com/title/tt0076538/?ref_=sr_t_10,1977,2h 8m,G,6.3,27K,An orphaned boy and his magical dragon come to the New England town of Passamaquoddy with his abusive adoptive parents in pursuit.
