Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. 2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/?ref_=sr_t_1,1968,2h 29m,G,8.3,746K,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",12000000.0,66781817.0,60481243.0,202759.0,['Stanley Kubrick'],"['Stanley Kubrick', 'Arthur C. Clarke']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester']","['Adventure Epic', 'Artificial Intelligence', 'Epic', 'Psychological Drama', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Sci-Fi']","['United Kingdom', 'United States']","['Isle of Harris, Western Isles, Scotland, UK']","['Metro-Goldwyn-Mayer (MGM)', 'Stanley Kubrick Productions']","['English', 'Russian', 'French']",18,14,1,1968
2. Funny Girl,https://www.imdb.com/title/tt0062994/?ref_=sr_t_2,1968,2h 31m,G,7.4,26K,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s: her rise to fame as a Ziegfeld Girl, her subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",14100000.0,52225786.0,52223306.0,65560.0,['William Wyler'],['Isobel Lennart'],"['Barbra Streisand', 'Omar Sharif', 'Kay Medford']","['Classic Musical', 'Slapstick', 'Biography', 'Comedy', 'Drama', 'Musical', 'Romance']",['United States'],"['Jersey Central Railway Station, Jersey City, New Jersey, USA']","['Columbia Pictures', 'Rastar Productions']",['English'],8,16,1,1968
3. The Odd Couple,https://www.imdb.com/title/tt0063374/?ref_=sr_t_3,1968,1h 45m,G,7.6,39K,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day.",1200000.0,44527234.0,44527234.0,,['Gene Saks'],['Neil Simon'],"['Jack Lemmon', 'Walter Matthau', 'John Fiedler']","['Buddy Comedy', 'Comedy']",['United States'],"['The Dorchester Apartments - 131 Riverside Drive at 85th Street, New York City, New York, USA']",['Paramount Pictures'],['English'],3,9,2,1968
4. Planet of the Apes,https://www.imdb.com/title/tt0063442/?ref_=sr_t_4,1968,1h 52m,G,8.0,203K,"After being kept in hypersleep during a long expedition into deep space, an astronaut crew crash-lands in the 40th century on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.",5800000.0,32600372.0,32589624.0,,['Franklin J. Schaffner'],"['Michael Wilson', 'Rod Serling', 'Pierre Boulle']","['Charlton Heston', 'Roddy McDowall', 'Kim Hunter']","['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Space Sci-Fi', 'Time Travel', 'Adventure', 'Sci-Fi']",['United States'],"['Lake Powell, Utah, USA']","['APJAC Productions', 'Twentieth Century Fox']",['English'],6,5,2,1968
5. Hang 'Em High,https://www.imdb.com/title/tt0061747/?ref_=sr_t_5,1968,1h 54m,Approved,7.0,45K,"When an innocent man barely survives a lynching, he returns as a lawman determined to bring the vigilantes to justice.",1600000.0,11000000.0,11000000.0,,['Ted Post'],"['Leonard Freeman', 'Mel Goldberg']","['Clint Eastwood', 'Inger Stevens', 'Pat Hingle']","['Legal Drama', 'One-Person Army Action', 'Drama', 'Western']",['United States'],"['Quartzsite, Arizona, USA']","['Leonard Freeman Production', 'The Malpaso Company']",['English'],0,0,0,1968
6. Chitty Chitty Bang Bang,https://www.imdb.com/title/tt0062803/?ref_=sr_t_6,1968,2h 24m,G,7.0,52K,"A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.",10000000.0,7500578.0,7500000.0,,['Ken Hughes'],"['Ian Fleming', 'Roald Dahl', 'Ken Hughes']","['Dick Van Dyke', 'Sally Ann Howes', 'Lionel Jeffries']","['Globetrotting Adventure', 'Adventure', 'Family', 'Fantasy', 'Musical']",['United Kingdom'],"['Neuschwanstein Castle, Hohenschwangau, Schwangau, Bavaria, Germany']","['Dramatic Features', 'Warfield']","['English', 'German', 'French', 'Latin']",0,4,1,1968
7. Where Eagles Dare,https://www.imdb.com/title/tt0065207/?ref_=sr_t_7,1968,2h 38m,M,7.6,65K,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",7700000.0,7100435.0,7100000.0,,['Brian G. Hutton'],['Alistair MacLean'],"['Richard Burton', 'Clint Eastwood', 'Mary Ure']","['Spy', 'War Epic', 'Action', 'Adventure', 'War']","['United States', 'United Kingdom']","['Burg Hohenwerfen, Burgstraße 2, 5450 Werfen, Austria']","['Gershwin-Kastner Productions', 'Winkast Film Productions']","['English', 'German']",0,3,0,1968
8. Once Upon a Time in the West,https://www.imdb.com/title/tt0064116/?ref_=sr_t_8,1968,2h 46m,PG-13,8.5,364K,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,5000000.0,5435312.0,5321508.0,,['Sergio Leone'],"['Sergio Donati', 'Sergio Leone', 'Dario Argento']","['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale']","['Desert Adventure', 'Epic', 'Spaghetti Western', 'Western Epic', 'Drama', 'Western']","['Italy', 'United States']","['Monument Valley, Arizona, USA']","['Rafran Cinematografica', 'San Marco', 'Paramount Pictures']","['Italian', 'English', 'Spanish']",6,5,0,1968
9. Coogan's Bluff,https://www.imdb.com/title/tt0062824/?ref_=sr_t_9,1968,1h 34m,Approved,6.4,20K,Arizona Deputy Sheriff Coogan is sent to New York City to escort an escaped fugitive back for trial.,1500000.0,3110000.0,3110000.0,,['Don Siegel'],"['Herman Miller', 'Dean Riesner', 'Howard Rodman']","['Clint Eastwood', 'Lee J. Cobb', 'Susan Clark']","['Action', 'Crime', 'Thriller']",['United States'],"['The Cloisters Museum, West 193rd Street, Fort Tryon Park, Manhattan, New York City, New York, USA']","['Universal Pictures', 'The Malpaso Company']",['English'],0,0,0,1968
10. Yellow Submarine,https://www.imdb.com/title/tt0063823/?ref_=sr_t_10,1968,1h 25m,G,7.4,29K,The Beatles agree to accompany Captain Fred in his yellow submarine and go to Pepperland to free it from the music-hating Blue Meanies.,250000.0,1273261.0,992305.0,107105.0,['George Dunning'],"['Lee Minoff', 'John Lennon', 'Paul McCartney']","['Paul McCartney', 'George Harrison', 'Ringo Starr']","['Adult Animation', 'Hand-Drawn Animation', 'Jukebox Musical', 'Rock Musical', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']","['United Kingdom', 'United States']","['Studios of TVC London, London, England, UK']","['Apple Corps', 'King Features Syndicate', 'TVC London']",['English'],2,2,0,1968
11. Bullitt,https://www.imdb.com/title/tt0062765/?ref_=sr_t_11,1968,1h 54m,M/PG,7.4,78K,A nonconformist San Francisco cop is determined to find the underworld kingpin who killed the witness under his protection.,5500000.0,511863.0,511350.0,408627.0,['Peter Yates'],"['Alan Trustman', 'Harry Kleiner', 'Robert L. Fish']","['Steve McQueen', 'Jacqueline Bisset', 'Robert Vaughn']","['Car Action', 'Action', 'Crime', 'Thriller']",['United States'],"['Coffee Cantata, Union Street, San Francisco, California, USA']",['Solar Productions'],['English'],7,9,1,1968
12. Journey to Shiloh,https://www.imdb.com/title/tt0063161/?ref_=sr_t_12,1968,1h 41m,Approved,5.6,1.1K,"At the beginning of the Civil War, seven friends embark on a cross-country journey in order to join the Confederate army.",,407500.0,407500.0,,['William Hale'],"['Heck Allen', 'Gene L. Coon']","['James Caan', 'Michael Sarrazin', 'Brenda Scott']","['Drama', 'War', 'Western']",['United States'],"['Janss Conejo Ranch, Thousand Oaks, California, USA']",['Universal Pictures'],['English'],0,0,0,1968
13. Night of the Living Dead,https://www.imdb.com/title/tt0063350/?ref_=sr_t_13,1968,1h 36m,R,7.8,144K,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States.,114000.0,237994.0,236452.0,5452.0,['George A. Romero'],"['John A. Russo', 'George A. Romero']","['Duane Jones', ""Judith O'Dea"", 'Karl Hardman']","['B-Horror', 'Supernatural Horror', 'Survival', 'Zombie Horror', 'Horror', 'Thriller']",['United States'],"['Evans City Cemetery, Evans City, Pennsylvania, USA']",['Image Ten'],['English'],7,0,0,1968
"14. I Love You, I Love You",https://www.imdb.com/title/tt0063152/?ref_=sr_t_14,1968,1h 31m,,7.1,3.4K,"After attempting suicide, Claude is recruited for a time travel experiment, but, when the machine goes haywire, he may be trapped hurtling through his memories.",,80393.0,71717.0,12869.0,['Alain Resnais'],"['Jacques Sternberg', 'Alain Resnais']","['Claude Rich', 'Olga Georges-Picot', 'Anouk Ferjac']","['Drama', 'Sci-Fi']",['France'],"['Avenue Jules Malou, Etterbeek, Brussels, Brussels-Capital, Belgium']","['Les Productions Fox Europa', 'Parc Film']","['French', 'Dutch', 'English']",2,0,0,1968
15. The Great Silence,https://www.imdb.com/title/tt0063032/?ref_=sr_t_15,1968,1h 45m,Not Rated,7.7,19K,"A mute gunfighter defends a young widow and a group of outlaws against a gang of bounty killers in the winter of 1898, and a grim, tense struggle unfolds.",,60500.0,53074.0,8755.0,['Sergio Corbucci'],"['Sergio Corbucci', 'Vittoriano Petrilli', 'Mario Amendola']","['Jean-Louis Trintignant', 'Klaus Kinski', 'Frank Wolff']","['Spaghetti Western', 'Drama', 'Western']","['Italy', 'France']","[""Cortina d'Ampezzo, Belluno, Veneto, Italy""]","['Adelphia Compagnia Cinematografica', 'Les Films Corona']",['Italian'],0,0,0,1968
16. The Queen,https://www.imdb.com/title/tt0063477/?ref_=sr_t_16,1968,1h 8m,Not Rated,7.2,1.4K,"The behind the scenes of a national drag queen contest in New York City, including the rehearsals leading up to the contest, the conversations in the dressing room and the jealousies that emerge before and after the competition.",,47818.0,47818.0,7173.0,['Frank Simon'],[],"['Bernard Giquel', 'Jack Doroshow', 'Jim Dine']",['Documentary'],['United States'],"['Town Hall - 123 West 43rd Street, Manhattan, New York City, New York, USA']","['Evergreen Film', 'Grove Press', 'Si Litvinoff Film Production']",['English'],0,0,0,1968
17. The Bride Wore Black,https://www.imdb.com/title/tt0061955/?ref_=sr_t_17,1968,1h 47m,Unrated,7.2,11K,"Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal? What is her purpose?",747000.0,45263.0,45075.0,11206.0,['François Truffaut'],"['Cornell Woolrich', 'François Truffaut', 'Jean-Louis Richard']","['Jeanne Moreau', 'Jean-Claude Brialy', 'Michel Bouquet']","['Serial Killer', 'Crime', 'Drama', 'Mystery']","['France', 'Italy']","['Eglise Saint-Lambert de Vaugirard, Paris 15, Paris, France']","['Les Films du Carrosse', 'Les Productions Artistes Associés', 'Dino de Laurentiis Cinematografica']",['French'],0,5,0,1968
