Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
25. Flash Gordon,https://www.imdb.com/title/tt0080745/?ref_=sr_t_25,1980,1h 51m,PG,6.5,63K,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.
26. The Elephant Man,https://www.imdb.com/title/tt0080678/?ref_=sr_t_26,1980,2h 4m,PG,8.2,270K,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
27. Bronco Billy,https://www.imdb.com/title/tt0080472/?ref_=sr_t_27,1980,1h 56m,PG,6.2,13K,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest."
28. Raging Bull,https://www.imdb.com/title/tt0081398/?ref_=sr_t_28,1980,2h 9m,R,8.1,392K,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
29. Xanadu,https://www.imdb.com/title/tt0081777/?ref_=sr_t_29,1980,1h 36m,PG,5.4,16K,A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.
30. American Gigolo,https://www.imdb.com/title/tt0080365/?ref_=sr_t_30,1980,1h 57m,R,6.3,31K,Los Angeles escort Julian Kay is accused of a murder which he did not commit.
31. My Bodyguard,https://www.imdb.com/title/tt0081207/?ref_=sr_t_31,1980,1h 42m,PG,7.1,11K,"When Clifford Peache enrolls in a new high school and is harassed by a bully named Moody, he acquires the services of the school's most feared kid, the sullen Ricky Linderman, as a bodyguard."
32. The Fog,https://www.imdb.com/title/tt0080749/?ref_=sr_t_32,1980,1h 29m,R,6.8,87K,"Local legend tells of a ship lured on to the rocks of Antonio Bay being enveloped by a supernatural cloud as it sank; the myth says that when this mysterious fog returns, the victims will rise up from the depths seeking vengeance."
33. Fame,https://www.imdb.com/title/tt0080716/?ref_=sr_t_33,1980,2h 14m,R,6.6,25K,"Four teenagers must prove their mettle as they begin their journey at the New York High School of Performing Arts. They must navigate through heartbreak, school work, adolescence and challenges."
34. Altered States,https://www.imdb.com/title/tt0080360/?ref_=sr_t_34,1980,1h 42m,R,6.9,40K,A psycho-physiologist experiments with drugs and a sensory-deprivation tank and has visions he believes are genetic memories.
35. Cruising,https://www.imdb.com/title/tt0080569/?ref_=sr_t_35,1980,1h 42m,R,6.5,30K,A police officer goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.
36. The Octagon,https://www.imdb.com/title/tt0081259/?ref_=sr_t_36,1980,1h 43m,R,5.1,6.5K,A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.
37. Herbie Goes Bananas,https://www.imdb.com/title/tt0080861/?ref_=sr_t_37,1980,1h 40m,G,4.9,6.5K,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.
38. Honeysuckle Rose,https://www.imdb.com/title/tt0080888/?ref_=sr_t_38,1980,1h 59m,PG,6.3,2K,"Buck is a country singer on the road caught in a romantic triangle with Viv and Lily, the daughter of his longtime musical sidekick."
39. Rough Cut,https://www.imdb.com/title/tt0081439/?ref_=sr_t_39,1980,1h 52m,PG,5.7,1.6K,Two sophisticated jewel thieves join forces to steal $30 million in uncut jewels. Despite a continuous exchange of quips they eventually become romantically involved.
40. The Final Countdown,https://www.imdb.com/title/tt0080736/?ref_=sr_t_40,1980,1h 43m,PG,6.7,28K,"A modern aircraft carrier is thrown back in time to 1941 near Hawaii, just hours before the Japanese attack on Pearl Harbor."
41. The Hunter,https://www.imdb.com/title/tt0080907/?ref_=sr_t_41,1980,1h 37m,PG,6.2,7.4K,"Bounty hunter Ralph ""Papa"" Thorson is receiving death threats from a criminal he helped put away. This while his girlfriend is about to give birth, an event he isn't looking forward to."
42. Hero at Large,https://www.imdb.com/title/tt0080863/?ref_=sr_t_42,1980,1h 38m,PG,5.9,2K,"A struggling actor buying milk stops a robbery while wearing a superhero uniform, promoting a movie. The unknown hero decides to try again. Can he impress his cute neighbor?"
43. The Long Riders,https://www.imdb.com/title/tt0081071/?ref_=sr_t_43,1980,1h 40m,R,6.9,14K,"The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge."
44. The Island,https://www.imdb.com/title/tt0080934/?ref_=sr_t_44,1980,1h 54m,R,5.3,4.9K,"Journalist Blair Maynard takes his son Justin to investigate pirate activity off the Florida coast. A plane crash strands them on an island of modern-day pirates, who brainwash Justin. Blair tries to rescue him and take him home."
45. First Family,https://www.imdb.com/title/tt0080739/?ref_=sr_t_45,1980,1h 37m,R,4.3,749,"Bob Newhart stars as President Manfred Link in this zany, wonderfully-cast comedy from veteran funnyman Buck Henry (""Heaven Can Wait"", ""The Graduate"")."
46. Prom Night,https://www.imdb.com/title/tt0081383/?ref_=sr_t_46,1980,1h 32m,R,5.3,22K,"At a high-school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years previously."
47. The Nude Bomb,https://www.imdb.com/title/tt0081249/?ref_=sr_t_47,1980,1h 34m,PG,5.1,3.6K,Maxwell Smart is recalled to duty to help fight a villian who threatens to detonate a weapon that destroys clothing.
"48. Oh, God! Book II",https://www.imdb.com/title/tt0081268/?ref_=sr_t_48,1980,1h 34m,PG,5.3,2.7K,"A young girl receives a divine message and starts a campaign to promote faith. Her family and teacher, skeptical of her claims, try to stop her efforts. She persists despite their opposition, convinced of her heavenly calling."
49. The Competition,https://www.imdb.com/title/tt0080556/?ref_=sr_t_49,1980,2h 3m,PG,6.6,3K,"Paul Dietrich, at almost 30 years old, is a fading piano prodigy. Heidi Schoonover is a talented young pianist with a promising future. When Paul hears of an upcoming competition that could make his career, he dedicates himself to winning."
50. Wholly Moses!,https://www.imdb.com/title/tt0081751/?ref_=sr_t_50,1980,1h 43m,PG,4.7,2.3K,An all-star comedy cast hams it up in this hilarious Biblical spoof.
51. The Last Married Couple in America,https://www.imdb.com/title/tt0081032/?ref_=sr_t_51,1980,1h 43m,R,5.3,758,Mari and Jeff Thompson start to doubt their own marriage when every couple they know separate.
52. Atlantic City,https://www.imdb.com/title/tt0080388/?ref_=sr_t_52,1980,1h 44m,R,7.3,19K,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger."
53. Used Cars,https://www.imdb.com/title/tt0081698/?ref_=sr_t_53,1980,1h 53m,R,6.7,18K,"When the old owner of a dilapidated used car lot dies due to foul play, his young and ambitious hot-shot salesman and colleagues vow to save the property from falling into the hands of the owner's treacherous brother and used-car rival."
54. The Mirror Crack'd,https://www.imdb.com/title/tt0081163/?ref_=sr_t_54,1980,1h 45m,PG,6.2,10K,"Miss Jane Marple comes to solve the mystery when a local woman is poisoned, but a visiting movie star seems to have been the intended victim."
55. The Last Flight of Noah's Ark,https://www.imdb.com/title/tt0081031/?ref_=sr_t_55,1980,1h 37m,G,5.7,1.6K,"When a plane carrying various animals makes a forced landing on a desert island, the only chance to escape is to convert the plane into a boat."
56. The Fiendish Plot of Dr. Fu Manchu,https://www.imdb.com/title/tt0080731/?ref_=sr_t_56,1980,1h 40m,PG,4.9,2.5K,"When Fu's age-regressing elixir vitae is spilled by a hapless flunky, Fu Manchu sends his lackeys to round up supplies for a fresh batch of elixir, including a precious jewel, which prompts a team of agents to track him down."
57. Stardust Memories,https://www.imdb.com/title/tt0081554/?ref_=sr_t_57,1980,1h 29m,PG,7.2,24K,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films."
58. The Hollywood Knights,https://www.imdb.com/title/tt0080881/?ref_=sr_t_58,1980,1h 31m,R,6.2,5.4K,"Led by their comedic leader, Turk, the Hollywood Knights car club raise hell throughout Beverly Hills on Halloween Night, 1965."
59. Serial,https://www.imdb.com/title/tt0081485/?ref_=sr_t_59,1980,1h 26m,R,6.5,1.2K,"It's the end of the seventies. Hippies are assimilating, women are becoming aware and men are becoming confused and ineffective. Don't expect to be able to keep track of all the names."
60. Somewhere in Time,https://www.imdb.com/title/tt0081534/?ref_=sr_t_60,1980,1h 43m,PG,7.2,34K,A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.
61. Saturn 3,https://www.imdb.com/title/tt0079285/?ref_=sr_t_61,1980,1h 28m,R,5.1,11K,Two lovers stationed at a remote base in the asteroid belt of Saturn are intruded upon by an anal-retentive technocrat from Earth and his charge: a malevolent eight foot tall robot.
62. Tribute,https://www.imdb.com/title/tt0081656/?ref_=sr_t_62,1980,2h 1m,PG,6.2,861,A shallow Broadway press agent learns he is dying just as his son by his ex-wife arrives for a visit.
63. The Formula,https://www.imdb.com/title/tt0080754/?ref_=sr_t_63,1980,1h 57m,R,5.6,3K,"The synthetic fuel production formula, invented by the Nazis at the end of World War II, is sought after by some who aim to sell it, and by others who wish to destroy it."
64. Battle Creek Brawl,https://www.imdb.com/title/tt0080436/?ref_=sr_t_64,1980,1h 35m,R,5.7,6.1K,A young Asian-American martial artist is forced to participate in a brutal formal street-fighting competition.
65. The Awakening,https://www.imdb.com/title/tt0080402/?ref_=sr_t_65,1980,1h 41m,R,4.9,3K,An archeologist discovers his daughter is possessed by the spirit of an Egyptian queen. To save mankind he must destroy her.
66. Fatso,https://www.imdb.com/title/tt0080724/?ref_=sr_t_66,1980,1h 33m,PG,6.2,2.5K,"An overweight bachelor is fat, 40 and fed up--to the gills--but when his obese cousin Sal dies at 39, he must finally come to terms with his own weight problem."
67. How to Beat the High Cost of Living,https://www.imdb.com/title/tt0080895/?ref_=sr_t_67,1980,1h 45m,PG,6.0,2.1K,"A caper comedy about three suburban housewives who, in order to beat inflation and subsidize their alimony checks, plot to steal $1 million from a large plastic ball which is displayed in a local shopping center."
68. How to Become a Detective,https://www.imdb.com/title/tt10192656/?ref_=sr_t_68,1980,,,,,
69. Foxes,https://www.imdb.com/title/tt0080756/?ref_=sr_t_69,1980,1h 46m,R,6.1,5.2K,"A group of four teenage girls come of age in the asphalt desert of Los Angeles' San Fernando Valley arranged with a blazing soundtrack and endless drinking, drugs and sex."
70. The Big Red One,https://www.imdb.com/title/tt0080437/?ref_=sr_t_70,1980,1h 53m,R,7.1,22K,A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.
71. The Stunt Man,https://www.imdb.com/title/tt0081568/?ref_=sr_t_71,1980,2h 11m,R,7.0,11K,"A fugitive stumbles onto a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady while facing off with his manipulative director."
72. La Cage aux Folles II,https://www.imdb.com/title/tt0080489/?ref_=sr_t_72,1980,1h 42m,R,5.8,2.3K,The titular gay couple become involved with local cops and foreign spies when one of them unwittingly obtains a roll of stolen microfilm.
73. Where the Buffalo Roam,https://www.imdb.com/title/tt0081748/?ref_=sr_t_73,1980,1h 39m,R,6.5,13K,Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.
74. The Gong Show Movie,https://www.imdb.com/title/tt0080808/?ref_=sr_t_74,1980,1h 29m,R,4.4,954,"A week in the life of ""The Gong Show"" host and creator Chuck Barris who lives through a series of outrageous competitors, stressful situations, a nervous breakdown and other comical characters involved in his life and work on the TV show."
75. Motel Hell,https://www.imdb.com/title/tt0081184/?ref_=sr_t_75,1980,1h 41m,R,6.0,14K,"A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the ""special meat"" they are famous for."
76. Little Miss Marker,https://www.imdb.com/title/tt0081063/?ref_=sr_t_76,1980,1h 43m,PG,6.3,1.8K,A gruff bookie's life is turned upside-down when he gets a 6-year-old kid as collateral for a bet.
77. Oh Heavenly Dog,https://www.imdb.com/title/tt0081269/?ref_=sr_t_77,1980,1h 43m,PG,5.4,2.8K,A murdered detective must avenge his murder after he is reincarnated as a dog.
78. The Dogs of War,https://www.imdb.com/title/tt0080641/?ref_=sr_t_78,1980,1h 42m,R,6.3,10K,"Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup."
79. Divine Madness,https://www.imdb.com/title/tt0080634/?ref_=sr_t_79,1980,1h 35m,R,6.9,1K,"Movie comedy queen Bette Midler reigns supreme in this rocking, rolling concert movie bash. The Divine Miss M at her trashiest, flashiest, heavenly best!"
80. In God We Trust (or Gimme That Prime Time Religion),https://www.imdb.com/title/tt0080917/?ref_=sr_t_80,1980,1h 37m,PG,5.4,1.3K,"Raised in a Trappist monastery, the innocent Brother Ambrose sets out to find money to save the bankrupt monastery. His education in worldliness is provided by a hooker. He eventually petitions G. O. D. For the cash."
81. The Watcher in the Woods,https://www.imdb.com/title/tt0081738/?ref_=sr_t_81,1980,1h 24m,PG,6.1,7.4K,"When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past."
82. He Knows You're Alone,https://www.imdb.com/title/tt0080850/?ref_=sr_t_82,1980,1h 34m,R,5.0,4.4K,"A young bride-to-be is being stalked upon by a serial killer in Staten Island. She gets help from a former lover, but will they manage to escape?"
83. Coast to Coast,https://www.imdb.com/title/tt0080550/?ref_=sr_t_83,1980,1h 35m,PG,5.2,497,"A wealthy neurotic woman escapes from a New York mental asylum, and hitches a ride back to California with a moody down-on-his-luck cowboy trucker. They fall in love with each other while on the run from bounty hunters and a repo man."
84. Willie & Phil,https://www.imdb.com/title/tt0081758/?ref_=sr_t_84,1980,1h 55m,R,5.9,556,"Remake of Jules et Jim following the experiences over a decade of two friends who fall in love with the same woman, enjoyably satirising the 70's through the search by the three protagonists for their identities and making sharp attacks on cultural signposts of the decade along the way. The film also studies relationships, what its director calls ""wanting something permanent yet wanting to be free""."
85. Melvin and Howard,https://www.imdb.com/title/tt0081150/?ref_=sr_t_85,1980,1h 35m,R,6.8,5.5K,"The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes."
86. Roadie,https://www.imdb.com/title/tt0081433/?ref_=sr_t_86,1980,1h 46m,PG,5.3,1.5K,"A young Texas good ol' boy has a knack with electronic equipment, and that talent gets him a job as a roadie with a raucous travelling rock-and-roll show."
87. Gloria,https://www.imdb.com/title/tt0080798/?ref_=sr_t_87,1980,2h 3m,PG,7.1,12K,"When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York."
88. Kagemusha: The Shadow Warrior,https://www.imdb.com/title/tt0080979/?ref_=sr_t_88,1980,2h 42m,PG,7.9,39K,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
89. Resurrection,https://www.imdb.com/title/tt0081414/?ref_=sr_t_89,1980,1h 43m,PG,7.1,3.6K,A woman enters the afterlife briefly after a car crash that kills her husband. But she survives - and finds herself possessing strange powers.
90. Hide in Plain Sight,https://www.imdb.com/title/tt0080868/?ref_=sr_t_90,1980,1h 32m,PG,6.4,1.1K,"A divorced factory worker in 1967 Buffalo fights for custody of his children after his ex-wife marries a low-level mobster who enters the witness protection program, battling with government officials who seem to have little sympathy."
91. When Time Ran Out...,https://www.imdb.com/title/tt0081747/?ref_=sr_t_91,1980,2h 1m,PG,4.6,3.4K,An active volcano threatens a south Pacific island resort and its guests as a power struggle ensues between the property's developer and a drilling foreman.
92. Heaven's Gate,https://www.imdb.com/title/tt0080855/?ref_=sr_t_92,1980,3h 39m,R,6.7,18K,"During the Johnson County War in 1890 Wyoming, a sheriff born into wealth does his best to protect immigrant farmers from rich cattle interests."
93. The Last Metro,https://www.imdb.com/title/tt0080610/?ref_=sr_t_93,1980,2h 12m,PG,7.3,16K,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Germans while doing both of their jobs."
94. North Sea Hijack,https://www.imdb.com/title/tt0081809/?ref_=sr_t_94,1980,1h 35m,PG,6.3,6.1K,"When terrorists take over two oil rigs, and threaten to blow them up if their demands are not met, an eccentric anti-terrorism expert volunteers his unique commando unit to stop them."
95. Midnight Madness,https://www.imdb.com/title/tt0081159/?ref_=sr_t_95,1980,1h 52m,PG,6.3,4K,Leon picks college students to participate in his all night scavenger hunt. Five teams receive clues to solve leading them to the next clue site hidden in the city.
96. Loving Couples,https://www.imdb.com/title/tt0081080/?ref_=sr_t_96,1980,1h 37m,PG,5.1,568,Wife is cheating her husband and the husband is cheating her back with her lover's girlfriend. The two cheating couples decide to go to a resort but they unintentionally pick the same one. Hilarity ensues.
97. The Idolmaker,https://www.imdb.com/title/tt0080913/?ref_=sr_t_97,1980,1h 57m,PG,6.9,1.6K,"Based on the life of rock promoter/producer Bob Marcucci, who discovered, among others, Frankie Avalon and Fabian."
98. The Black Marble,https://www.imdb.com/title/tt0080442/?ref_=sr_t_98,1980,1h 53m,PG,6.2,941,"A show dog trainer in desperate need of money kidnaps a prized show dog and demands a ransom. The case falls into the hands of a melancholic detective and his new female partner, whose personal relationship develops throughout the case."
99. Gilda Live,https://www.imdb.com/title/tt0080790/?ref_=sr_t_99,1980,1h 36m,R,6.9,917,"A filmed version of the Broadway show starring comedienne Gilda Radner, complete with the characters she made famous on the TV show Saturday Night Live (1975)."
100. Windows,https://www.imdb.com/title/tt0081759/?ref_=sr_t_100,1980,1h 36m,R,4.8,1K,A weird woman admires and spies on her shy mousy neighbor with a telescope.
