Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Who's Afraid of Virginia Woolf?,https://www.imdb.com/title/tt0061184/?ref_=sr_t_1,1966,2h 11m,Approved,8.0,82K,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night."
"2. The Good, the Bad and the Ugly",https://www.imdb.com/title/tt0060196/?ref_=sr_t_2,1966,2h 58m,R,8.8,843K,A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.
3. The Battle of Algiers,https://www.imdb.com/title/tt0058946/?ref_=sr_t_3,1966,2h 1m,Not Rated,8.1,70K,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
4. Masculine Feminine,https://www.imdb.com/title/tt0060675/?ref_=sr_t_4,1966,1h 43m,Not Rated,7.4,18K,"A romance between young Parisians, shown through a series of vignettes."
5. Andrei Rublev,https://www.imdb.com/title/tt0060107/?ref_=sr_t_5,1966,3h 9m,R,8.0,59K,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
6. Made in U.S.A,https://www.imdb.com/title/tt0060647/?ref_=sr_t_6,1966,1h 30m,Not Rated,6.2,4.7K,"In the near future, leftist writer Paula goes from Paris to the French town of Atlantic-Cité when she learns of the death of a former colleague and lover, Richard P. Is she there to investigate? On the surface, faces are beautiful, colors bright, clothes trendy. Beneath, little is clear: some talk to Paula as if she's Alice in Wonderland, corpses pile up, and ideological struggles insert themselves. A murder victim's nephew and a political party's hired hands hover around Paula. Is obscuring things her goal or is it life that's obscure?"
7. Au hasard Balthazar,https://www.imdb.com/title/tt0060138/?ref_=sr_t_7,1966,1h 35m,Not Rated,7.7,24K,The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette.
8. The Nun,https://www.imdb.com/title/tt0060891/?ref_=sr_t_8,1966,2h 20m,GP,7.5,3.4K,Suzanne is forced against her will to take vows as a nun and three mothers superior treat her in radically different ways. Suzanne's virtue brings disaster to everyone in this faithful adaptation of a bitter attack on religious abuses.
9. Django,https://www.imdb.com/title/tt0060315/?ref_=sr_t_9,1966,1h 31m,R,7.2,32K,A coffin-dragging gunslinger and a prostitute become embroiled in a bitter feud between a Klan of Southern racists and a band of Mexican Revolutionaries.
10. King of Hearts,https://www.imdb.com/title/tt0060908/?ref_=sr_t_10,1966,1h 42m,Not Rated,7.3,4.5K,"During World War I, a British private, sent ahead to a French town to scout for enemy presence, is mistaken for a King by the colorful patients of an insane asylum."
11. Time to Die,https://www.imdb.com/title/tt0059803/?ref_=sr_t_11,1966,1h 30m,,7.4,579,"After serving his conviction, a former gunman returns to his town planning to live a quiet life, however, the sons of a man he killed have other plans."
12. Daisies,https://www.imdb.com/title/tt0060959/?ref_=sr_t_12,1966,1h 15m,Not Rated,7.2,16K,"After realizing that all world is spoiled, Marie and Marie are committed to be spoiled themselves. They rip off older men, feast in lavish meals and do all kinds of mischief. But what is all this leading to?"
13. The Endless Summer,https://www.imdb.com/title/tt0060371/?ref_=sr_t_13,1966,1h 35m,Not Rated,7.6,6.5K,"The crown jewel to ten years of Bruce Brown surfing documentaries. Brown follows two young surfers around the world in search of the perfect wave, and ends up finding quite a few in addition to some colorful local characters."
14. Fahrenheit 451,https://www.imdb.com/title/tt0060390/?ref_=sr_t_14,1966,1h 52m,Not Rated,7.2,46K,"In an oppressive future, a fireman whose duty is to destroy all books begins to question his task."
15. El Dorado,https://www.imdb.com/title/tt0061619/?ref_=sr_t_15,1966,2h 6m,Approved,7.5,32K,"Cole Thornton, a gunfighter for hire, joins forces with old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher who's trying to steal their water."
16. Blow-Up,https://www.imdb.com/title/tt0060176/?ref_=sr_t_16,1966,1h 51m,Not Rated,7.4,70K,A fashion photographer unknowingly captures a death on film after following two lovers in a park.
17. Persona,https://www.imdb.com/title/tt0060827/?ref_=sr_t_17,1966,1h 23m,Not Rated,8.0,135K,A nurse is put in charge of a mute actress and finds that their personae are melding together.
18. The Sand Pebbles,https://www.imdb.com/title/tt0060934/?ref_=sr_t_18,1966,3h 2m,Approved,7.5,17K,"In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China."
19. Duel at Diablo,https://www.imdb.com/title/tt0060355/?ref_=sr_t_19,1966,1h 43m,Approved,6.5,4.5K,"In Apache territory, a supply Army column heads for the next fort, an ex-scout searches for the killer of his Indian wife, and a housewife abandons her husband in order to rejoin her Apache lover's tribe."
20. The Professionals,https://www.imdb.com/title/tt0060862/?ref_=sr_t_20,1966,1h 57m,PG-13,7.3,20K,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.
21. A Man for All Seasons,https://www.imdb.com/title/tt0060665/?ref_=sr_t_21,1966,2h,G,7.7,38K,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
22. Harper,https://www.imdb.com/title/tt0060490/?ref_=sr_t_22,1966,2h 1m,Approved,6.8,11K,Cool private investigator Lew Harper is hired by a wealthy California matron to locate her kidnapped husband.
23. The Trouble with Angels,https://www.imdb.com/title/tt0061122/?ref_=sr_t_23,1966,1h 52m,PG,7.3,6K,Two high-spirited young students at St. Francis Academy keep things hopping for the challenged Mother Superior and her staff of bewildered Sisters.
24. Seconds,https://www.imdb.com/title/tt0060955/?ref_=sr_t_24,1966,1h 46m,R,7.6,23K,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity - one that comes with its own price.
25. One Million Years B.C.,https://www.imdb.com/title/tt0060782/?ref_=sr_t_25,1966,1h 32m,Approved,5.7,10K,"Prehistoric man Tumak is banished from his savage tribe and meets pretty Loana, who belongs to a gentler coastal tribe, but he must fight caveman Payto to win her favors."
26. The Chase,https://www.imdb.com/title/tt0060232/?ref_=sr_t_26,1966,2h 14m,Approved,7.1,14K,The citizens of a small Texas town become worried and panicked when a local bad boy escapes prison and heads for his hometown.
27. Batman: The Movie,https://www.imdb.com/title/tt0060153/?ref_=sr_t_27,1966,1h 45m,PG,6.5,37K,The Dynamic Duo face four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.
28. Fantastic Voyage,https://www.imdb.com/title/tt0060397/?ref_=sr_t_28,1966,1h 40m,PG,6.8,22K,"When a blood clot renders a scientist comatose, a submarine and its crew are shrunk and injected into his bloodstream in order to save him."
