Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Avatar,https://www.imdb.com/title/tt0499549/?ref_=sr_t_1,2009,2h 42m,PG-13,7.9,1.4M,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,237000000.0,2923710708,785221649,77025481,['James Cameron'],['James Cameron'],"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver']","['Adventure Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['United States', 'United Kingdom']","[""Kaua'i, Hawaii, USA""]","['Twentieth Century Fox', 'Dune Entertainment', 'Lightstorm Entertainment']","['English', 'Spanish']",91,131,3,2009
2. Transformers: Revenge of the Fallen,https://www.imdb.com/title/tt1055369/?ref_=sr_t_2,2009,2h 29m,PG-13,6.0,439K,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",200000000.0,836303693,402111870,108966307,['Michael Bay'],"['Ehren Kruger', 'Roberto Orci', 'Alex Kurtzman']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']","['Alien Invasion', 'Car Action', 'Desert Adventure', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Jordan', 'United Kingdom']","['Luxor, Egypt']","['Paramount Pictures', 'Dreamworks Pictures', 'Hasbro']","['English', 'Spanish']",15,31,1,2009
3. Harry Potter and the Half-Blood Prince,https://www.imdb.com/title/tt0417741/?ref_=sr_t_3,2009,2h 33m,PG,7.6,621K,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",250000000.0,941055851,302334374,77835727,['David Yates'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Fantasy Epic', 'Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'United States']","['Raumabanen Railway Line, Bjorli, Norway']","['Warner Bros.', 'Heyday Films']","['English', 'Latin']",9,39,1,2009
4. The Twilight Saga: New Moon,https://www.imdb.com/title/tt1259571/?ref_=sr_t_4,2009,2h 10m,PG-13,4.8,308K,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly.",50000000.0,711048123,297816253,142839137,['Chris Weitz'],"['Melissa Rosenberg', 'Stephenie Meyer']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","['Supernatural Fantasy', 'Teen Adventure', 'Teen Drama', 'Teen Fantasy', 'Teen Romance', 'Adventure', 'Drama', 'Fantasy', 'Romance']",['United States'],"['Montepulciano, Siena, Tuscany, Italy']","['Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment']","['English', 'Italian']",23,24,0,2009
5. Up,https://www.imdb.com/title/tt1049413/?ref_=sr_t_5,2009,1h 36m,PG,8.3,1.2M,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",175000000.0,735102136,293004164,68108790,"['Pete Docter', 'Bob Peterson']","['Pete Docter', 'Bob Peterson', 'Tom McCarthy']","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger']","['Coming-of-Age', 'Computer Animation', 'Globetrotting Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",['United States'],"['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],81,88,2,2009
6. The Hangover,https://www.imdb.com/title/tt1119646/?ref_=sr_t_6,2009,1h 40m,R,7.7,876K,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,35000000.0,469328922,277339746,44979319,['Todd Phillips'],"['Jon Lucas', 'Scott Moore']","['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha']","['Raunchy Comedy', 'Comedy']","['United States', 'Germany']","['Caesars Palace - 3570 Las Vegas Boulevard South, Las Vegas, Nevada, USA']","['Warner Bros.', 'Legendary Entertainment', 'Green Hat Films']",['English'],13,25,0,2009
7. Star Trek,https://www.imdb.com/title/tt0796366/?ref_=sr_t_7,2009,2h 7m,PG-13,7.9,627K,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,150000000.0,385681768,257730019,75204289,['J.J. Abrams'],"['Roberto Orci', 'Alex Kurtzman', 'Gene Roddenberry']","['Chris Pine', 'Zachary Quinto', 'Simon Pegg']","['Space Sci-Fi', 'Time Travel', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Germany']","['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']","['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot']",['English'],27,95,1,2009
8. The Blind Side,https://www.imdb.com/title/tt0878804/?ref_=sr_t_8,2009,2h 9m,PG-13,7.6,371K,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",29000000.0,309231694,255982860,34119372,['John Lee Hancock'],"['John Lee Hancock', 'Michael Lewis']","['Quinton Aaron', 'Sandra Bullock', 'Tim McGraw']","['Docudrama', 'Football', 'Biography', 'Drama', 'Sport']",['United States'],"['Atlanta International School - 2890 N. Fulton Drive, Buckhead, Georgia, USA']","['Alcon Entertainment', '3 Arts Entertainment', 'Left Tackle Pictures']",['English'],9,30,1,2009
9. Alvin and the Chipmunks: The Squeakquel,https://www.imdb.com/title/tt1231580/?ref_=sr_t_9,2009,1h 28m,PG,4.6,57K,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",75000000.0,443140005,219614612,48875415,['Betty Thomas'],"['Jon Vitti', 'Jonathan Aibel', 'Glenn Berger']","['Jason Lee', 'Zachary Levi', 'David Cross']","['Animal Adventure', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']",['United States'],"['Paris, France']","['Fox 2000 Pictures', 'Regency Enterprises', 'Bagdasarian Productions']","['English', 'French']",3,0,0,2009
10. Sherlock Holmes,https://www.imdb.com/title/tt0988045/?ref_=sr_t_10,2009,2h 8m,PG-13,7.6,686K,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,90000000.0,524028679,209028679,62304277,['Guy Ritchie'],"['Michael Robert Johnson', 'Anthony Peckham', 'Simon Kinberg']","['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']","['Whodunnit', 'Action', 'Adventure', 'Mystery']","['United States', 'Germany']","['Brompton Cemetery, Fulham Road, West Brompton, London, England, UK']","['Warner Bros.', 'Village Roadshow Pictures', 'Silver Pictures']","['English', 'French']",10,31,2,2009
