Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Inside Out 2,https://www.imdb.com/title/tt22022452/?ref_=sr_t_1,2024,1h 36m,PG,7.5,204K,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced."
2. Deadpool & Wolverine,https://www.imdb.com/title/tt6263850/?ref_=sr_t_2,2024,2h 8m,R,7.6,466K,"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction."
3. Wicked,https://www.imdb.com/title/tt1262426/?ref_=sr_t_3,2024,2h 40m,PG,7.6,125K,"Elphaba, a misunderstood young woman because of her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads."
4. Moana 2,https://www.imdb.com/title/tt13622970/?ref_=sr_t_4,2024,1h 40m,PG,6.8,76K,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
5. Despicable Me 4,https://www.imdb.com/title/tt7510222/?ref_=sr_t_5,2024,1h 34m,PG,6.2,59K,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run."
6. Beetlejuice Beetlejuice,https://www.imdb.com/title/tt2049403/?ref_=sr_t_6,2024,1h 45m,PG-13,6.7,138K,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife."
7. Dune: Part Two,https://www.imdb.com/title/tt15239678/?ref_=sr_t_7,2024,2h 46m,PG-13,8.5,597K,"Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future."
8. Twisters,https://www.imdb.com/title/tt12584954/?ref_=sr_t_8,2024,2h 2m,PG-13,6.5,155K,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies."
9. Mufasa: The Lion King,https://www.imdb.com/title/tt13186482/?ref_=sr_t_9,2024,1h 58m,PG,6.7,38K,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny."
10. Sonic the Hedgehog 3,https://www.imdb.com/title/tt18259086/?ref_=sr_t_10,2024,1h 50m,PG,7.0,43K,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance."
11. Godzilla x Kong: The New Empire,https://www.imdb.com/title/tt14539740/?ref_=sr_t_11,2024,1h 55m,PG-13,6.1,117K,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries."
12. Kung Fu Panda 4,https://www.imdb.com/title/tt21692408/?ref_=sr_t_12,2024,1h 34m,PG,6.3,65K,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm."
13. Bad Boys: Ride or Die,https://www.imdb.com/title/tt4919268/?ref_=sr_t_13,2024,1h 55m,R,6.5,95K,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name."
14. Gladiator II,https://www.imdb.com/title/tt9218128/?ref_=sr_t_14,2024,2h 28m,R,6.6,197K,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people."
15. Kingdom of the Planet of the Apes,https://www.imdb.com/title/tt11389872/?ref_=sr_t_15,2024,2h 25m,PG-13,6.9,146K,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike."
16. It Ends with Us,https://www.imdb.com/title/tt10655524/?ref_=sr_t_16,2024,2h 10m,PG-13,6.4,75K,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended and she realizes she must learn to rely on her own strength to make an impossible choice for her future."
17. The Wild Robot,https://www.imdb.com/title/tt29623480/?ref_=sr_t_17,2024,1h 42m,PG,8.2,134K,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
18. Venom: The Last Dance,https://www.imdb.com/title/tt16366836/?ref_=sr_t_18,2024,1h 50m,PG-13,6.0,93K,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.
19. A Quiet Place: Day One,https://www.imdb.com/title/tt13433802/?ref_=sr_t_19,2024,1h 39m,PG-13,6.3,141K,A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.
20. Ghostbusters: Frozen Empire,https://www.imdb.com/title/tt21235248/?ref_=sr_t_20,2024,1h 55m,PG-13,6.1,91K,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age."
