Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Independence Day,https://www.imdb.com/title/tt0116629/?ref_=sr_t_1,1996,2h 25m,PG-13,7.0,623K,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive."
2. Twister,https://www.imdb.com/title/tt0117998/?ref_=sr_t_2,1996,1h 53m,PG-13,6.5,242K,Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.
3. Mission: Impossible,https://www.imdb.com/title/tt0117060/?ref_=sr_t_3,1996,1h 50m,PG-13,7.2,484K,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization."
4. Jerry Maguire,https://www.imdb.com/title/tt0116695/?ref_=sr_t_4,1996,2h 19m,R,7.3,296K,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
5. Ransom,https://www.imdb.com/title/tt0117438/?ref_=sr_t_5,1996,2h 1m,R,6.7,139K,"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty."
6. 101 Dalmatians,https://www.imdb.com/title/tt0115433/?ref_=sr_t_6,1996,1h 43m,G,5.8,120K,An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.
7. The Rock,https://www.imdb.com/title/tt0117500/?ref_=sr_t_7,1996,2h 16m,R,7.4,367K,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco."
8. The Nutty Professor,https://www.imdb.com/title/tt0117218/?ref_=sr_t_8,1996,1h 35m,PG-13,5.7,127K,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.
9. The Birdcage,https://www.imdb.com/title/tt0115685/?ref_=sr_t_9,1996,1h 57m,R,7.2,105K,"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing, conservative parents."
10. A Time to Kill,https://www.imdb.com/title/tt0117913/?ref_=sr_t_10,1996,2h 29m,R,7.5,188K,A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.
11. The First Wives Club,https://www.imdb.com/title/tt0116313/?ref_=sr_t_11,1996,1h 43m,PG,6.5,56K,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women."
12. Phenomenon,https://www.imdb.com/title/tt0117333/?ref_=sr_t_12,1996,2h 3m,PG,6.4,86K,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
13. Scream,https://www.imdb.com/title/tt0117571/?ref_=sr_t_13,1996,1h 51m,R,7.4,412K,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game."
14. Eraser,https://www.imdb.com/title/tt0116213/?ref_=sr_t_14,1996,1h 55m,R,6.2,121K,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.
15. The Hunchback of Notre Dame,https://www.imdb.com/title/tt0116583/?ref_=sr_t_15,1996,1h 31m,G,7.0,177K,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer."
16. Michael,https://www.imdb.com/title/tt0117038/?ref_=sr_t_16,1996,1h 45m,PG,5.7,46K,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.
17. Star Trek: First Contact,https://www.imdb.com/title/tt0117731/?ref_=sr_t_17,1996,1h 51m,PG-13,7.6,134K,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.
18. Space Jam,https://www.imdb.com/title/tt0117705/?ref_=sr_t_18,1996,1h 28m,PG,6.5,220K,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan."
19. The English Patient,https://www.imdb.com/title/tt0116209/?ref_=sr_t_19,1996,2h 42m,R,7.4,208K,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
20. Broken Arrow,https://www.imdb.com/title/tt0115759/?ref_=sr_t_20,1996,1h 48m,R,6.1,107K,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.
21. Beavis and Butt-Head Do America,https://www.imdb.com/title/tt0115641/?ref_=sr_t_21,1996,1h 21m,PG-13,6.8,61K,"Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score."
22. Jingle All the Way,https://www.imdb.com/title/tt0116705/?ref_=sr_t_22,1996,1h 29m,PG,5.8,123K,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one."
23. The Cable Guy,https://www.imdb.com/title/tt0115798/?ref_=sr_t_23,1996,1h 36m,PG-13,6.1,183K,A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.
24. Courage Under Fire,https://www.imdb.com/title/tt0115956/?ref_=sr_t_24,1996,1h 56m,R,6.6,61K,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor."
25. Jack,https://www.imdb.com/title/tt0116669/?ref_=sr_t_25,1996,1h 53m,PG-13,5.8,65K,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled."
26. Executive Decision,https://www.imdb.com/title/tt0116253/?ref_=sr_t_26,1996,2h 13m,R,6.5,63K,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation."
