Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. One Hundred and One Dalmatians,https://www.imdb.com/title/tt0055254/?ref_=sr_t_1,1961,1h 19m,G,7.3,188K,"When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.",4000000.0,215880014.0,144880014.0,2389226.0,"['Clyde Geronimi', 'Hamilton Luske', 'Wolfgang Reitherman']","['Bill Peet', 'Dodie Smith']","['Rod Taylor', 'Betty Lou Gerson', ""J. Pat O'Malley""]","['Animal Adventure', 'Hand-Drawn Animation', 'Quest', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family']",['United States'],"['Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA']","['Walt Disney Animation Studios', 'Walt Disney Productions']",['English'],2,0,0,1961
2. West Side Story,https://www.imdb.com/title/tt0055614/?ref_=sr_t_2,1961,2h 33m,Approved,7.6,124K,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",6000000.0,44135556.0,44055492.0,207145.0,"['Jerome Robbins', 'Robert Wise']","['Ernest Lehman', 'Arthur Laurents', 'Jerome Robbins']","['Natalie Wood', 'George Chakiris', 'Richard Beymer']","['Classic Musical', 'Pop Musical', 'Tragedy', 'Crime', 'Drama', 'Musical', 'Romance']",['United States'],"['110th Street, Manhattan, New York City, New York, USA']","['The Mirisch Corporation', 'Seven Arts Productions']","['English', 'Spanish']",31,11,10,1961
3. Seong Chun-hyang,https://www.imdb.com/title/tt0390466/?ref_=sr_t_3,1961,2h,,6.2,78,"Chun-hyang, the only daughter of an old gisaeng named Wolmae, falls in love with Lee Mong-nyong and promises to marry him. But Lee leaves for Seoul with his father who's an aristocrat, and the new governor, Byeon Hakdo, covets Chun-hyang because she is the most beautiful girl in town. When Chun-hyang rejects his order to serve him at night, Governor Byeon sends her to jail. In the mean time, Lee passes the state exam and becomes a special undercover agent of the king. He comes back to where Chun-hyang lives to save her and punishes Governor Byeon.",80000000.0,798977.0,798977.0,16187.0,['Shin Sang-ok'],['Hee-jae Lim'],"['Choi Eun-hie', 'Kim Jin-kyu', 'Kum-Bong Do']","['Drama', 'Musical', 'Romance']",['South Korea'],[],['Shin Films'],['Korean'],0,0,0,1961
4. Last Year at Marienbad,https://www.imdb.com/title/tt0054632/?ref_=sr_t_4,1961,1h 34m,Not Rated,7.6,26K,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",,223111.0,207917.0,15485.0,['Alain Resnais'],['Alain Robbe-Grillet'],"['Delphine Seyrig', 'Giorgio Albertazzi', 'Sacha Pitoëff']","['Psychological Drama', 'Drama', 'Mystery', 'Romance']","['France', 'Italy']","['Nymphenburg Palace, Munich, Bavaria, Germany']","['Cocinor', 'Terra Film', 'Cormoran Films']",['French'],2,5,1,1961
5. A Woman Is a Woman,https://www.imdb.com/title/tt0055572/?ref_=sr_t_5,1961,1h 24m,Not Rated,7.3,20K,A stripper who's desperate to become a mother accepts her reluctant boyfriend's suggestion that she be impregnated by his best friend.,160000.0,112525.0,111443.0,13213.0,['Jean-Luc Godard'],"['Geneviève Cluny', 'Jean-Luc Godard']","['Anna Karina', 'Jean-Claude Brialy', 'Jean-Paul Belmondo']","['Comedy', 'Drama', 'Romance']","['France', 'Italy']","['Porte St Denis, Rue du Faubourg St Denis, Paris, France']","['Euro International Films', 'Rome Paris Films']",['French'],2,2,0,1961
6. Lola,https://www.imdb.com/title/tt0055093/?ref_=sr_t_6,1961,1h 30m,Not Rated,7.4,8K,"A bored young man meets with his former girlfriend, now a cabaret dancer and single mother, and soon finds himself falling back in love with her.",,103951.0,103951.0,,['Jacques Demy'],['Jacques Demy'],"['Anouk Aimée', 'Marc Michel', 'Jacques Harden']","['Drama', 'Romance']","['France', 'Italy']","['La Baule, Loire-Atlantique, France']",['Rome Paris Films'],"['French', 'English']",2,3,0,1961
"7. Léon Morin, Priest",https://www.imdb.com/title/tt0055082/?ref_=sr_t_7,1961,1h 57m,Not Rated,7.5,5.9K,"Set during occupied France, a faithless woman finds herself falling in love with a young priest.",,72908.0,72078.0,9515.0,['Jean-Pierre Melville'],"['Béatrix Beck', 'Jean-Pierre Melville']","['Jean-Paul Belmondo', 'Emmanuelle Riva', 'Irène Tunc']","['Drama', 'Romance', 'War']","['France', 'Italy']","[""Montfort-l'Amaury, Yvelines, France""]","['Concordia Compagnia Cinematografica', 'Rome Paris Films']","['French', 'English', 'German']",0,0,0,1961
8. A Difficult Life,https://www.imdb.com/title/tt0055602/?ref_=sr_t_8,1961,1h 58m,Not Rated,8.0,2.3K,"Silvio refuses to fight for the fascists and joins the resistance with Elena. After the war, his vitriolic newspaper articles cause him to be sentenced to imprisonment.",,71630.0,71630.0,9167.0,['Dino Risi'],['Rodolfo Sonego'],"['Alberto Sordi', 'Lea Massari', 'Franco Fabrizi']","['Comedy', 'Drama', 'War']",['Italy'],"['Lenno, Lombardy, Italy']",['Dino de Laurentiis Cinematografica'],"['Italian', 'German', 'English']",2,3,0,1961
9. Yojimbo,https://www.imdb.com/title/tt0055630/?ref_=sr_t_9,1961,1h 50m,Not Rated,8.2,136K,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,,67653.0,46808.0,15942.0,['Akira Kurosawa'],"['Akira Kurosawa', 'Ryûzô Kikushima']","['Toshirô Mifune', 'Eijirô Tôno', 'Tatsuya Nakadai']","['One-Person Army Action', 'Period Drama', 'Samurai', 'Action', 'Drama', 'Thriller']",['Japan'],"['Toho Studios, Tokyo, Japan']","['Kurosawa Production Co.', 'Sammy', 'Toho']",['Japanese'],5,2,1,1961
10. La Notte,https://www.imdb.com/title/tt0054130/?ref_=sr_t_10,1961,2h 2m,Not Rated,7.9,25K,A day in the life of an unfaithful married couple and their steadily deteriorating relationship.,,40703.0,39236.0,10547.0,['Michelangelo Antonioni'],"['Michelangelo Antonioni', 'Ennio Flaiano', 'Tonino Guerra']","['Jeanne Moreau', 'Marcello Mastroianni', 'Monica Vitti']",['Drama'],"['Italy', 'France']","['Milan, Lombardia, Italy']","['Nepi Film', 'Sofitedip', 'Silver Films']","['Italian', 'English', 'French']",6,4,0,1961
11. The Exiles,https://www.imdb.com/title/tt0054861/?ref_=sr_t_11,1961,1h 12m,Not Rated,6.6,1.5K,Follows a family of Native Americans living in the City of Angels.,539.0,30945.0,30945.0,8448.0,['Kent Mackenzie'],['Kent Mackenzie'],"['Yvonne Williams', 'Homer Nish', 'Tom Reynolds']",['Drama'],['United States'],"['6914 1/2 S Main St #312, Los Angeles, CA 90003, USA']",[],['English'],0,0,0,1961
12. Il posto,https://www.imdb.com/title/tt0055320/?ref_=sr_t_12,1961,1h 33m,Not Rated,7.9,7.1K,"Bursting with big dreams and plans, an Italian teen goes to Milan to work in a big impersonal corporate office, where he becomes disillusioned and drained of all his individualism.",55000.0,9080.0,9080.0,2581.0,['Ermanno Olmi'],"['Ettore Lombardo', 'Ermanno Olmi']","['Sandro Panseri', 'Loredana Detto', 'Corrado Aprile']",['Drama'],['Italy'],"['Meda, Milan, Lombardia, Italy']","['24 Horses', 'Titanus']",['Italian'],6,4,0,1961
13. Judgment at Nuremberg,https://www.imdb.com/title/tt0055031/?ref_=sr_t_13,1961,2h 59m,Approved,8.3,90K,"Fictionalized depiction of the 1947 Judges' Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",3000000.0,12180.0,,,['Stanley Kramer'],"['Abby Mann', 'Montgomery Clift', 'Charles Dorat']","['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark']","['Legal Drama', 'Drama', 'War']",['United States'],"['former Reichsparteitag area, Nuremberg, Bavaria, Germany']",['Roxlom Films Inc.'],"['English', 'German']",16,26,2,1961
