Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. One Hundred and One Dalmatians,https://www.imdb.com/title/tt0055254/?ref_=sr_t_1,1961,1h 19m,G,7.3,188K,"When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement."
2. West Side Story,https://www.imdb.com/title/tt0055614/?ref_=sr_t_2,1961,2h 33m,Approved,7.6,124K,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
3. Seong Chun-hyang,https://www.imdb.com/title/tt0390466/?ref_=sr_t_3,1961,2h,,6.2,78,"Chun-hyang, the only daughter of an old gisaeng named Wolmae, falls in love with Lee Mong-nyong and promises to marry him. But Lee leaves for Seoul with his father who's an aristocrat, and the new governor, Byeon Hakdo, covets Chun-hyang because she is the most beautiful girl in town. When Chun-hyang rejects his order to serve him at night, Governor Byeon sends her to jail. In the mean time, Lee passes the state exam and becomes a special undercover agent of the king. He comes back to where Chun-hyang lives to save her and punishes Governor Byeon."
4. Last Year at Marienbad,https://www.imdb.com/title/tt0054632/?ref_=sr_t_4,1961,1h 34m,Not Rated,7.6,26K,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before."
5. A Woman Is a Woman,https://www.imdb.com/title/tt0055572/?ref_=sr_t_5,1961,1h 24m,Not Rated,7.3,20K,A stripper who's desperate to become a mother accepts her reluctant boyfriend's suggestion that she be impregnated by his best friend.
6. Lola,https://www.imdb.com/title/tt0055093/?ref_=sr_t_6,1961,1h 30m,Not Rated,7.4,8K,"A bored young man meets with his former girlfriend, now a cabaret dancer and single mother, and soon finds himself falling back in love with her."
"7. Léon Morin, Priest",https://www.imdb.com/title/tt0055082/?ref_=sr_t_7,1961,1h 57m,Not Rated,7.5,5.9K,"Set during occupied France, a faithless woman finds herself falling in love with a young priest."
8. A Difficult Life,https://www.imdb.com/title/tt0055602/?ref_=sr_t_8,1961,1h 58m,Not Rated,8.0,2.3K,"Silvio refuses to fight for the fascists and joins the resistance with Elena. After the war, his vitriolic newspaper articles cause him to be sentenced to imprisonment."
9. Yojimbo,https://www.imdb.com/title/tt0055630/?ref_=sr_t_9,1961,1h 50m,Not Rated,8.2,136K,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
10. La Notte,https://www.imdb.com/title/tt0054130/?ref_=sr_t_10,1961,2h 2m,Not Rated,7.9,25K,A day in the life of an unfaithful married couple and their steadily deteriorating relationship.
