Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Jungle Book,https://www.imdb.com/title/tt0061852/?ref_=sr_t_1,1967,1h 18m,Approved,7.6,205K,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
2. The Graduate,https://www.imdb.com/title/tt0061722/?ref_=sr_t_2,1967,1h 46m,PG,8.0,295K,A disillusioned college graduate finds himself torn between his older lover and her daughter.
3. Guess Who's Coming to Dinner,https://www.imdb.com/title/tt0061735/?ref_=sr_t_3,1967,1h 48m,Approved,7.8,51K,A White couple's attitudes are challenged when their daughter introduces them to her Black fiancé.
4. You Only Live Twice,https://www.imdb.com/title/tt0062512/?ref_=sr_t_4,1967,1h 57m,PG,6.8,121K,"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States."
5. Belle de Jour,https://www.imdb.com/title/tt0061395/?ref_=sr_t_5,1967,1h 40m,Approved,7.6,51K,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
6. The Producers,https://www.imdb.com/title/tt0063462/?ref_=sr_t_6,1967,1h 28m,PG,7.5,62K,A stage-play producer devises a plan to make money by producing a sure-fire flop.
7. Le Samouraï,https://www.imdb.com/title/tt0062229/?ref_=sr_t_7,1967,1h 41m,GP,8.0,62K,"After professional hitman Jef Costello is seen by witnesses, his efforts to provide himself an alibi drive him further into a corner."
8. 2 or 3 Things I Know About Her,https://www.imdb.com/title/tt0060304/?ref_=sr_t_8,1967,1h 27m,Not Rated,6.5,8.9K,"A day in the life of a Parisian housewife/prostitute, interspersed with musings on the Vietnam War and other contemporary issues."
9. The Young Girls of Rochefort,https://www.imdb.com/title/tt0062873/?ref_=sr_t_9,1967,2h 5m,G,7.7,13K,"Two sisters leave their small seaside town of Rochefort in search of romance. Hired as carnival singers, one falls for an American musician, while the other must search for her ideal partner."
10. The Two of Us,https://www.imdb.com/title/tt0063771/?ref_=sr_t_10,1967,1h 26m,Not Rated,7.6,2.6K,"In German-occupied France, a Jewish child is sent away from his family and conceals his religious affiliation from the anti-Semitic elderly man that takes care of him."
11. The Chinese,https://www.imdb.com/title/tt0061473/?ref_=sr_t_11,1967,1h 35m,Not Rated,6.9,8.6K,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism."
12. Accident,https://www.imdb.com/title/tt0061328/?ref_=sr_t_12,1967,1h 45m,Not Rated,6.8,5.1K,"A beautiful Austrian coed attending Oxford University is betrothed to a fellow student, but she ends up getting involved with two unhappily married professors instead."
13. Far from Vietnam,https://www.imdb.com/title/tt0061913/?ref_=sr_t_13,1967,2h,Not Rated,7.3,919,"In seven different segments, Godard, Klein, Lelouch, Marker, Resnais, and Varda show their sympathy and support for the North Vietnamese army during the Vietnam War."
14. A Man Vanishes,https://www.imdb.com/title/tt0062043/?ref_=sr_t_14,1967,2h 10m,,7.1,862,"Plastics salesman Oshima disappeared without a word to anyone, and has been missing for two years. Shohei Imamura and his crew follow Oshima's fiancé Yoshie and actor Shigeru Tsuyuguchi as they investigate the disappearance."
15. In the Heat of the Night,https://www.imdb.com/title/tt0061811/?ref_=sr_t_15,1967,1h 50m,Approved,7.9,86K,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
16. Bonnie and Clyde,https://www.imdb.com/title/tt0061418/?ref_=sr_t_16,1967,1h 51m,R,7.7,124K,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
17. Cool Hand Luke,https://www.imdb.com/title/tt0061512/?ref_=sr_t_17,1967,2h 7m,Approved,8.0,193K,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform."
18. Casino Royale,https://www.imdb.com/title/tt0061452/?ref_=sr_t_18,1967,2h 11m,Approved,5.0,33K,"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH."
19. The Dirty Dozen,https://www.imdb.com/title/tt0061578/?ref_=sr_t_19,1967,2h 30m,Approved,7.7,81K,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
20. Valley of the Dolls,https://www.imdb.com/title/tt0062430/?ref_=sr_t_20,1967,2h 3m,PG-13,6.0,10K,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.
21. Berserk,https://www.imdb.com/title/tt0061398/?ref_=sr_t_21,1967,1h 36m,Approved,5.4,2.8K,A scheming circus owner finds her authority challenged when a vicious killer targets the show.
22. Quatermass and the Pit,https://www.imdb.com/title/tt0062168/?ref_=sr_t_22,1967,1h 37m,Approved,7.0,12K,"A mysterious artifact is unearthed in London, and famous scientist Bernard Quatermass is called in to divine its origins and explain its strange effects on people."
23. In Cold Blood,https://www.imdb.com/title/tt0061809/?ref_=sr_t_23,1967,2h 14m,R,7.9,30K,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
24. Playtime,https://www.imdb.com/title/tt0062136/?ref_=sr_t_24,1967,2h 35m,Not Rated,7.8,27K,"Monsieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction."
"25. To Sir, with Love",https://www.imdb.com/title/tt0062376/?ref_=sr_t_25,1967,1h 45m,Approved,7.6,21K,Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London's East End.
26. Wait Until Dark,https://www.imdb.com/title/tt0062467/?ref_=sr_t_26,1967,1h 48m,Approved,7.7,35K,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
27. The Honey Pot,https://www.imdb.com/title/tt0061780/?ref_=sr_t_27,1967,2h 30m,Approved,6.7,3.1K,"In Venice, a millionaire hires an actor to help him prank three greedy ex-girlfriends into thinking he's dying and leaving his fortune to one of them."
28. Barefoot in the Park,https://www.imdb.com/title/tt0061385/?ref_=sr_t_28,1967,1h 46m,G,7.0,21K,Conservative young lawyer Paul Bratter marries the vivacious Corie Banks. Their highly passionate relationship descends into discord when they rent their first apartment - a rundown five-flight NYC walk-up with eccentric neighbors.
29. The Fearless Vampire Killers,https://www.imdb.com/title/tt0061655/?ref_=sr_t_29,1967,1h 31m,Approved,7.0,35K,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress."
30. Bob Dylan: Dont Look Back,https://www.imdb.com/title/tt0061589/?ref_=sr_t_30,1967,1h 36m,Not Rated,7.9,10K,"Documentary covering Bob Dylan's 1965 tour of England, which includes appearances by Joan Baez and Donovan."
31. Viy,https://www.imdb.com/title/tt0062453/?ref_=sr_t_31,1967,1h 17m,Not Rated,7.2,10K,A young priest is ordered to preside over the wake of witch in a small old wooden church of a remote village. This means spending three nights alone with the corpse with only his faith to protect him.
32. Point Blank,https://www.imdb.com/title/tt0062138/?ref_=sr_t_32,1967,1h 32m,Approved,7.3,24K,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the money that was stolen from him."
33. Hombre,https://www.imdb.com/title/tt0061770/?ref_=sr_t_33,1967,1h 51m,Approved,7.4,14K,"John Russell, disdained by his ""respectable"" fellow stagecoach passengers because he was raised by Apaches becomes their only hope for survival when they are set upon by outlaws."
34. The War Wagon,https://www.imdb.com/title/tt0062472/?ref_=sr_t_34,1967,1h 41m,Unrated,6.8,11K,"The story of a man who was shot, robbed and imprisoned who returns to steal a large gold shipment from the man who wronged him. The gold is transported in an armored stage coach, the War Wagon."
35. Rough Night in Jericho,https://www.imdb.com/title/tt0062218/?ref_=sr_t_35,1967,1h 44m,Approved,6.4,1.6K,A former deputy and a strong-willed widow are determined to stop a ruthless town boss.
36. Thoroughly Modern Millie,https://www.imdb.com/title/tt0062362/?ref_=sr_t_36,1967,2h 18m,G,6.9,7.3K,"In New York City during the Roaring Twenties, would-be flapper Millie Dillmount's self-appointed mission to marry her boss is complicated by white slavers and true love."
37. Camelot,https://www.imdb.com/title/tt0061439/?ref_=sr_t_37,1967,2h 59m,G,6.6,7.7K,"The story of the marriage of England's King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere's growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his ""round table"" of knights."
38. This Night I'll Possess Your Corpse,https://www.imdb.com/title/tt0060380/?ref_=sr_t_38,1967,1h 48m,,7.0,2.3K,"After the events of the previous film, Coffin Joe continues to seek a maiden to give him a son. With the help of servant Bruno, he kidnaps six girls from a village. Which one of them will pass his trials of fear?"
39. The Born Losers,https://www.imdb.com/title/tt0061420/?ref_=sr_t_39,1967,1h 53m,PG,5.9,2.9K,Billy Jack battles a motorcycle gang in a small California beach town.
40. Two for the Road,https://www.imdb.com/title/tt0062407/?ref_=sr_t_40,1967,1h 51m,Approved,7.4,15K,A couple in the south of France non-sequentially spin down the highways of infidelity in their troubled ten-year marriage.
41. Mission Stardust,https://www.imdb.com/title/tt0063859/?ref_=sr_t_41,1967,1h 35m,G,4.2,933,A team of astronauts is sent to the moon to rescue an alien who is seeking help to save her dying race. They are attacked by a force of bandit robots and discover that enemy spies are out to kill the alien.
"42. Spider Baby or, The Maddest Story Ever Told",https://www.imdb.com/title/tt0058606/?ref_=sr_t_42,1967,1h 21m,Not Rated,6.8,8.2K,A caretaker devotes himself to three demented siblings after their father's death.
43. Doctor Dolittle,https://www.imdb.com/title/tt0061584/?ref_=sr_t_43,1967,2h 32m,G,6.2,11K,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail."
44. The Ambushers,https://www.imdb.com/title/tt0062657/?ref_=sr_t_44,1967,1h 42m,Not Rated,5.3,2.4K,Secret agent Matt Helm must battle foreign spies and a rogue nation's exiled ruler in order to recover a hijacked U.S. government experimental flying saucer.
45. Far from the Madding Crowd,https://www.imdb.com/title/tt0061648/?ref_=sr_t_45,1967,2h 48m,GP,7.2,6.5K,"Bathsheba Everdene, a willful, flirtatious young woman, unexpectedly inherits a large farm and is romantically pursued by three very different men."
46. I Am Curious (Yellow),https://www.imdb.com/title/tt0061834/?ref_=sr_t_46,1967,2h 1m,X,6.0,4.4K,"Told in a quasi-documentary style, this companion piece to I Am Curious (Blue) (1968) deals with topics such as class society, non-violent resistance, sex, relationships, and tourism to Francoist Spain."
47. Bedazzled,https://www.imdb.com/title/tt0061391/?ref_=sr_t_47,1967,1h 43m,Approved,6.7,10K,"A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams."
48. Billion Dollar Brain,https://www.imdb.com/title/tt0061405/?ref_=sr_t_48,1967,1h 51m,Approved,5.9,6.3K,British spy-turned-detective Harry Palmer stumbles upon an oil tycoon's plot to overthrow Communism using a supercomputer.
49. Who's That Knocking at My Door,https://www.imdb.com/title/tt0063803/?ref_=sr_t_49,1967,1h 30m,R,6.5,10K,A young man can't accept the girl he likes because of her bitter past.
50. The Taming of The Shrew,https://www.imdb.com/title/tt0061407/?ref_=sr_t_50,1967,2h 2m,Approved,7.1,9K,"Brutish, fortune-hunting scoundrel Petruchio tames his wealthy, shrewish wife, Katharina."
51. The Firemen's Ball,https://www.imdb.com/title/tt0061781/?ref_=sr_t_51,1967,1h 13m,Not Rated,7.4,13K,"A volunteer fire department throws a party for their former boss with the whole town invited, but nothing goes as planned."
52. The Torture Chamber of Dr. Sadism,https://www.imdb.com/title/tt0062235/?ref_=sr_t_52,1967,1h 24m,M,5.8,2.8K,"A resurrected count who killed 12 virgins for immortality hunts the daughter of his 13th intended victim and the son of the prosecutor who condemned him, seeking vengeance."
53. In Like Flint,https://www.imdb.com/title/tt0061810/?ref_=sr_t_53,1967,1h 54m,Approved,6.1,6.3K,Super-spy Flint takes on a cabal of women plotting to rule the world.
54. Clambake,https://www.imdb.com/title/tt0061489/?ref_=sr_t_54,1967,1h 39m,TV-G,5.6,3.4K,The heir to an oil fortune trades places with a water-ski instructor at a Florida hotel to see if girls will like him for himself rather than for his father's money.
55. The St. Valentine's Day Massacre,https://www.imdb.com/title/tt0062301/?ref_=sr_t_55,1967,1h 40m,Approved,6.6,5K,Al Capone's Valentine's Day surprise for the rival Bugs Moran gang in 1929 Chicago.
56. Titicut Follies,https://www.imdb.com/title/tt0062374/?ref_=sr_t_56,1967,1h 24m,Unrated,7.7,5.3K,"Documentary filmmaker Frederick Wiseman takes us inside the Massachusetts Correctional Institution Bridgewater, where people stay trapped in their madness."
57. Samurai Rebellion,https://www.imdb.com/title/tt0061847/?ref_=sr_t_57,1967,2h 8m,Not Rated,8.3,15K,"The mother of a feudal lord's only heir is kidnapped away from her husband by the lord. The husband and his samurai father must decide whether to accept the unjust decision, or risk death to get her back."
58. Branded to Kill,https://www.imdb.com/title/tt0061882/?ref_=sr_t_58,1967,1h 31m,Not Rated,7.2,11K,"After a botched assignment, a rice-fetishizing hitman finds himself in conflict with his organization, and one mysterious, dangerous fellow-hitman in particular."
59. Marketa Lazarová,https://www.imdb.com/title/tt0063278/?ref_=sr_t_59,1967,2h 42m,Not Rated,7.9,6.3K,A grim portrayal of the shift from Paganism to Christianity in medieval central Europe - as a young virgin promised to God is kidnapped and raped by a marauder who her religious father seeks to kill in return.
60. The Collector,https://www.imdb.com/title/tt0061495/?ref_=sr_t_60,1967,1h 26m,Not Rated,7.3,10K,"A womanizing art dealer and a painter find the serenity of their Riviera vacation disturbed by a third guest, a vivacious bohemian woman known for her long list of male conquests."
61. Death Rides a Horse,https://www.imdb.com/title/tt0064208/?ref_=sr_t_61,1967,1h 54m,R,7.0,10K,"A young gunfighter bent on killing the four bandits who raped and murdered his family crosses paths with a former outlaw, who hopes to extort the same men in revenge for getting him jailed."
62. I'll Never Forget What's'isname,https://www.imdb.com/title/tt0061801/?ref_=sr_t_62,1967,1h 37m,,6.2,1.1K,The professional and romantic misadventures of an advertising executive in 1960s swinging London.
63. A Guide for the Married Man,https://www.imdb.com/title/tt0061736/?ref_=sr_t_63,1967,1h 29m,PG,6.6,3K,Neighborhood Lothario Ed Stander gives his married friend Paul Manning a series of lessons on how to cheat on his wife without being caught. These lessons are illustrated by several Hollywood movie stars serving as technical advisers.
64. Oedipus Rex,https://www.imdb.com/title/tt0061613/?ref_=sr_t_64,1967,1h 44m,Not Rated,7.2,7.1K,"Rescued from abandonment and raised by the King and Queen, Oedipus is still haunted by a prophecy--he'll murder his father and marry his mother."
65. The Flim-Flam Man,https://www.imdb.com/title/tt0061678/?ref_=sr_t_65,1967,1h 44m,Approved,6.8,2.6K,A rural con artist and an army deserter cheat the townsfolk and are aided by a rich gal who shields the fleeing duo from the wrath of the pursuing sheriff.
66. Deadlier Than the Male,https://www.imdb.com/title/tt0060288/?ref_=sr_t_66,1967,1h 38m,Approved,6.3,2.1K,British agent Bulldog Drummond is assigned to stop a master criminal who uses beautiful women to do his killings.
67. Weekend,https://www.imdb.com/title/tt0062480/?ref_=sr_t_67,1967,1h 45m,Not Rated,6.9,16K,A surreal tale of a married couple going on a road trip to visit the wife's parents with the intention of killing them for the inheritance.
68. The Stranger,https://www.imdb.com/title/tt0062310/?ref_=sr_t_68,1967,1h 44m,,7.1,3.3K,A man faces a trial for murder. The court is biased because of his personal qualities.
69. Will Penny,https://www.imdb.com/title/tt0063811/?ref_=sr_t_69,1967,1h 48m,Approved,7.1,5.4K,Aging cowboy Will Penny gets a line camp job on a large cattle spread and finds his isolated cabin is already occupied by an abandoned woman traveler and her young son.
70. The Incident,https://www.imdb.com/title/tt0061814/?ref_=sr_t_70,1967,1h 47m,Approved,7.6,5.1K,"Late one night, two young toughs hold hostage the passengers in one car of a New York subway train."
71. Divorce American Style,https://www.imdb.com/title/tt0061581/?ref_=sr_t_71,1967,1h 49m,Approved,6.3,2K,Dick Van Dyke and Debbie Reynolds star as a suburban couple who learn that not even divorce can solve all their problems.
72. Five Golden Dragons,https://www.imdb.com/title/tt0061670/?ref_=sr_t_72,1967,1h 33m,Not Rated,4.9,582,A naive young American playboy in Hong Kong finds himself caught up in the middle of an international crime.
73. A Countess from Hong Kong,https://www.imdb.com/title/tt0061523/?ref_=sr_t_73,1967,2h,G,6.0,7.2K,"In Hong Kong, an ambassador returning to America meets a Russian countess, a refugee without a passport, who decides to hide in his cabin."
74. Reflections in a Golden Eye,https://www.imdb.com/title/tt0062185/?ref_=sr_t_74,1967,1h 48m,Approved,6.7,8.4K,"Bizarre tale of sex, betrayal, and perversion at a military post."
75. Hour of the Gun,https://www.imdb.com/title/tt0061787/?ref_=sr_t_75,1967,1h 40m,Approved,6.6,4.9K,"Marshal Wyatt Earp kills a couple of men of the Clanton gang in a fight. In revenge, Clanton's thugs kill the Marshal's brother. Thus, Wyatt starts to chase the killers together with his friend Doc Holliday."
76. The Big Gundown,https://www.imdb.com/title/tt0063501/?ref_=sr_t_76,1967,1h 50m,R,7.4,7.4K,"A veteran bounty hunter and would-be senator is tasked by a railroad baron with hunting down a crafty, knife-wielding Mexican peasant accused of the rape-and-murder of a young girl."
77. The Gnome-Mobile,https://www.imdb.com/title/tt0061715/?ref_=sr_t_77,1967,1h 24m,G,6.4,2.5K,"In the Redwood Forests of California, a multi-millionaire lumberman and his two young grandchildren encounter two gnomes who are supposedly the last of their kind."
78. The Trip,https://www.imdb.com/title/tt0062395/?ref_=sr_t_78,1967,1h 22m,Approved,6.1,5.6K,"A disillusioned TV-commercial director is guided by his friend through an LSD trip, during which he evaluates his identity and his relationships with women."
79. The Happiest Millionaire,https://www.imdb.com/title/tt0061749/?ref_=sr_t_79,1967,2h 21m,G,6.5,2.5K,"Clever yet hapless new butler John Lawless manages a Philadelphia household for quirky and joyful millionaire Anthony Drexel Biddle, his unflappable wife, Cordelia, and their spitfire daughter, Cordy."
80. I Am What I Am,https://www.imdb.com/title/tt0061493/?ref_=sr_t_80,1967,1h 44m,X,5.5,927,"Bernard meets Jane in a night club, in London, and he likes her. Her father was killed in a car accident, but she thinks he has been killed because he was blackmailed for a picture of his second wife, Jane's mother in-law. In the same night club Bernard finds the blackmailer corpse and Jane near him, but he believes she is innocent. So they run away followed by the police and a dwarf, the blackmailer's men, who believe Bernard killed their boss. They believe that Jerome, Jane's brother, can help them to solve the case. But she doesn't know where he is, or so she says. Corpse after corpse, Bernard will find out the truth. But will the truth help him?"
81. The Deadly Affair,https://www.imdb.com/title/tt0061556/?ref_=sr_t_81,1967,1h 47m,Approved,6.7,4.4K,A British agent sets out to uncover the hidden facts behind a British government employee's suicide.
82. Mouchette,https://www.imdb.com/title/tt0061996/?ref_=sr_t_82,1967,1h 21m,Not Rated,7.7,13K,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.
83. How to Succeed in Business Without Really Trying,https://www.imdb.com/title/tt0061791/?ref_=sr_t_83,1967,2h 1m,Approved,7.2,5.3K,"Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder."
84. Day of Anger,https://www.imdb.com/title/tt0061709/?ref_=sr_t_84,1967,1h 51m,M,7.0,5.9K,"A scruffy garbage boy becomes the pupil of a famed gunfighter, and the stage for confrontation is set when the gunman overruns the boy's town through violence and corruption."
85. The Night of the Generals,https://www.imdb.com/title/tt0062038/?ref_=sr_t_85,1967,2h 28m,PG,7.2,9.1K,"In 1942, a Polish prostitute and German Agent is murdered in Warsaw. Suspicion falls on three Generals, and Major Grau of German Intelligence seeks justice which ends up taking decades."
86. God Forgives... I Don't!,https://www.imdb.com/title/tt0061576/?ref_=sr_t_86,1967,1h 37m,PG-13,6.2,5.7K,"After a train is robbed of its payroll, an insurance agent and a card-shark team up to retrieve the loot from the bandits who guard it at a secret location near the Mexican border."
87. The Way West,https://www.imdb.com/title/tt0062479/?ref_=sr_t_87,1967,2h 2m,Approved,6.2,3.8K,"In 1843, a former U.S. Senator leads a wagon train of settlers to Oregon, but his megalomania leads to growing dissatisfaction with his leadership."
88. Elvira Madigan,https://www.imdb.com/title/tt0061620/?ref_=sr_t_88,1967,1h 31m,PG,7.0,3.4K,"The Danish tightrope dancer Elvira Madigan meets Lieutenant Sixten Sparre, a Swedish officer who is married and has two children. They both decide to run away."
89. Prehistoric Women,https://www.imdb.com/title/tt0062150/?ref_=sr_t_89,1967,1h 31m,Approved,4.5,1.4K,"Jungle guide David is kidnapped by a tribe of natives who want to sacrifice him to their white rhino god. Just as he is about to be killed, however, he is thrown backwards in time to a kingdom of brunette women and their blonde slaves."
90. Son of Godzilla,https://www.imdb.com/title/tt0061856/?ref_=sr_t_90,1967,1h 24m,PG,5.2,6.3K,"A reporter stumbles upon weather experiments on a tropical island, discovering giant mantises, a castaway woman, and an infant monster that Godzilla must adopt as his own."
91. The Terrornauts,https://www.imdb.com/title/tt0062355/?ref_=sr_t_91,1967,1h 15m,,4.8,705,A group of scientists are kidnapped and taken into outer space aboard a saucer.
92. The Corrupt Ones,https://www.imdb.com/title/tt0061800/?ref_=sr_t_92,1967,1h 33m,,5.7,254,Spy accidentally gets an ancient treasure. Several corrupt groups try to steal it from him.
93. Tony Rome,https://www.imdb.com/title/tt0062380/?ref_=sr_t_93,1967,1h 50m,Not Rated,6.5,3.4K,"Tough Miami P.I. Tony Rome's hired by a millionaire to find jewelry stolen from his daughter. In the search, he has several encounters with local hoods as well as the Miami police."
94. Double Trouble,https://www.imdb.com/title/tt0061595/?ref_=sr_t_94,1967,1h 32m,Approved,5.1,1.9K,"When singer Guy Lambert goes on tour in Europe, he is pursued by two beautiful women, bumbling jewel thieves, and a mysterious killer."
95. The Witches,https://www.imdb.com/title/tt0061037/?ref_=sr_t_95,1967,1h 45m,Not Rated,5.9,2.1K,Five short stories loosely dealing with the roles of women in society.
96. P.J.,https://www.imdb.com/title/tt0063402/?ref_=sr_t_96,1967,1h 49m,Approved,6.4,560,A down-on-his-luck New York private eye takes a bodyguard job for the death-threatened mistress of a shady millionaire and gets involved in conspiracy and murder.
97. Carry on Doctor,https://www.imdb.com/title/tt0061450/?ref_=sr_t_97,1967,1h 34m,PG,6.5,4.3K,"Dr Kilmore is sacked after being discovered in a compromising position on the roof of the nurses' home. The patients are determined not to lose him, and so take on the might of the ""cutting"" Dr Tinkle and the overpowering Matron."
98. Night of the Big Heat,https://www.imdb.com/title/tt0062037/?ref_=sr_t_98,1967,1h 34m,GP,5.6,2.5K,"While mainland Britain shivers in deepest winter, the northern island of Fara bakes in the nineties."
99. The Red and the White,https://www.imdb.com/title/tt0061537/?ref_=sr_t_99,1967,1h 30m,Not Rated,7.5,4.1K,"During the Russian Civil War, the Red Army - aided by Hungarian Communists - and the White Army fight for control of the area surrounding the Volga."
100. 40 Guns to Apache Pass,https://www.imdb.com/title/tt0060048/?ref_=sr_t_100,1967,1h 35m,Approved,5.7,1.2K,"The Apaches are on the warpath and the Army must defeat them. Murphy's mission is to get a shipment of rifles, but they're stolen by greedy white traders with the help of mutinous soldiers."
