Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=sr_t_1,1965,2h 52m,G,8.1,273K,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,8200000.0,159484051.0,159287539.0,413497.0,['Robert Wise'],"['Georg Hurdalek', 'Howard Lindsay', 'Russel Crouse']","['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']","['Classic Musical', 'Epic', 'Period Drama', 'Biography', 'Drama', 'Family', 'Musical', 'Romance']",['United States'],"['Felsenreitschule, Salzburg, Austria']","['Robert Wise Productions', 'Argyle Enterprises']","['English', 'German']",18,13,5,1965
2. Doctor Zhivago,https://www.imdb.com/title/tt0059113/?ref_=sr_t_2,1965,3h 17m,Approved,7.9,84K,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",11000000.0,111926200.0,111721910.0,,['David Lean'],"['Boris Pasternak', 'Robert Bolt']","['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin']","['Epic', 'Romantic Epic', 'Tragedy', 'Drama', 'Romance', 'War']","['Italy', 'United Kingdom', 'United States']","['Morley Flats, Alberta, Canada']","['Metro-Goldwyn-Mayer (MGM)', 'Carlo Ponti Production', 'Sostar S.A.']","['English', 'Russian', 'French']",21,13,5,1965
3. Thunderball,https://www.imdb.com/title/tt0059800/?ref_=sr_t_3,1965,2h 10m,Approved,6.9,131K,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,9000000.0,63607066.0,63595658.0,,['Terence Young'],"['Richard Maibaum', 'John Hopkins', 'Jack Whittingham']","['Sean Connery', 'Claudine Auger', 'Adolfo Celi']","['Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States']","['Sullivan Residence, Rock Point, Love Beach, off West Bay Street, North Shore, New Providence Island, Bahamas']",['Eon Productions'],"['English', 'French']",5,5,1,1965
4. For a Few Dollars More,https://www.imdb.com/title/tt0059578/?ref_=sr_t_4,1965,2h 12m,R,8.2,285K,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,600000.0,15000000.0,15000000.0,,['Sergio Leone'],"['Sergio Leone', 'Fulvio Morsella', 'Luciano Vincenzoni']","['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volontè']","['One-Person Army Action', 'Spaghetti Western', 'Drama', 'Western']","['Italy', 'Spain', 'West Germany']","['Mini Hollywood, Tabernas, Almería, Andalucía, Spain']","['Produzioni Europee Associate (PEA)', 'Arturo González Producciones Cinematográficas', 'Constantin Film']","['English', 'Italian']",0,3,0,1965
5. War and Peace,https://www.imdb.com/title/tt0063794/?ref_=sr_t_5,1965,6h 33m,GP,8.3,8.8K,The Russian aristocracy prepares for the French invasion on the eve of 1812.,8000000.0,149485.0,148503.0,22976.0,['Sergey Bondarchuk'],"['Sergey Bondarchuk', 'Vasiliy Solovyov', 'Lev Tolstoy']","['Lyudmila Saveleva', 'Vyacheslav Tikhonov', 'Sergey Bondarchuk']","['Epic', 'Period Drama', 'War Epic', 'Drama', 'Romance', 'War']",['Soviet Union'],"['Borodino, Moskovskaya oblast, Russia']",['Mosfilm'],"['Russian', 'German', 'French']",5,3,1,1965
6. Chimes at Midnight,https://www.imdb.com/title/tt0059012/?ref_=sr_t_6,1965,1h 55m,Not Rated,7.6,11K,"When King Henry IV ascends to the throne, his heir, the Prince of Wales, is befriended by Sir John Falstaff, an old, overweight, fun-loving habitual liar. Through Falstaff's eyes we see the reign of King Henry IV and the rise of Henry V.",800000.0,126724.0,126724.0,13630.0,['Orson Welles'],"['William Shakespeare', 'Raphael Holinshed', 'Orson Welles']","['Orson Welles', 'Jeanne Moreau', 'Margaret Rutherford']","['Comedy', 'Drama', 'History', 'War']","['Spain', 'Switzerland', 'France']","['Pedraza, Segovia, Castilla y León, Spain']","['Internacional Films', 'Alpine Films']",['English'],3,2,0,1965
7. Pierrot le Fou,https://www.imdb.com/title/tt0059592/?ref_=sr_t_7,1965,1h 50m,PG-13,7.4,38K,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",300000.0,148564.0,87011.0,7254.0,['Jean-Luc Godard'],"['Rémo Forlani', 'Jean-Luc Godard', 'Lionel White']","['Jean-Paul Belmondo', 'Anna Karina', 'Graziella Galvani']","['Crime', 'Drama', 'Romance']","['France', 'Italy']","[""L'Aygade, Hyères, Var, France""]","['Films Georges de Beauregard', 'Rome Paris Films', 'Société Nouvelle de Cinématographie (SNC)']","['French', 'English', 'Italian']",2,2,0,1965
8. Alphaville,https://www.imdb.com/title/tt0058898/?ref_=sr_t_8,1965,1h 39m,Not Rated,7.0,29K,An agent wrecks the main computer on another planet.,220000.0,66076.0,47696.0,7298.0,['Jean-Luc Godard'],"['Jean-Luc Godard', 'Paul Éluard']","['Eddie Constantine', 'Anna Karina', 'Akim Tamiroff']","['Hard-boiled Detective', 'Satire', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","['France', 'Italy']","['Esso tower, La Défense, Hauts-de-Seine, France']","['André Michelin Productions', 'Filmstudio', 'Chaumiane']","['French', 'English', 'Spanish']",0,0,0,1965
9. Red Beard,https://www.imdb.com/title/tt0058888/?ref_=sr_t_9,1965,3h 5m,Not Rated,8.3,22K,"In 19th-century Japan, a rough-tempered yet charitable town doctor trains a young intern.",,51451.0,46808.0,15942.0,['Akira Kurosawa'],"['Masato Ide', 'Hideo Oguni', 'Ryûzô Kikushima']","['Toshirô Mifune', 'Yûzô Kayama', 'Tsutomu Yamazaki']","['Medical Drama', 'Drama']",['Japan'],"['Toho Studios, Tokyo, Japan']","['Kurosawa Production Co.', 'Toho']",['Japanese'],11,2,0,1965
10. Major Dundee,https://www.imdb.com/title/tt0059418/?ref_=sr_t_10,1965,2h 3m,Approved,6.7,9.1K,"In 1864, due to frequent Apache raids from Mexico into the U.S., a Union officer decides to illegally cross the border and destroy the Apache, using a mixed army of Union troops, Confederate POWs, civilian mercenaries, and scouts.",3800000.0,20807.0,20807.0,3520.0,['Sam Peckinpah'],"['Harry Julian Fink', 'Oscar Saul', 'Sam Peckinpah']","['Charlton Heston', 'Richard Harris', 'Jim Hutton']","['Adventure', 'Drama', 'War', 'Western']",['United States'],"['El Saltito waterfall, Nombre de Dios, Durango, Mexico']",['Jerry Bresler Productions'],"['English', 'French', 'Spanish']",0,0,0,1965
