Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Rocky,https://www.imdb.com/title/tt0075148/?ref_=sr_t_1,1976,2h,PG,8.1,653K,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,960000.0,117253345.0,117235147.0,,['John G. Avildsen'],['Sylvester Stallone'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young']","['Boxing', 'Drama', 'Sport']",['United States'],"['1818 East Tusculum Street, Kensington, North Philadelphia, Pennsylvania, USA']",['Chartoff-Winkler Productions'],"['English', 'Spanish', 'Italian']",22,23,3,1976
2. A Star Is Born,https://www.imdb.com/title/tt0075265/?ref_=sr_t_2,1976,2h 19m,R,6.1,14K,"Has-been singing idol John Norman Howard falls in love with young, up-and-coming songstress Esther Hoffman in Frank Pierson's version of the classic love story updated to the rock and roll era.",6000000.0,80000115.0,80000000.0,,['Frank Pierson'],"['John Gregory Dunne', 'Joan Didion', 'Frank Pierson']","['Barbra Streisand', 'Kris Kristofferson', 'Gary Busey']","['Drama', 'Music', 'Romance']",['United States'],"['Empire Ranch, Sonoita, Arizona, USA']","['Barwood Films', 'First Artists']",['English'],7,7,1,1976
3. All the President's Men,https://www.imdb.com/title/tt0074119/?ref_=sr_t_3,1976,2h 18m,PG,7.9,130K,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",8500000.0,70601199.0,70600000.0,,['Alan J. Pakula'],"['Carl Bernstein', 'Bob Woodward', 'William Goldman']","['Dustin Hoffman', 'Robert Redford', 'Jack Warden']","['Conspiracy Thriller', 'Political Drama', 'Political Thriller', 'Workplace Drama', 'Drama', 'History', 'Thriller']",['United States'],"['Parking garage, ABC Entertainment Center - 2040 Avenue of the Stars, Century City, Los Angeles, California, USA']",['Wildwood Enterprises'],"['English', 'Spanish']",17,23,4,1976
4. The Omen,https://www.imdb.com/title/tt0075005/?ref_=sr_t_4,1976,1h 51m,R,7.5,140K,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,2800000.0,60922980.0,60922980.0,4273886.0,['Richard Donner'],"['David Seltzer', 'Harvey Bernhard']","['Gregory Peck', 'Lee Remick', 'Harvey Stephens']","['Supernatural Horror', 'Horror', 'Mystery']","['United Kingdom', 'United States']","['Guildford Cathedral, Guildford, Surrey, England, UK']","['Twentieth Century Fox', 'Harvey Bernhard Productions', 'Mace Neufeld Productions']","['English', 'Latin', 'Italian']",6,9,1,1976
5. King Kong,https://www.imdb.com/title/tt0074751/?ref_=sr_t_5,1976,2h 14m,PG,6.0,37K,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.,24000000.0,52614445.0,52614445.0,7023921.0,['John Guillermin'],"['James Ashmore Creelman', 'Ruth Rose', 'Merian C. Cooper']","['Jeff Bridges', 'Charles Grodin', 'Jessica Lange']","['Dinosaur Adventure', 'Globetrotting Adventure', 'Jungle Adventure', 'Monster Horror', 'Urban Adventure', 'Adventure', 'Horror']",['United States'],"[""Kaua'i, Hawaii, USA""]",['Dino De Laurentiis Company'],['English'],5,3,2,1976
6. Silver Streak,https://www.imdb.com/title/tt0075223/?ref_=sr_t_6,1976,1h 54m,PG,6.9,22K,"On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train.",6500000.0,51079064.0,51079064.0,,['Arthur Hiller'],['Colin Higgins'],"['Gene Wilder', 'Richard Pryor', 'Jill Clayburgh']","['Buddy Comedy', 'Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",['United States'],"['Calgary, Alberta, Canada']","['Frank Yablans Presentations', 'Miller-Milkis Productions', 'Twentieth Century Fox']",['English'],0,4,1,1976
7. The Enforcer,https://www.imdb.com/title/tt0074483/?ref_=sr_t_7,1976,1h 36m,R,6.7,51K,"Inspector ""Dirty"" Harry Callahan reluctantly teams up with rookie Inspector Kate Moore to foil a terrorist organization made up of disgruntled Vietnam veterans.",9000000.0,46236000.0,46236000.0,,['James Fargo'],"['Harry Julian Fink', 'Rita M. Fink', 'Stirling Silliphant']","['Clint Eastwood', 'Tyne Daly', 'Harry Guardino']","['Action', 'Crime', 'Thriller']",['United States'],"['Alcatraz Island, San Francisco Bay, California, USA']","['Warner Bros.', 'The Malpaso Company']",['English'],0,2,0,1976
8. Silent Movie,https://www.imdb.com/title/tt0075222/?ref_=sr_t_8,1976,1h 27m,PG,6.7,19K,A film director and his strange friends struggle to produce the first major silent feature film in forty years.,4400000.0,36145695.0,36145695.0,,['Mel Brooks'],"['Mel Brooks', 'Ron Clark', 'Rudy De Luca']","['Mel Brooks', 'Marty Feldman', 'Dom DeLuise']","['Dark Comedy', 'Parody', 'Slapstick', 'Comedy']",['United States'],"['Beverly Hills, California, USA']",['Crossbow Productions'],['English'],0,6,0,1976
9. The Pink Panther Strikes Again,https://www.imdb.com/title/tt0075066/?ref_=sr_t_9,1976,1h 43m,PG,7.1,33K,"After escaping from an insane asylum, the bonkers Charles Dreyfus sends 26 assassins on the trail of the forever bumbling Inspector Clouseau.",6000000.0,33833201.0,33833201.0,,['Blake Edwards'],"['Frank Waldman', 'Blake Edwards']","['Peter Sellers', 'Herbert Lom', 'Lesley-Anne Down']","['Bumbling Detective', 'Farce', 'Slapstick', 'Comedy', 'Crime']","['United Kingdom', 'United States']","['Munich, Bavaria, Germany']",['Amjo Productions'],['English'],2,3,1,1976
10. Carrie,https://www.imdb.com/title/tt0074285/?ref_=sr_t_10,1976,1h 38m,R,7.4,216K,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",1800000.0,33861748.0,33800000.0,,['Brian De Palma'],"['Stephen King', 'Lawrence D. Cohen']","['Sissy Spacek', 'Piper Laurie', 'Amy Irving']","['Supernatural Horror', 'Teen Horror', 'Horror', 'Mystery']",['United States'],"['124 N 7th St, Santa Paula, California, USA']",['Red Bank Films'],['English'],6,9,2,1976
