Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/?ref_=sr_t_1,2001,2h 58m,PG-13,8.9,2.1M,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
2. Harry Potter and the Sorcerer's Stone,https://www.imdb.com/title/tt0241527/?ref_=sr_t_2,2001,2h 32m,PG,7.7,895K,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
"3. Monsters, Inc.",https://www.imdb.com/title/tt0198781/?ref_=sr_t_3,2001,1h 32m,G,8.1,1M,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
4. Shrek,https://www.imdb.com/title/tt0126029/?ref_=sr_t_4,2001,1h 30m,PG,7.9,763K,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
5. Rush Hour 2,https://www.imdb.com/title/tt0266915/?ref_=sr_t_5,2001,1h 30m,PG-13,6.7,247K,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
6. The Mummy Returns,https://www.imdb.com/title/tt0209163/?ref_=sr_t_6,2001,2h 10m,PG-13,6.4,355K,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
7. Pearl Harbor,https://www.imdb.com/title/tt0213149/?ref_=sr_t_7,2001,3h 3m,PG-13,6.2,359K,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.
8. Ocean's Eleven,https://www.imdb.com/title/tt0240772/?ref_=sr_t_8,2001,1h 56m,PG-13,7.7,639K,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event."
9. Jurassic Park III,https://www.imdb.com/title/tt0163025/?ref_=sr_t_9,2001,1h 32m,PG-13,5.9,350K,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."
10. Planet of the Apes,https://www.imdb.com/title/tt0133152/?ref_=sr_t_10,2001,2h,PG-13,5.7,237K,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
11. A Beautiful Mind,https://www.imdb.com/title/tt0268978/?ref_=sr_t_11,2001,2h 15m,PG-13,8.2,1M,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery."
12. Hannibal,https://www.imdb.com/title/tt0212985/?ref_=sr_t_12,2001,2h 11m,R,6.8,302K,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target of revenge from a powerful victim."
13. American Pie 2,https://www.imdb.com/title/tt0252866/?ref_=sr_t_13,2001,1h 48m,R,6.4,277K,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun."
14. The Fast and the Furious,https://www.imdb.com/title/tt0232500/?ref_=sr_t_14,2001,1h 46m,PG-13,6.8,434K,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to end it.
15. Lara Croft: Tomb Raider,https://www.imdb.com/title/tt0146316/?ref_=sr_t_15,2001,1h 40m,PG-13,5.8,224K,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
16. Dr. Dolittle 2,https://www.imdb.com/title/tt0240462/?ref_=sr_t_16,2001,1h 27m,PG,4.7,48K,Dolittle must save a forest and a bear's life.
17. Spy Kids,https://www.imdb.com/title/tt0227538/?ref_=sr_t_17,2001,1h 28m,PG,5.6,131K,"Two kids become spies in attempt to save their ex-spies parents from an evil mastermind. Armed with a bag of high tech gadgets, Carmen and Juni will bravely crisscross the globe on a mission to save their parents and maybe even the world."
18. Black Hawk Down,https://www.imdb.com/title/tt0265086/?ref_=sr_t_18,2001,2h 24m,R,7.7,435K,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis."
19. The Princess Diaries,https://www.imdb.com/title/tt0247638/?ref_=sr_t_19,2001,1h 55m,G,6.4,172K,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
20. Vanilla Sky,https://www.imdb.com/title/tt0259711/?ref_=sr_t_20,2001,2h 16m,R,6.9,292K,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
21. The Others,https://www.imdb.com/title/tt0230600/?ref_=sr_t_21,2001,1h 44m,PG-13,7.6,406K,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
22. Legally Blonde,https://www.imdb.com/title/tt0250494/?ref_=sr_t_22,2001,1h 36m,PG-13,6.5,262K,"Fashionable sorority queen Elle Woods follows her ex-boyfriend to law school, where she discovers that there is more to her than just looks."
23. America's Sweethearts,https://www.imdb.com/title/tt0265029/?ref_=sr_t_23,2001,1h 42m,PG-13,5.7,62K,A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.
24. Cats & Dogs,https://www.imdb.com/title/tt0239395/?ref_=sr_t_24,2001,1h 27m,PG,5.2,64K,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware."
25. Save the Last Dance,https://www.imdb.com/title/tt0206275/?ref_=sr_t_25,2001,1h 52m,PG-13,6.2,67K,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past."
26. Atlantis: The Lost Empire,https://www.imdb.com/title/tt0230011/?ref_=sr_t_26,2001,1h 35m,PG,6.9,140K,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.
27. Jimmy Neutron: Boy Genius,https://www.imdb.com/title/tt0268397/?ref_=sr_t_27,2001,1h 22m,G,6.1,39K,An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.
28. A.I. Artificial Intelligence,https://www.imdb.com/title/tt0212720/?ref_=sr_t_28,2001,2h 26m,PG-13,7.2,329K,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
29. Training Day,https://www.imdb.com/title/tt0139654/?ref_=sr_t_29,2001,2h 2m,R,7.8,491K,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
30. Along Came a Spider,https://www.imdb.com/title/tt0164334/?ref_=sr_t_30,2001,1h 44m,R,6.4,99K,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner."
31. Bridget Jones's Diary,https://www.imdb.com/title/tt0243155/?ref_=sr_t_31,2001,1h 37m,R,6.8,273K,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
32. Scary Movie 2,https://www.imdb.com/title/tt0257106/?ref_=sr_t_32,2001,1h 23m,R,5.4,181K,Four teens are tricked by a professor into visiting a haunted house for a school project.
33. The Score,https://www.imdb.com/title/tt0227445/?ref_=sr_t_33,2001,2h 4m,R,6.8,137K,An aging thief hopes to retire and live off his ill-gotten wealth with his lover when a young kid convinces him into doing one last heist that comes with a large payout.
34. Shallow Hal,https://www.imdb.com/title/tt0256380/?ref_=sr_t_34,2001,1h 54m,PG-13,6.0,149K,A shallow man falls in love with a 300-pound woman because of her inner beauty.
35. Swordfish,https://www.imdb.com/title/tt0244244/?ref_=sr_t_35,2001,1h 39m,R,6.5,199K,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
36. The Mexican,https://www.imdb.com/title/tt0236493/?ref_=sr_t_36,2001,2h 3m,R,6.1,118K,"A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways."
37. Down to Earth,https://www.imdb.com/title/tt0231775/?ref_=sr_t_37,2001,1h 27m,PG-13,5.4,25K,"After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman."
38. Spy Game,https://www.imdb.com/title/tt0266987/?ref_=sr_t_38,2001,2h 6m,R,7.1,171K,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.
