Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Shrek 2,https://www.imdb.com/title/tt0298148/?ref_=sr_t_1,2004,1h 33m,PG,7.4,524K,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
2. Spider-Man 2,https://www.imdb.com/title/tt0316654/?ref_=sr_t_2,2004,2h 7m,PG-13,7.5,737K,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.
3. The Passion of the Christ,https://www.imdb.com/title/tt0335345/?ref_=sr_t_3,2004,2h 7m,R,7.2,257K,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem."
4. Meet the Fockers,https://www.imdb.com/title/tt0290002/?ref_=sr_t_4,2004,1h 55m,PG-13,6.3,294K,All hell breaks loose when the Byrnes family meets the Focker family for the first time.
5. The Incredibles,https://www.imdb.com/title/tt0317705/?ref_=sr_t_5,2004,1h 55m,PG,8.0,844K,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
6. Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/?ref_=sr_t_6,2004,2h 22m,PG,7.9,721K,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
7. The Polar Express,https://www.imdb.com/title/tt0338348/?ref_=sr_t_7,2004,1h 40m,G,6.6,256K,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas."
8. The Day After Tomorrow,https://www.imdb.com/title/tt0319262/?ref_=sr_t_8,2004,2h 4m,PG-13,6.5,493K,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age."
9. The Bourne Supremacy,https://www.imdb.com/title/tt0372183/?ref_=sr_t_9,2004,1h 48m,PG-13,7.7,497K,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
10. National Treasure,https://www.imdb.com/title/tt0368891/?ref_=sr_t_10,2004,2h 11m,PG,6.9,365K,A historian races to find the legendary Templar Treasure before a team of mercenaries.
11. Shark Tale,https://www.imdb.com/title/tt0307453/?ref_=sr_t_11,2004,1h 30m,PG,6.0,204K,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage."
"12. I, Robot",https://www.imdb.com/title/tt0343818/?ref_=sr_t_12,2004,1h 55m,PG-13,7.1,592K,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity."
13. Troy,https://www.imdb.com/title/tt0332452/?ref_=sr_t_13,2004,2h 43m,R,7.3,588K,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces."
14. Ocean's Twelve,https://www.imdb.com/title/tt0349903/?ref_=sr_t_14,2004,2h 5m,PG-13,6.5,424K,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).
15. 50 First Dates,https://www.imdb.com/title/tt0343660/?ref_=sr_t_15,2004,1h 39m,PG-13,6.8,394K,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.
16. Van Helsing,https://www.imdb.com/title/tt0338526/?ref_=sr_t_16,2004,2h 11m,PG-13,6.1,295K,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes."
17. Fahrenheit 9/11,https://www.imdb.com/title/tt0361596/?ref_=sr_t_17,2004,2h 2m,R,7.5,133K,Michael Moore's view on what happened to the United States after 9/11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.
18. A Series of Unfortunate Events,https://www.imdb.com/title/tt0339291/?ref_=sr_t_18,2004,1h 48m,PG,6.8,225K,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune."
19. Dodgeball: A True Underdog Story,https://www.imdb.com/title/tt0364725/?ref_=sr_t_19,2004,1h 32m,PG-13,6.7,274K,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.
20. The Village,https://www.imdb.com/title/tt0368447/?ref_=sr_t_20,2004,1h 48m,PG-13,6.6,287K,A series of events tests the beliefs of a small isolated countryside village.
21. The Grudge,https://www.imdb.com/title/tt0391198/?ref_=sr_t_21,2004,1h 31m,PG-13,5.9,154K,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
