Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Shrek 2,https://www.imdb.com/title/tt0298148/?ref_=sr_t_1,2004,1h 33m,PG,7.4,524K,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",150000000,932530034,444978202,108037878,"['Andrew Adamson', 'Kelly Asbury', 'Conrad Vernon']","['William Steig', 'Andrew Adamson', 'Joe Stillman']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Computer Animation', 'Fairy Tale', 'Parody', 'Satire', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],[],"['Dreamworks Pictures', 'DreamWorks Animation', 'Pacific Data Images (PDI)']",['English'],18,52,2,2004
2. Spider-Man 2,https://www.imdb.com/title/tt0316654/?ref_=sr_t_2,2004,2h 7m,PG-13,7.5,737K,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,200000000,784543400,374337514,88156227,['Sam Raimi'],"['Stan Lee', 'Steve Ditko', 'Alfred Gough']","['Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA']","['Columbia Pictures', 'Marvel Enterprises', 'Laura Ziskin Productions']","['English', 'Russian', 'Chinese']",25,60,1,2004
3. The Passion of the Christ,https://www.imdb.com/title/tt0335345/?ref_=sr_t_3,2004,2h 7m,R,7.2,257K,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",30000000,612060372,370782930,83848082,['Mel Gibson'],"['Benedict Fitzgerald', 'Mel Gibson']","['Jim Caviezel', 'Monica Bellucci', 'Maia Morgenstern']","['Epic', 'Period Drama', 'Drama']",['United States'],"['Craco, Matera, Basilicata, Italy']",['Icon Productions'],"['Aramaic', 'Latin', 'Hebrew', 'English']",30,24,3,2004
4. Meet the Fockers,https://www.imdb.com/title/tt0290002/?ref_=sr_t_4,2004,1h 55m,PG-13,6.3,294K,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,80000000,522657936,279261160,46120980,['Jay Roach'],"['Jim Herzfeld', 'Marc Hyman', 'John Hamburg']","['Ben Stiller', 'Robert De Niro', 'Blythe Danner']","['Romantic Comedy', 'Slapstick', 'Comedy', 'Romance']",['United States'],"['Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA']","['Universal Pictures', 'Dreamworks Pictures', 'Tribeca Productions']","['English', 'Spanish', 'Hebrew']",2,7,0,2004
5. The Incredibles,https://www.imdb.com/title/tt0317705/?ref_=sr_t_5,2004,1h 55m,PG,8.0,844K,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",92000000,631688498,261441092,70467623,['Brad Bird'],['Brad Bird'],"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter']","['Computer Animation', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Family']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']","['English', 'French', 'German', 'Italian', 'Portuguese', 'Russian']",69,56,2,2004
6. Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/?ref_=sr_t_6,2004,2h 22m,PG,7.9,721K,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",130000000,808485409,250105651,93687367,['Alfonso Cuarón'],"['J.K. Rowling', 'Steve Kloves']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'United States']","['Glenfinnan, Highland, Scotland, UK']","['Warner Bros.', 'Heyday Films', '1492 Pictures']","['English', 'Latin', 'Old English']",17,56,2,2004
7. The Polar Express,https://www.imdb.com/title/tt0338348/?ref_=sr_t_7,2004,1h 40m,G,6.6,256K,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",165000000,318910211,189528738,23323463,['Robert Zemeckis'],"['Chris Van Allsburg', 'Robert Zemeckis', 'William Broyles Jr.']","['Tom Hanks', 'Chris Coppola', 'Michael Jeter']","['Computer Animation', 'Holiday Animation', 'Holiday Comedy', 'Holiday Family', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Holiday']","['United States', 'Australia']",['Arctic Ocean'],"['Castle Rock Entertainment', 'Shangri-La Entertainment', 'Playtone']",['English'],5,26,3,2004
8. The Day After Tomorrow,https://www.imdb.com/title/tt0319262/?ref_=sr_t_8,2004,2h 4m,PG-13,6.5,493K,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",125000000,552639571,186740799,68743584,['Roland Emmerich'],"['Roland Emmerich', 'Jeffrey Nachmanoff']","['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']","['Disaster', 'Survival', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Montréal, Québec, Canada']","['Twentieth Century Fox', 'Centropolis Entertainment', 'Lionsgate']","['English', 'Japanese', 'French', 'Arabic']",6,12,0,2004
9. The Bourne Supremacy,https://www.imdb.com/title/tt0372183/?ref_=sr_t_9,2004,1h 48m,PG-13,7.7,497K,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",75000000,292542992,176241941,52521865,['Paul Greengrass'],"['Robert Ludlum', 'Tony Gilroy']","['Matt Damon', 'Franka Potente', 'Joan Allen']","['One-Person Army Action', 'Spy', 'Action', 'Thriller']","['United States', 'Germany', 'India', 'Russia']","['Goa, India']","['Universal Pictures', 'Motion Picture THETA Produktionsgesellschaft', 'The Kennedy/Marshall Company']","['English', 'Russian', 'German', 'Italian']",5,22,0,2004
10. National Treasure,https://www.imdb.com/title/tt0368891/?ref_=sr_t_10,2004,2h 11m,PG,6.9,365K,A historian races to find the legendary Templar Treasure before a team of mercenaries.,100000000,347512530,173008894,35142554,['Jon Turteltaub'],"['Jim Kouf', 'Cormac Wibberley', 'Marianne Wibberley']","['Nicolas Cage', 'Diane Kruger', 'Justin Bartha']","['Quest', 'Action', 'Adventure', 'Mystery', 'Thriller']",['United States'],"['Utah, USA']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Junction Entertainment']","['English', 'Spanish', 'German']",0,9,0,2004
