Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Kramer vs. Kramer,https://www.imdb.com/title/tt0079417/?ref_=sr_t_1,1979,1h 45m,PG,7.8,159K,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
2. Apocalypse Now,https://www.imdb.com/title/tt0078788/?ref_=sr_t_2,1979,2h 27m,R,8.4,735K,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
3. The Amityville Horror,https://www.imdb.com/title/tt0078767/?ref_=sr_t_3,1979,1h 57m,R,6.2,47K,Newlyweds and their children battle a demonic presence in their home.
4. Rocky II,https://www.imdb.com/title/tt0079817/?ref_=sr_t_4,1979,1h 59m,PG,7.3,238K,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
5. Alien,https://www.imdb.com/title/tt0078748/?ref_=sr_t_5,1979,1h 57m,R,8.5,1M,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform."
6. Star Trek: The Motion Picture,https://www.imdb.com/title/tt0079945/?ref_=sr_t_6,1979,2h 23m,G,6.4,99K,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it."
7. 10,https://www.imdb.com/title/tt0078721/?ref_=sr_t_7,1979,2h 2m,R,6.1,20K,A Hollywood composer endures a mid-life crisis and becomes infatuated with a newly married woman honeymooning at a Mexican resort.
8. The Jerk,https://www.imdb.com/title/tt0079367/?ref_=sr_t_8,1979,1h 34m,R,7.1,66K,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy."
9. Moonraker,https://www.imdb.com/title/tt0079574/?ref_=sr_t_9,1979,2h 6m,PG,6.3,112K,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide."
10. The Muppet Movie,https://www.imdb.com/title/tt0079588/?ref_=sr_t_10,1979,1h 35m,G,7.6,41K,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
11. The Electric Horseman,https://www.imdb.com/title/tt0079100/?ref_=sr_t_11,1979,2h 1m,PG,6.4,11K,"A rodeo star past his prime steals his company's horse and rides into the desert, accompanied by a feisty reporter."
12. The China Syndrome,https://www.imdb.com/title/tt0078966/?ref_=sr_t_12,1979,2h 2m,PG,7.4,34K,A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.
13. Love at First Bite,https://www.imdb.com/title/tt0079489/?ref_=sr_t_13,1979,1h 36m,PG,6.1,6.6K,"After being evicted from his castle in Transylvania, Count Dracula and his assistant Renfield travel to New York to find a woman who the Count believes is the reincarnation of the woman he has loved for all eternity."
14. Meatballs,https://www.imdb.com/title/tt0079540/?ref_=sr_t_14,1979,1h 34m,PG,6.2,25K,Wacky hijinks of counselors and campers at a less-than-average summer camp.
15. Escape from Alcatraz,https://www.imdb.com/title/tt0079116/?ref_=sr_t_15,1979,1h 52m,PG,7.6,152K,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world."
16. The Main Event,https://www.imdb.com/title/tt0079510/?ref_=sr_t_16,1979,1h 52m,PG,5.6,3.4K,A bankrupt entrepreneur attempts to recoup some of her losses by getting a washed-out boxer she picked up as a tax loss back into the ring - an idea her protégé isn't fond of.
17. Manhattan,https://www.imdb.com/title/tt0079522/?ref_=sr_t_17,1979,1h 36m,R,7.8,150K,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
18. All That Jazz,https://www.imdb.com/title/tt0078754/?ref_=sr_t_18,1979,2h 3m,R,7.8,37K,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
19. The Black Stallion,https://www.imdb.com/title/tt0078872/?ref_=sr_t_19,1979,1h 58m,G,7.4,15K,"After being shipwrecked with a magnificent horse off the coast of Africa in the 1940s, a boy bonds with the stallion, and trains him to race after their rescue."
20. The Black Hole,https://www.imdb.com/title/tt0078869/?ref_=sr_t_20,1979,1h 38m,PG,5.9,29K,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole."
21. Starting Over,https://www.imdb.com/title/tt0079948/?ref_=sr_t_21,1979,1h 45m,R,6.4,3.4K,"A divorced man falls in love, but somehow he can't get over his ex-wife. This affects his love life in comic ways. Based on Dan Wakefield's novel."
22. And Justice for All,https://www.imdb.com/title/tt0078718/?ref_=sr_t_22,1979,1h 59m,R,7.4,42K,"A lawyer is forced to defend a judge, while defending other clients, and trying to find punishment for the guilty and provide justice for the innocent."
23. 1941,https://www.imdb.com/title/tt0078723/?ref_=sr_t_23,1979,1h 58m,PG,5.8,37K,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.
24. The Champ,https://www.imdb.com/title/tt0078950/?ref_=sr_t_24,1979,2h 1m,PG,6.8,9.5K,"Billy Flynn is an ex-champion boxer who was KO'd by booze and gambling. When the wealthy, estranged mother of his young son begins trying to lure the boy away from him, Flynn must return to the ring to provide for his child."
25. Being There,https://www.imdb.com/title/tt0078841/?ref_=sr_t_25,1979,2h 10m,PG,7.9,80K,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
26. The Rose,https://www.imdb.com/title/tt0079826/?ref_=sr_t_26,1979,2h 5m,R,7.0,9.5K,The tragic life of a self-destructive female rock star who struggles to deal with the constant pressures of her career and the demands of her ruthless business manager.
27. Going in Style,https://www.imdb.com/title/tt0079219/?ref_=sr_t_27,1979,1h 37m,PG,7.1,4.2K,Three friends living on the dole decide to rob a bank.
28. North Dallas Forty,https://www.imdb.com/title/tt0079640/?ref_=sr_t_28,1979,1h 59m,R,6.9,6.2K,A satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the team family are bitterly resented by his disciplinarian coaches.
29. The Warriors,https://www.imdb.com/title/tt0080120/?ref_=sr_t_29,1979,1h 33m,R,7.5,114K,A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.
30. Norma Rae,https://www.imdb.com/title/tt0079638/?ref_=sr_t_30,1979,1h 54m,PG,7.3,13K,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.
31. Buck Rogers in the 25th Century,https://www.imdb.com/title/tt0077278/?ref_=sr_t_31,1979,1h 29m,PG,6.5,7.2K,20th century astronaut Buck Rogers emerges out of 500 years of suspended animation into the 25th century where Earth is nearly devastated by nuclear warfare and now threatened by alien invaders.
32. When a Stranger Calls,https://www.imdb.com/title/tt0080130/?ref_=sr_t_32,1979,1h 37m,R,6.4,15K,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again."
33. The Apple Dumpling Gang Rides Again,https://www.imdb.com/title/tt0078790/?ref_=sr_t_33,1979,1h 28m,G,6.0,3.4K,"The adventures of two idiotic outlaw wannabees, Amos and Theodore."
34. Monty Python's Life of Brian,https://www.imdb.com/title/tt0079470/?ref_=sr_t_34,1979,1h 34m,R,8.0,427K,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
35. Dracula,https://www.imdb.com/title/tt0079073/?ref_=sr_t_35,1979,1h 49m,R,6.5,12K,"In 1913, the charming, seductive and sinister vampire Count Dracula travels to England in search of an immortal bride."
36. Tess,https://www.imdb.com/title/tt0080009/?ref_=sr_t_36,1979,3h 6m,PG,7.3,19K,A strong-willed young peasant girl attracts the affection of two men.
37. The Seduction of Joe Tynan,https://www.imdb.com/title/tt0079875/?ref_=sr_t_37,1979,1h 48m,R,6.1,1.9K,"Respected liberal Senator Joe Tynan is asked to lead the opposition to a Supreme Court appointment. It means losing an old friend and fudging principles to make the necessary deals, as well as further straining his already part-time family life. But it could be a big boost to his career, so he takes it on. Helping him prepare the case is pretty southern researcher Karen Traynor, and their developing relationship further complicates and compromises his life."
