Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Star Wars: Episode VII - The Force Awakens,https://www.imdb.com/title/tt2488496/?ref_=sr_t_1,2015,2h 18m,PG-13,7.8,993K,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
2. Jurassic World,https://www.imdb.com/title/tt0369610/?ref_=sr_t_2,2015,2h 4m,PG-13,6.9,696K,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree."
3. Avengers: Age of Ultron,https://www.imdb.com/title/tt2395427/?ref_=sr_t_3,2015,2h 21m,PG-13,7.3,950K,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."
4. Inside Out,https://www.imdb.com/title/tt2096673/?ref_=sr_t_4,2015,1h 35m,PG,8.1,855K,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
5. Furious 7,https://www.imdb.com/title/tt2820852/?ref_=sr_t_5,2015,2h 17m,PG-13,7.1,424K,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.
6. Minions,https://www.imdb.com/title/tt2293640/?ref_=sr_t_6,2015,1h 31m,PG,6.4,270K,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
7. The Hunger Games: Mockingjay - Part 2,https://www.imdb.com/title/tt1951266/?ref_=sr_t_7,2015,2h 17m,PG-13,6.6,389K,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.
8. The Martian,https://www.imdb.com/title/tt3659388/?ref_=sr_t_8,2015,2h 24m,PG-13,8.0,958K,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
9. Cinderella,https://www.imdb.com/title/tt1661199/?ref_=sr_t_9,2015,1h 45m,PG,6.9,196K,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
10. Spectre,https://www.imdb.com/title/tt2379713/?ref_=sr_t_10,2015,2h 28m,PG-13,6.8,478K,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions."
11. Mission: Impossible - Rogue Nation,https://www.imdb.com/title/tt2381249/?ref_=sr_t_11,2015,2h 11m,PG-13,7.4,422K,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.
12. Pitch Perfect 2,https://www.imdb.com/title/tt2848292/?ref_=sr_t_12,2015,1h 55m,PG-13,6.4,174K,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform."
13. The Revenant,https://www.imdb.com/title/tt1663202/?ref_=sr_t_13,2015,2h 36m,R,8.0,903K,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
14. Ant-Man,https://www.imdb.com/title/tt0478970/?ref_=sr_t_14,2015,1h 57m,PG-13,7.2,744K,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
15. Home,https://www.imdb.com/title/tt2224026/?ref_=sr_t_15,2015,1h 34m,PG,6.5,115K,"Oh, a lovable misfit alien, runs away from his planet and takes shelter on Earth, where he befriends Tip, an adventurous young girl who is on a quest to find her displaced mother Lucy."
16. Hotel Transylvania 2,https://www.imdb.com/title/tt2510894/?ref_=sr_t_16,2015,1h 29m,PG,6.6,151K,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
17. Fifty Shades of Grey,https://www.imdb.com/title/tt2322441/?ref_=sr_t_17,2015,2h 5m,R,4.2,344K,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
18. The SpongeBob Movie: Sponge Out of Water,https://www.imdb.com/title/tt2279373/?ref_=sr_t_18,2015,1h 32m,PG,6.0,64K,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his friends team up in order to get it back."
19. Straight Outta Compton,https://www.imdb.com/title/tt1398426/?ref_=sr_t_19,2015,2h 27m,R,7.8,226K,The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.
20. San Andreas,https://www.imdb.com/title/tt2126355/?ref_=sr_t_20,2015,1h 54m,PG-13,6.1,265K,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
21. Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/?ref_=sr_t_21,2015,2h,R,8.1,1.2M,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max."
22. Daddy's Home,https://www.imdb.com/title/tt1528854/?ref_=sr_t_22,2015,1h 36m,PG-13,6.2,134K,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns."
23. The Divergent Series: Insurgent,https://www.imdb.com/title/tt2908446/?ref_=sr_t_23,2015,1h 59m,PG-13,6.2,262K,"Tris Prior must confront her inner demons, and with help from those closest to her, continue the fight against a powerful alliance that threatens to tear her society apart."
24. The Peanuts Movie,https://www.imdb.com/title/tt2452042/?ref_=sr_t_24,2015,1h 28m,G,7.0,51K,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life."
25. The Good Dinosaur,https://www.imdb.com/title/tt1979388/?ref_=sr_t_25,2015,1h 33m,PG,6.7,132K,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend."
26. Spy,https://www.imdb.com/title/tt3079380/?ref_=sr_t_26,2015,2h,R,7.0,266K,A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer and prevent diabolical global disaster.
27. Trainwreck,https://www.imdb.com/title/tt3152624/?ref_=sr_t_27,2015,2h 5m,R,6.2,145K,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
28. Creed,https://www.imdb.com/title/tt3076658/?ref_=sr_t_28,2015,2h 13m,PG-13,7.6,319K,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
29. Tomorrowland,https://www.imdb.com/title/tt1964418/?ref_=sr_t_29,2015,2h 10m,PG,6.4,195K,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
30. Get Hard,https://www.imdb.com/title/tt2561572/?ref_=sr_t_30,2015,1h 40m,R,6.0,150K,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars."
31. Terminator Genisys,https://www.imdb.com/title/tt1340138/?ref_=sr_t_31,2015,2h 6m,PG-13,6.3,299K,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
32. Sisters,https://www.imdb.com/title/tt1850457/?ref_=sr_t_32,2015,1h 58m,R,6.0,71K,Two sisters decide to throw one last house party before their parents sell their family home.
33. Alvin and the Chipmunks: The Road Chip,https://www.imdb.com/title/tt2974918/?ref_=sr_t_33,2015,1h 32m,PG,4.9,24K,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.
34. Maze Runner: The Scorch Trials,https://www.imdb.com/title/tt4046784/?ref_=sr_t_34,2015,2h 11m,PG-13,6.3,289K,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
35. Ted 2,https://www.imdb.com/title/tt2637276/?ref_=sr_t_35,2015,1h 55m,R,6.3,244K,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
36. Goosebumps,https://www.imdb.com/title/tt1051904/?ref_=sr_t_36,2015,1h 43m,PG,6.3,98K,"A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
37. Pixels,https://www.imdb.com/title/tt2120120/?ref_=sr_t_37,2015,1h 45m,PG-13,5.6,167K,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games."
38. The Intern,https://www.imdb.com/title/tt2361509/?ref_=sr_t_38,2015,2h 1m,PG-13,7.1,289K,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
39. Bridge of Spies,https://www.imdb.com/title/tt3682448/?ref_=sr_t_39,2015,2h 22m,PG-13,7.6,334K,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
40. Paul Blart: Mall Cop 2,https://www.imdb.com/title/tt3450650/?ref_=sr_t_40,2015,1h 34m,PG,4.4,42K,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers."
41. The Big Short,https://www.imdb.com/title/tt1596363/?ref_=sr_t_41,2015,2h 10m,R,7.8,504K,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
42. War Room,https://www.imdb.com/title/tt3832914/?ref_=sr_t_42,2015,2h,PG,6.5,17K,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman."
43. Magic Mike XXL,https://www.imdb.com/title/tt2268016/?ref_=sr_t_43,2015,1h 55m,R,5.6,62K,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance."
44. The Visit,https://www.imdb.com/title/tt3567288/?ref_=sr_t_44,2015,1h 34m,PG-13,6.3,162K,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
45. The Wedding Ringer,https://www.imdb.com/title/tt0884732/?ref_=sr_t_45,2015,1h 41m,R,6.6,82K,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need."
46. Black Mass,https://www.imdb.com/title/tt1355683/?ref_=sr_t_46,2015,2h 3m,R,6.8,197K,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
47. Vacation,https://www.imdb.com/title/tt1524930/?ref_=sr_t_47,2015,1h 39m,R,6.2,126K,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons."
48. The Perfect Guy,https://www.imdb.com/title/tt3862750/?ref_=sr_t_48,2015,1h 40m,PG-13,5.6,12K,"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
49. Joy,https://www.imdb.com/title/tt2446980/?ref_=sr_t_49,2015,2h 4m,PG-13,6.6,149K,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty."
50. Fantastic Four,https://www.imdb.com/title/tt1502712/?ref_=sr_t_50,2015,1h 40m,PG-13,4.3,181K,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.
51. The Hateful Eight,https://www.imdb.com/title/tt3460252/?ref_=sr_t_51,2015,2h 48m,R,7.8,684K,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
52. Focus,https://www.imdb.com/title/tt2381941/?ref_=sr_t_52,2015,1h 45m,R,6.6,284K,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
53. Southpaw,https://www.imdb.com/title/tt1798684/?ref_=sr_t_53,2015,2h 4m,R,7.3,266K,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
54. Insidious: Chapter 3,https://www.imdb.com/title/tt3195644/?ref_=sr_t_54,2015,1h 37m,PG-13,6.1,123K,A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.
