Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Mary Poppins,https://www.imdb.com/title/tt0058331/?ref_=sr_t_1,1964,2h 19m,G,7.8,192K,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
2. My Fair Lady,https://www.imdb.com/title/tt0058385/?ref_=sr_t_2,1964,2h 50m,G,7.7,104K,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society."
3. Goldfinger,https://www.imdb.com/title/tt0058150/?ref_=sr_t_3,1964,1h 50m,Approved,7.7,208K,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
4. A Fistful of Dollars,https://www.imdb.com/title/tt0058461/?ref_=sr_t_4,1964,1h 39m,R,7.9,241K,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
5. A Shot in the Dark,https://www.imdb.com/title/tt0058586/?ref_=sr_t_5,1964,1h 42m,Approved,7.3,32K,Bumbling Inspector Jacques Clouseau falls in love with murder suspect Maria Gambrelli and tries to clear her name.
6. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/?ref_=sr_t_6,1964,1h 35m,PG,8.3,534K,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop."
"7. Hey There, It's Yogi Bear",https://www.imdb.com/title/tt0154587/?ref_=sr_t_7,1964,1h 29m,G,6.5,1.2K,"In the end, Ranger Smith on the helicopter take Yogi, Boo Boo and Cindy home from the tallest building."
8. A Hard Day's Night,https://www.imdb.com/title/tt0058182/?ref_=sr_t_8,1964,1h 27m,G,7.5,49K,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live TV performance."
9. I Am Cuba,https://www.imdb.com/title/tt0058604/?ref_=sr_t_9,1964,2h 21m,Not Rated,8.2,11K,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.
10. Becket,https://www.imdb.com/title/tt0057877/?ref_=sr_t_10,1964,2h 28m,PG-13,7.8,16K,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's."
11. The Umbrellas of Cherbourg,https://www.imdb.com/title/tt0058450/?ref_=sr_t_11,1964,1h 31m,Not Rated,7.8,33K,A young woman separated from her lover by war faces a life-altering decision.
12. Band of Outsiders,https://www.imdb.com/title/tt0057869/?ref_=sr_t_12,1964,1h 35m,Not Rated,7.6,28K,Two crooks with a fondness for old Hollywood B-movies convince a languages student to help them commit a robbery.
13. That Man from Rio,https://www.imdb.com/title/tt0058203/?ref_=sr_t_13,1964,1h 52m,Not Rated,7.0,6.6K,A young private on military leave comes to the rescue of his girlfriend who's been abducted by thieves and brought to Rio de Janeiro. An extravagant adventure ensues.
14. Nothing But a Man,https://www.imdb.com/title/tt0058414/?ref_=sr_t_14,1964,1h 35m,Not Rated,7.9,2.2K,A black man and his school-teacher wife face discriminatory challenges in 1960s America.
15. Marriage Italian Style,https://www.imdb.com/title/tt0058335/?ref_=sr_t_15,1964,1h 42m,Not Rated,7.4,12K,Wealthy businessman Domenico and penniless prostitute Filumena share a large part of their lives in post-WWII Italy.
"16. Black God, White Devil",https://www.imdb.com/title/tt0058006/?ref_=sr_t_16,1964,2h,Not Rated,7.2,5.8K,"After killing his employer when he tries to cheat him out of his payment, a man becomes an outlaw and starts following a self-proclaimed saint."
17. The Soft Skin,https://www.imdb.com/title/tt0058458/?ref_=sr_t_17,1964,1h 53m,Not Rated,7.5,8.7K,"Pierre Lachenay is a well-known publisher and lecturer, married with Franca and father of Sabine, around 10. He meets an air hostess, Nicole. They start a love affair, which Pierre is hiding, but he cannot stand staying away from her."
18. What a Way to Go!,https://www.imdb.com/title/tt0058743/?ref_=sr_t_18,1964,1h 51m,Approved,6.9,6.3K,"Four-time widow Louisa May Foster sees a psychologist to discuss her marriages, in which her husbands (humble businessman Edgar, blase millionaire Rod, bohemian painter Larry, and nightclub singer Pinky) got rich and died because of greed."
19. Strait-Jacket,https://www.imdb.com/title/tt0058620/?ref_=sr_t_19,1964,1h 33m,Approved,6.8,7K,"After a 20-year asylum stay for a double ax murder, suspicion arises about Lucy Harbin's behavior as she returns to her daughter Carol, who is engaged to marry Michael Fields. Soon, heads begin to roll again. Is Lucy repeating her past?"
20. Zulu,https://www.imdb.com/title/tt0058777/?ref_=sr_t_20,1964,2h 18m,Approved,7.7,44K,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
21. The Last Man on Earth,https://www.imdb.com/title/tt0058700/?ref_=sr_t_21,1964,1h 26m,Not Rated,6.7,22K,"When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter."
22. Onibaba,https://www.imdb.com/title/tt0058430/?ref_=sr_t_22,1964,1h 43m,Not Rated,7.9,24K,"Two women kill samurai and sell their belongings for a living. While one of them is having an affair with their neighbor, the other woman meets a mysterious samurai wearing a bizarre mask."
23. Marnie,https://www.imdb.com/title/tt0058329/?ref_=sr_t_23,1964,2h 10m,PG,7.1,56K,"Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them."
24. The Pawnbroker,https://www.imdb.com/title/tt0059575/?ref_=sr_t_24,1964,1h 56m,Approved,7.6,11K,"A Jewish pawnbroker, victim of Nazi persecution, loses all faith in his fellow man until he realizes too late the tragedy of his actions."
25. First Men in the Moon,https://www.imdb.com/title/tt0058100/?ref_=sr_t_25,1964,1h 43m,Approved,6.5,6.7K,"When a spaceship lands on the moon, it is hailed as a new accomplishment, before it becomes clear that a Victorian party completed the journey in 1899, leading investigators to that mission's last survivor."
26. Woman in the Dunes,https://www.imdb.com/title/tt0058625/?ref_=sr_t_26,1964,2h 27m,Not Rated,8.4,24K,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.
27. The Unsinkable Molly Brown,https://www.imdb.com/title/tt0058708/?ref_=sr_t_27,1964,2h 8m,Approved,6.6,4.4K,"A poor, uneducated mountain girl leaves her cabin in search of respect, a wealthy husband, and a better life in this fictionalized biopic of Margaret ""Molly"" Brown, who survived the 1912 sinking of the RMS Titanic."
28. The Train,https://www.imdb.com/title/tt0059825/?ref_=sr_t_28,1964,2h 13m,Approved,7.8,20K,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo."
