,Title,Year,Duration,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,stars,genres,wins,nominations,oscars,genres_count
375,Raging Bull,1980,129.0,8.1,392000.0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",18000000.0,23405883.0,23383987.0,128590.0,Robert De Niro,Drama,24,28,2,1470
376,Raging Bull,1980,129.0,8.1,392000.0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",18000000.0,23405883.0,23383987.0,128590.0,Cathy Moriarty,Drama,24,28,2,1470
377,Raging Bull,1980,129.0,8.1,392000.0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",18000000.0,23405883.0,23383987.0,128590.0,Joe Pesci,Drama,24,28,2,1470
378,The Iron Giant,1999,86.0,8.1,241000.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,70000000.0,23338352.0,23315035.0,5732614.0,Eli Marienthal,Action,20,18,0,4080
379,The Iron Giant,1999,86.0,8.1,241000.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,70000000.0,23338352.0,23315035.0,5732614.0,Harry Connick Jr.,Action,20,18,0,4080
380,The Iron Giant,1999,86.0,8.1,241000.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,70000000.0,23338352.0,23315035.0,5732614.0,Jennifer Aniston,Action,20,18,0,4080
381,Trainspotting,1996,93.0,8.1,744000.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",1500000.0,16981823.0,16491080.0,262673.0,Ewan McGregor,Comedy,23,35,1,2745
382,Trainspotting,1996,93.0,8.1,744000.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",1500000.0,16981823.0,16491080.0,262673.0,Ewen Bremner,Comedy,23,35,1,2745
383,Trainspotting,1996,93.0,8.1,744000.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",1500000.0,16981823.0,16491080.0,262673.0,Jonny Lee Miller,Comedy,23,35,1,2745
384,Fanny and Alexander,1982,188.0,8.1,69000.0,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",6000000.0,6813882.0,6783304.0,10079109.0,Bertil Guve,Drama,25,12,4,1470
385,Fanny and Alexander,1982,188.0,8.1,69000.0,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",6000000.0,6813882.0,6783304.0,10079109.0,Pernilla Allwin,Drama,25,12,4,1470
386,Fanny and Alexander,1982,188.0,8.1,69000.0,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",6000000.0,6813882.0,6783304.0,10079109.0,Kristina Adolphson,Drama,25,12,4,1470
