,Title,Year,Duration,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,stars,genres,wins,nominations,oscars,genres_count
35,Fateh,2025,127.0,7.4,17000.0,"Follows a former gangster who is hired to guard a young woman named Khushi. In order to keep her safe, Fateh must employ all of his abilities while simultaneously attempting to learn the truth about the threats made against her.",250000000.0,101332.0,2339255.0,2339255.0,Vijay Raaz,Action,0,0,0,63
36,Companion,2025,97.0,7.3,19000.0,A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.,10000000.0,27406310.0,16306310.0,9300113.0,Sophie Thatcher,Thriller,0,0,0,12
37,Companion,2025,97.0,7.3,19000.0,A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.,10000000.0,27406310.0,16306310.0,9300113.0,Jack Quaid,Thriller,0,0,0,12
38,Companion,2025,97.0,7.3,19000.0,A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.,10000000.0,27406310.0,16306310.0,9300113.0,Lukas Gage,Thriller,0,0,0,12
39,Green and Gold,2025,105.0,7.3,191.0,"A struggling family farmer wagers everything on a high-stakes Championship bet, while his granddaughter's musical ambitions could be their ticket to a new beginning.",25500000.0,1365965.0,1365965.0,705989.0,Brandon Sklenar,Drama,2,0,0,18
40,Green and Gold,2025,105.0,7.3,191.0,"A struggling family farmer wagers everything on a high-stakes Championship bet, while his granddaughter's musical ambitions could be their ticket to a new beginning.",25500000.0,1365965.0,1365965.0,705989.0,Craig T. Nelson,Drama,2,0,0,18
41,Green and Gold,2025,105.0,7.3,191.0,"A struggling family farmer wagers everything on a high-stakes Championship bet, while his granddaughter's musical ambitions could be their ticket to a new beginning.",25500000.0,1365965.0,1365965.0,705989.0,M. Emmet Walsh,Drama,2,0,0,18
42,Bridget Jones: Mad About the Boy,2025,124.0,7.0,260.0,"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel. Back to work and on the apps, she's pursued by a younger man and maybe - just maybe - her son's science teacher.",25500000.0,977709.0,2339255.0,2339255.0,Renée Zellweger,Comedy,0,0,0,18
43,Bridget Jones: Mad About the Boy,2025,124.0,7.0,260.0,"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel. Back to work and on the apps, she's pursued by a younger man and maybe - just maybe - her son's science teacher.",25500000.0,977709.0,2339255.0,2339255.0,Chiwetel Ejiofor,Comedy,0,0,0,18
44,Bridget Jones: Mad About the Boy,2025,124.0,7.0,260.0,"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel. Back to work and on the apps, she's pursued by a younger man and maybe - just maybe - her son's science teacher.",25500000.0,977709.0,2339255.0,2339255.0,Leo Woodall,Comedy,0,0,0,18
45,Sankrathiki Vasthunam,2025,160.0,7.0,1500.0,An ex-cop's attempt to rescue a key figure becomes a hilarious juggling act between his wife and former lover.,25500000.0,651053.0,2339255.0,2339255.0,Meenaakshi Chaudhary,Action,0,0,0,63
46,Sankrathiki Vasthunam,2025,160.0,7.0,1500.0,An ex-cop's attempt to rescue a key figure becomes a hilarious juggling act between his wife and former lover.,25500000.0,651053.0,2339255.0,2339255.0,Aishwarya Rajesh,Action,0,0,0,63
47,Sankrathiki Vasthunam,2025,160.0,7.0,1500.0,An ex-cop's attempt to rescue a key figure becomes a hilarious juggling act between his wife and former lover.,25500000.0,651053.0,2339255.0,2339255.0,Venkatesh Daggubati,Action,0,0,0,63
48,One of Them Days,2025,97.0,6.9,4100.0,"When best friends and roommates Dreux and Alyssa discover Alyssa's boyfriend has blown their rent money, the duo finds themselves going to extremes in a race against the clock to avoid eviction and keep their friendship intact.",14000000.0,40143336.0,39986414.0,11807731.0,Keke Palmer,Comedy,0,0,0,18
49,One of Them Days,2025,97.0,6.9,4100.0,"When best friends and roommates Dreux and Alyssa discover Alyssa's boyfriend has blown their rent money, the duo finds themselves going to extremes in a race against the clock to avoid eviction and keep their friendship intact.",14000000.0,40143336.0,39986414.0,11807731.0,SZA,Comedy,0,0,0,18
50,One of Them Days,2025,97.0,6.9,4100.0,"When best friends and roommates Dreux and Alyssa discover Alyssa's boyfriend has blown their rent money, the duo finds themselves going to extremes in a race against the clock to avoid eviction and keep their friendship intact.",14000000.0,40143336.0,39986414.0,11807731.0,Vanessa Bell Calloway,Comedy,0,0,0,18
51,Lucca's World,2025,96.0,6.8,852.0,"Determined to help her son, who has cerebral palsy, Bárbara takes her family to India for an experimental treatment.",25500000.0,977709.0,2339255.0,2339255.0,Bárbara Mori,Drama,0,0,0,18
52,Lucca's World,2025,96.0,6.8,852.0,"Determined to help her son, who has cerebral palsy, Bárbara takes her family to India for an experimental treatment.",25500000.0,977709.0,2339255.0,2339255.0,Juan Pablo Medina,Drama,0,0,0,18
53,Lucca's World,2025,96.0,6.8,852.0,"Determined to help her son, who has cerebral palsy, Bárbara takes her family to India for an experimental treatment.",25500000.0,977709.0,2339255.0,2339255.0,Julián Tello,Drama,0,0,0,18
