Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Hunger Games: Catching Fire,https://www.imdb.com/title/tt1951264/?ref_=sr_t_1,2013,2h 26m,PG-13,7.5,741K,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,130000000.0,865011746,424668047,158074286,['Francis Lawrence'],"['Simon Beaufoy', 'Michael Arndt', 'Suzanne Collins']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']","['Dystopian Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Swan House - 3101 Andrews Drive Northwest, Atlanta, Georgia, USA']","['Color Force', 'Lionsgate']",['English'],22,68,0,2013
2. Iron Man 3,https://www.imdb.com/title/tt1300854/?ref_=sr_t_2,2013,2h 10m,PG-13,7.1,923K,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",200000000.0,1266152644,409013994,174144585,['Shane Black'],"['Drew Pearce', 'Shane Black', 'Stan Lee']","['Robert Downey Jr.', 'Guy Pearce', 'Gwyneth Paltrow']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Kenansville, North Carolina, USA']","['Marvel Studios', 'Paramount Pictures', 'DMG Entertainment']",['English'],20,63,1,2013
3. Frozen,https://www.imdb.com/title/tt2294629/?ref_=sr_t_3,2013,1h 42m,PG,7.4,683K,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",150000000.0,1306450154,400953009,243390,"['Chris Buck', 'Jennifer Lee']","['Jennifer Lee', 'Hans Christian Andersen', 'Chris Buck']","['Kristen Bell', 'Idina Menzel', 'Jonathan Groff']","['Computer Animation', 'Fairy Tale', 'Mountain Adventure', 'Pop Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",['United States'],"['Norway, Norge']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",['English'],83,60,2,2013
4. Despicable Me 2,https://www.imdb.com/title/tt1690953/?ref_=sr_t_4,2013,1h 38m,PG,7.3,440K,"When a new criminal comes to town, the Anti-Villain League decides to hire Gru in order to fight him off. While Gru initially refuses, he eventually agrees after his aide goes back to his evil ways.",76000000.0,970766005,368065385,83517315,"['Pierre Coffin', 'Chris Renaud']","['Cinco Paul', 'Ken Daurio']","['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt']","['Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']","['United States', 'France']",[],"['Universal Pictures', 'Illumination Entertainment']","['English', 'Ukrainian']",12,66,2,2013
5. Man of Steel,https://www.imdb.com/title/tt0770828/?ref_=sr_t_5,2013,2h 23m,PG-13,7.1,829K,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,225000000.0,670145518,291045518,116619362,['Zack Snyder'],"['David S. Goyer', 'Christopher Nolan', 'Jerry Siegel']","['Henry Cavill', 'Amy Adams', 'Michael Shannon']","['Alien Invasion', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'United Kingdom']","['Ucluelet, British Columbia, Canada']","['Warner Bros.', 'Legendary Entertainment', 'Syncopy']",['English'],7,46,0,2013
6. Gravity,https://www.imdb.com/title/tt1454468/?ref_=sr_t_6,2013,1h 31m,PG-13,7.7,878K,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",100000000.0,723719539,274092705,55785112,['Alfonso Cuarón'],"['Alfonso Cuarón', 'Jonás Cuarón']","['Sandra Bullock', 'George Clooney', 'Ed Harris']","['Disaster', 'Sci-Fi Epic', 'Space Sci-Fi', 'Survival', 'Drama', 'Sci-Fi', 'Thriller']","['United Kingdom', 'United States']",['Space'],"['Warner Bros.', 'Esperanto Filmoj', 'Heyday Films']","['English', 'Greenlandic']",240,187,7,2013
7. Monsters University,https://www.imdb.com/title/tt1453405/?ref_=sr_t_7,2013,1h 44m,G,7.2,405K,"A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends.",200000000.0,743559645,268492764,82429469,['Dan Scanlon'],"['Dan Scanlon', 'Daniel Gerson', 'Robert L. Baird']","['Billy Crystal', 'John Goodman', 'Steve Buscemi']","['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'Japan']","['Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],9,58,0,2013
8. The Hobbit: The Desolation of Smaug,https://www.imdb.com/title/tt1170358/?ref_=sr_t_8,2013,2h 41m,PG-13,7.8,727K,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug.",225000000.0,959079095,258387334,73645197,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage']","['Adventure Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Fantasy']","['New Zealand', 'United States']","['Paradise, Glenorchy, Otago, New Zealand']","['Metro-Goldwyn-Mayer (MGM)', 'New Line Cinema', 'WingNut Films']",['English'],19,90,3,2013
9. Fast & Furious 6,https://www.imdb.com/title/tt1905041/?ref_=sr_t_9,2013,2h 10m,PG-13,7.0,426K,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries, but Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",160000000.0,788683342,238679850,97375245,['Justin Lin'],"['Chris Morgan', 'Gary Scott Thompson']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']","['Action Epic', 'Car Action', 'Action', 'Thriller']","['United States', 'Japan', 'Spain', 'Hong Kong']","['Tenerife, Canary Islands, Spain']","['Universal Pictures', 'Relativity Media', 'Original Film']","['English', 'Spanish', 'Russian', 'Japanese', 'Cantonese', 'Dutch', 'Danish', 'Ukrainian']",12,22,0,2013
10. Oz the Great and Powerful,https://www.imdb.com/title/tt1623205/?ref_=sr_t_10,2013,2h 10m,PG,6.3,218K,A small-time magician is swept away to an enchanted land and is forced into a power struggle among three witches.,215000000.0,493311825,234911825,79110453,['Sam Raimi'],"['Mitchell Kapner', 'David Lindsay-Abaire', 'L. Frank Baum']","['James Franco', 'Michelle Williams', 'Rachel Weisz']","['Adventure Epic', 'Fairy Tale', 'Adventure', 'Family', 'Fantasy']",['United States'],"['Michigan Motion Picture Studios, 1999 Centerpoint Parkway, Pontiac, Michigan USA']","['Walt Disney Pictures', 'Roth Films']",['English'],6,31,0,2013
