Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/?ref_=sr_t_1,2001,2h 58m,PG-13,8.9,2.1M,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,93000000,888171906,319372078,47211490,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh', 'Philippa Boyens']","['Elijah Wood', 'Ian McKellen', 'Orlando Bloom']","['Action Epic', 'Adventure Epic', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy']","['New Zealand', 'United States', 'United Kingdom']","['Wellington, New Zealand']","['New Line Cinema', 'WingNut Films', 'Marzano Films']","['English', 'Sindarin']",125,126,4,2001
2. Harry Potter and the Sorcerer's Stone,https://www.imdb.com/title/tt0241527/?ref_=sr_t_2,2001,2h 32m,PG,7.7,895K,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",125000000,1026414475,318886962,90294621,['Chris Columbus'],"['J.K. Rowling', 'Steve Kloves']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']","['Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Holiday']","['United Kingdom', 'United States']","['Alnwick Castle, Alnwick, Northumberland, England, UK']","['Warner Bros.', 'Heyday Films', '1492 Pictures']","['English', 'Latin']",20,74,3,2001
"3. Monsters, Inc.",https://www.imdb.com/title/tt0198781/?ref_=sr_t_3,2001,1h 32m,G,8.1,1M,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",115000000,579770299,290642256,62577067,"['Pete Docter', 'David Silverman', 'Lee Unkrich']","['Pete Docter', 'Jill Culton', 'Jeff Pidgeon']","['Billy Crystal', 'John Goodman', 'Mary Gibbs']","['Buddy Comedy', 'Computer Animation', 'Satire', 'Slapstick', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']",['United States'],"['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],15,38,1,2001
4. Shrek,https://www.imdb.com/title/tt0126029/?ref_=sr_t_4,2001,1h 30m,PG,7.9,763K,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",60000000,488977919,268698241,42347760,"['Andrew Adamson', 'Vicky Jenson']","['William Steig', 'Ted Elliott', 'Terry Rossio']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Buddy Comedy', 'Computer Animation', 'Fairy Tale', 'Feel-Good Romance', 'Parody', 'Quest', 'Satire', 'Slapstick', 'Swashbuckler', 'Adventure']",['United States'],"['Glendale, California, USA']","['Dreamworks Pictures', 'DreamWorks Animation', 'Pacific Data Images (PDI)']",['English'],40,60,1,2001
5. Rush Hour 2,https://www.imdb.com/title/tt0266915/?ref_=sr_t_5,2001,1h 30m,PG-13,6.7,247K,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.",90000000,347325802,226164286,67408222,['Brett Ratner'],"['Ross LaManna', 'Jeff Nathanson']","['Jackie Chan', 'Chris Tucker', 'John Lone']","['Buddy Cop', 'Martial Arts', 'Action', 'Comedy', 'Crime', 'Thriller']","['United States', 'Hong Kong']","['Desert Inn - 3145 Las Vegas Boulevard South, Las Vegas, Nevada, USA']","['New Line Cinema', 'Roger Birnbaum Productions', 'Salon Films']","['English', 'Mandarin', 'Cantonese']",10,22,0,2001
6. The Mummy Returns,https://www.imdb.com/title/tt0209163/?ref_=sr_t_6,2001,2h 10m,PG-13,6.4,355K,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",98000000,443284916,202019785,68139035,['Stephen Sommers'],['Stephen Sommers'],"['Brendan Fraser', 'Rachel Weisz', 'John Hannah']","['Desert Adventure', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy', 'Thriller']","['United States', 'Morocco', 'United Kingdom', 'Jordan']",['Morocco'],"['Alphaville Films', 'Universal Studios', 'Imhotep Productions']","['English', 'Arabic']",6,19,0,2001
7. Pearl Harbor,https://www.imdb.com/title/tt0213149/?ref_=sr_t_7,2001,3h 3m,PG-13,6.2,359K,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,140000000,449220945,198542554,59078912,['Michael Bay'],['Randall Wallace'],"['Ben Affleck', 'Kate Beckinsale', 'Josh Hartnett']","['Epic', 'Period Drama', 'Romantic Epic', 'Tragedy', 'War Epic', 'Action', 'Drama', 'Romance', 'War']",['United States'],"['Badminton House, Gloucestershire, England, UK']","['Touchstone Pictures', 'Jerry Bruckheimer Films']","['English', 'Japanese', 'French', 'Latin', 'Chinese']",14,51,1,2001
8. Ocean's Eleven,https://www.imdb.com/title/tt0240772/?ref_=sr_t_8,2001,1h 56m,PG-13,7.7,639K,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",85000000,450717150,183417150,38107822,['Steven Soderbergh'],"['George Clayton Johnson', 'Jack Golden Russell', 'Harry Brown']","['George Clooney', 'Brad Pitt', 'Julia Roberts']","['Caper', 'Heist', 'Crime', 'Thriller']",['United States'],"['495 North Milwaukee Avenue, Chicago, Illinois, USA']","['Warner Bros.', 'Village Roadshow Pictures', 'NPV Entertainment']","['English', 'Italian', 'Mandarin']",4,20,0,2001
9. Jurassic Park III,https://www.imdb.com/title/tt0163025/?ref_=sr_t_9,2001,1h 32m,PG-13,5.9,350K,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",93000000,368780809,181171875,50771645,['Joe Johnston'],"['Michael Crichton', 'Peter Buchman', 'Alexander Payne']","['Sam Neill', 'William H. Macy', 'Téa Leoni']","['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA']","['Universal Pictures', 'Amblin Entertainment']","['English', 'Spanish']",5,16,0,2001
10. Planet of the Apes,https://www.imdb.com/title/tt0133152/?ref_=sr_t_10,2001,2h,PG-13,5.7,237K,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",100000000,362211740,180011740,68532960,['Tim Burton'],"['Pierre Boulle', 'William Broyles Jr.', 'Lawrence Konner']","['Mark Wahlberg', 'Helena Bonham Carter', 'Tim Roth']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Lake Powell, Utah, USA']","['Twentieth Century Fox', 'The Zanuck Company', 'Tim Burton Productions']",['English'],11,32,0,2001
