Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Inside Out 2,https://www.imdb.com/title/tt22022452/?ref_=sr_t_1,2024,1h 36m,PG,7.5,204K,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",200000000.0,1698863816,652980194,154201673,['Kelsey Mann'],"['Meg LeFauve', 'Dave Holstein', 'Kelsey Mann']","['Amy Poehler', 'Maya Hawke', 'Kensington Tallman']","['Coming-of-Age', 'Computer Animation', 'Quest', 'Teen Comedy', 'Teen Drama', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative']","['English', 'French', 'Spanish']",3,90,1,2024
2. Deadpool & Wolverine,https://www.imdb.com/title/tt6263850/?ref_=sr_t_2,2024,2h 8m,R,7.6,466K,"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.",200000000.0,1338073645,636745858,211435291,['Shawn Levy'],"['Ryan Reynolds', 'Rhett Reese', 'Paul Wernick']","['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin']","['Buddy Comedy', 'Dark Comedy', 'Raunchy Comedy', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['United States', 'United Kingdom', 'New Zealand', 'Canada']","['Vancouver Film Studios - 3500 Cornett Rd, Vancouver, British Columbia, Canada']","['Marvel Studios', '20th Century Studios', 'Maximum Effort']","['English', 'French', 'Spanish']",13,44,0,2024
3. Wicked,https://www.imdb.com/title/tt1262426/?ref_=sr_t_3,2024,2h 40m,PG,7.6,125K,"Elphaba, a misunderstood young woman because of her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.",150000000.0,723338105,472025105,112508890,['Jon M. Chu'],"['Winnie Holzman', 'Dana Fox', 'Gregory Maguire']","['Cynthia Erivo', 'Ariana Grande', 'Jeff Goldblum']","['Fairy Tale', 'Pop Musical', 'Fantasy', 'Musical', 'Romance']","['United States', 'Japan', 'Canada', 'Iceland', 'United Kingdom']","['Sky Studios Elstree Rowley, Borehamwood, Hertfordshire, England, UK']","['Universal Pictures', 'Marc Platt Productions', 'Moving Pictures (I)']",['English'],70,264,10,2024
4. Moana 2,https://www.imdb.com/title/tt13622970/?ref_=sr_t_4,2024,1h 40m,PG,6.8,76K,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",150000000.0,1044203767,456481765,139787385,"['David G. Derrick Jr.', 'Jason Hand', 'Dana Ledoux Miller']","['Jared Bush', 'Dana Ledoux Miller', 'Bek Smith']","[""Auli'i Cravalho"", 'Dwayne Johnson', 'Hualalai Chung']","['Computer Animation', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","['United States', 'Canada']","['Walt Disney Animation Studios, Vancouver BC']","['Disney Television Animation', 'The Walt Disney Company', 'Walt Disney Animation Canada']",['English'],2,23,0,2024
5. Despicable Me 4,https://www.imdb.com/title/tt7510222/?ref_=sr_t_5,2024,1h 34m,PG,6.2,59K,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",100000000.0,969126452,361004205,75009210,"['Chris Renaud', 'Patrick Delage']","['Mike White', 'Ken Daurio']","['Steve Carell', 'Kristen Wiig', 'Pierre Coffin']","['Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']",['United States'],[],"['Universal Pictures', 'Illumination Entertainment']","['English', 'French']",0,3,0,2024
6. Beetlejuice Beetlejuice,https://www.imdb.com/title/tt2049403/?ref_=sr_t_6,2024,1h 45m,PG-13,6.7,138K,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",100000000.0,451900435,294100435,111003345,['Tim Burton'],"['Michael McDowell', 'Larry Wilson', 'Alfred Gough']","['Michael Keaton', 'Winona Ryder', ""Catherine O'Hara""]","['Dark Comedy', 'Dark Fantasy', 'Slapstick', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Horror']","['United States', 'France']","['East Corinth, Vermont, USA']","['Warner Bros.', 'Domain Entertainment (II)', 'French Film Company']","['English', 'Italian', 'French', 'Spanish']",6,36,0,2024
7. Dune: Part Two,https://www.imdb.com/title/tt15239678/?ref_=sr_t_7,2024,2h 46m,PG-13,8.5,597K,"Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future.",190000000.0,714644358,282144358,82505391,['Denis Villeneuve'],"['Denis Villeneuve', 'Jon Spaihts', 'Frank Herbert']","['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson']","['Action Epic', 'Desert Adventure', 'Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi']","['United States', 'Canada', 'United Arab Emirates', 'Hungary', 'Italy', 'New Zealand', 'Jordan', 'Gambia']","['Wadi Rum, Jordan']","['Warner Bros.', 'Legendary Entertainment', 'Villeneuve Films']",['English'],82,335,5,2024
8. Twisters,https://www.imdb.com/title/tt12584954/?ref_=sr_t_8,2024,2h 2m,PG-13,6.5,155K,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies.",155000000.0,372262265,267762265,81251415,['Lee Isaac Chung'],"['Mark L. Smith', 'Joseph Kosinski', 'Michael Crichton']","['Daisy Edgar-Jones', 'Glen Powell', 'Anthony Ramos']","['Disaster', 'Action', 'Adventure', 'Thriller']","['Japan', 'United States']","['El Reno, Oklahoma, USA']","['Universal Pictures', 'Warner Bros.', 'Amblin Entertainment']",['English'],0,27,0,2024
9. Mufasa: The Lion King,https://www.imdb.com/title/tt13186482/?ref_=sr_t_9,2024,1h 58m,PG,6.7,38K,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",200000000.0,672555246,236043552,35409365,['Barry Jenkins'],['Jeff Nathanson'],"['Aaron Pierre', 'Kelvin Harrison Jr.', 'Tiffany Boone']","['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']","['United States', 'Canada']",['Botswana'],"['Walt Disney Pictures', 'Québec Production Services Tax Credit', 'Walt Disney Animation Studios']",['English'],0,15,0,2024
10. Sonic the Hedgehog 3,https://www.imdb.com/title/tt18259086/?ref_=sr_t_10,2024,1h 50m,PG,7.0,43K,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.",122000000.0,472334876,233434876,60102146,['Jeff Fowler'],"['Pat Casey', 'Josh Miller', 'John Whittington']","['Jim Carrey', 'Ben Schwartz', 'Keanu Reeves']","['Animal Adventure', 'Fantasy Epic', 'Globetrotting Adventure', 'Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['United States', 'Japan']","['London, England, UK']","['Paramount Pictures', 'Sega Sammy Group', 'Original Film']",['English'],0,0,0,2024
