Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Love Story,https://www.imdb.com/title/tt0066011/?ref_=sr_t_1,1970,1h 40m,PG,6.9,39K,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.
2. Airport,https://www.imdb.com/title/tt0065377/?ref_=sr_t_2,1970,2h 17m,G,6.6,23K,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved."
3. M*A*S*H,https://www.imdb.com/title/tt0066026/?ref_=sr_t_3,1970,1h 56m,R,7.3,80K,The staff of a Korean War field hospital uses humor and hijinks to keep their sanity in the face of the horror of war.
4. Patton,https://www.imdb.com/title/tt0066206/?ref_=sr_t_4,1970,2h 52m,PG,7.9,110K,The World War II phase of the career of controversial American general George S. Patton.
5. The Aristocats,https://www.imdb.com/title/tt0065421/?ref_=sr_t_5,1970,1h 18m,G,7.1,119K,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country."
6. Little Big Man,https://www.imdb.com/title/tt0065988/?ref_=sr_t_6,1970,2h 19m,PG-13,7.5,39K,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer."
7. Joe,https://www.imdb.com/title/tt0065916/?ref_=sr_t_7,1970,1h 47m,R,6.8,4.6K,Two men--wealthy conservative Bill and far-right factory worker Joe--form a dangerous bond after Bill confesses to Joe about murdering his daughter's drug-dealer boyfriend.
8. Beneath the Planet of the Apes,https://www.imdb.com/title/tt0065462/?ref_=sr_t_8,1970,1h 35m,G,6.0,55K,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.
9. On a Clear Day You Can See Forever,https://www.imdb.com/title/tt0066181/?ref_=sr_t_9,1970,2h 9m,G,6.4,4.4K,A troubled young woman who visits a psychotherapist to help her quit smoking undergoes hypnosis and finds herself reliving a tragic Victorian romance from a past life.
10. Getting Straight,https://www.imdb.com/title/tt0065775/?ref_=sr_t_10,1970,2h 4m,R,6.3,1.7K,A Vietnam vet and former social radical is conflicted by his desire to become a teacher and his sympathy with anti-establishment student protests.
11. Kelly's Heroes,https://www.imdb.com/title/tt0065938/?ref_=sr_t_11,1970,2h 24m,GP,7.6,56K,A group of U.S. soldiers sneaks across enemy lines in WWII France to get their hands on a secret stash of Nazi treasure.
12. Two Mules for Sister Sara,https://www.imdb.com/title/tt0065134/?ref_=sr_t_12,1970,1h 56m,GP,7.0,32K,"When a former Civil War soldier saves a nun from a gang of bandits, they team up to help the Mexicans in their war against the French."
13. Le cercle rouge,https://www.imdb.com/title/tt0065531/?ref_=sr_t_13,1970,2h 20m,Not Rated,7.9,30K,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
