iter	Logloss
164	0.3875022432
165	0.3873708268
166	0.3872544833
167	0.3871761538
168	0.3870726229
169	0.3869751394
170	0.3868852363
171	0.386809284
172	0.3866891714
173	0.3866254418
174	0.3865658008
175	0.3865035695
176	0.38177	0.390177	0.38178	0.39178	0.386179	0.39179	0.386180	0.39180	0.386026946
181	0.3859156786
182	0.3858123358
183	0.3856912363
184	0.385617649
185	0.3854448977
186	0.3853387179
187	0.3852440228
188	0.3851661039
189	0.3850466732
190	0.3849306192
191	0.3848379885
192	0.3846814052
193	0.3846433808
194	0.3845524043
195	0.3844366759
196	0.3843179215
197	0.384200089
198	0.3841277533
199	0.3840087837
200	0.3839659954
201	0.3838934953
202	0.3838182525
203	0.3837414659
204	0.3836694823
205	0.3835823295
206	0.3835421646
207	0.3834530473
208	0.3833909472
209	0.3832871836
210	0.3832103291
211	0.3831897292
212	0.3830498963
213	0.38298214	0.214	0.38289215	0.215	0.3827940829
216	0.3827375926
217	0.382619478
218	0.38253219	0.219	0.3824412535
220	0.382328527
221	0.382210222	0222	0.3821196817
223	0.3820590843
224	0.3819888739
225	0.3819329524
226	0.3818413172
227	0.3817801254
228	0.381741229	0229	0.381632230	0.3861137851
231	0.3859376491
232232	0.3814369233	233	0.3813246569
234	0.381196651
235	0.3810925967
236	0.3810048406
237	0.3809502492
238	0.3808437931
239	0.3808021871
240	0.3807796449
241	0.3806661527
242	0.3806260143
243	0.3805390781
244	0.3804636427
245	0.3803633883
246	0.3802989357
247	0.3801593812
248	0.3801013256
249	0.3799845174
250	0.3799153031
251	0.3797819825
252	0.3797115941
253	0.3796518955
254	0.379560722
255	0.3794531758
256	0.3793891612
257	0.3793316381
258	0.3792705902
259	0.379221449
260	0.3791132991
261	0.3790520395
262	0.3789844519
263	0.3789505256
264	0.3788905652
265	0.3787969126
266	0.378710722
267	0.3786349669
268	0.378531628
269	0.3784395277
270	0.3783349477
271	0.3783047264
272	0.3782079354
273	0.3781053149
274	0.3780402909
275	0.3779380372
276	0.3778385835
277	0.3777849931
278	0.3777405881
279	0.3776707979
280	0.3776108706
281	0.3775433055
282	0.3774423513
283	0.3772998552
284	0.3772322222
285	0.3771726946
286	0.3771188735
287	0.3769667299
288	0.3768440799
289	0.3767584223
290	0.3767278212
291	0.376578537
292	0.3764472479
293	0.376425943
294	0.3763696509
295	0.3762594972
296	0.3761156567
297	0.3760527333
298	0.3759740463
299	0.3759283621
300	0.3758521261
301	0.3757854131
302	0.375688582
303	0.3755779632
304	0.3754976018
305	0.3753647268
306	0.375316055
307	0.3752468222
308	0.3751942823
309	0.3750748581
310	0.3749927018
311	0.3748933244
312	0.3747968969
313	0.3747289941
314	0.3746106902
315	0.3745512732
316	0.3744538786
317	0.3743589094
318	0.3743083342
319	0.3741753647
320	0.3740918941
321	0.3740438887
322	0.3739384773
323	0.3738432639
324	0.3737347453
325	0.3736562452
326	0.3735961068
327	0.37349328	0.3775610303
329	0.3774154721
330	0.3772971882
331	0.3772198893
332	0.377089925
333	0.3770162892
334	0.3767949504
335	0.3767054702
336	0.3766647547
337	0.3765617061
338	0.3764006139
339	0.3763046569
340	0.3762143098
341	0.3760902454
342	0.3760112189
343	0.3757537964
344	0.3756597958
345	0.3755350831
346	0.3754611531
347	0.3753665302
348	0.3752343685
349	0.3751385453
350	0.3749731396
351	0.3748471463
352	0.3747217923
353	0.3745777926
354	0.3745362466
355	0.3744602208
356	0.3743732895
357	0.3742548178
358	0.3741708249
359	0.3739978231
360	0.3738910731
361	0.3737996845
362	0.3736638261
363	0.373552671
364	0.3734613079
365	0.3733212321
366	0.3732283478
367	0.3731414282
368	0.3730904074
369	0.3729115127
370	0.37282869
371	0.3726689722
372	0.3725357675
373	0.3724439491
374	0.3723562692
375	0.3721889704
376	0.3720651633
377	0.3719656194
378	0.3718679738
379	0.3717803328
380	0.371645463
381	0.3715268341
382	0.3714266981
383	0.3713399707
384	0.3712059221
385	0.3710823894
386	0.3709707615
387	0.3708761439
388	0.3707287074
389	0.3705686737
390	0.3704250959
391	0.3702513243
392	0.3700827631
393	0.3699591176
394	0.3698205537
395	0.3696486683
396	0.3695753424
397	0.3694917348
398	0.3694231485
399	0.3691945895
400	0.3690912838
401	0.368998885
402	0.368817052
403	0.3687512007
404	0.3687063141
405	0.3686089891
406	0.3685297381
407	0.3684487268
408	0.3683560158
409	0.3682557378
410	0.3681864458
411	0.3680563921
412	0.3679622872
413	0.3678522473
414	0.3677688206
415	0.3676964131
416	0.3675299957
417	0.3674475926
418	0.3673584934
419	0.3672560922
420	0.367182729
421	0.3670384748
422	0.3668420477
423	0.3667266381
424	0.3665275394
425	0.3664237739
426	0.3663046918
427	0.3661863798
428	0.3660860372
429	0.3659583847
430	0.3658504394
431	0.3657649416
432	0.3656873799
433	0.3655910642
434	0.3655163702
435	0.365399739
436	0.3653272633
437	0.3652351623
438	0.3650492962
439	0.3649840722
440	0.3648858387
441	0.364778151
442	0.364610965
443	0.3645371908
444	0.3644136691
445	0.364325543
446	0.3642481452
447	0.3640702951
448	0.3639126832
449	0.3638443813
450	0.3637803406
451	0.3636693761
452	0.3634843767
453	0.3634085526
454	0.363285864
455	0.3632277691
456	0.3630434547
457	0.3628861764
458	0.3627706501
459	0.3626590821
460	0.3626036661
461	0.3625480521
462	0.3624830108
463	0.362384238
464	0.3623227891
465	0.3621811154
466	0.3620346767
467	0.3619330829
468	0.3618650415
469	0.3617164465
470	0.3616680677
471	0.3615620426
472	0.3615038458
473	0.3613628611
474	0.3612373676
475	0.3611244489
476	0.3610459593
477	0.3608814329
478	0.3607195904
479	0.3606304626
480	0.3604783952
481	0.360359059
482	0.3602381494
483	0.3601148634
484	0.3600066147
485	0.3598971822
486	0.3597610484
487	0.3596572181
488	0.3596023004
489	0.3594089632
490	0.3593237904
491	0.3592020737
492	0.3591449077
493	0.3590904171
494	0.3590116412
495	0.3589683474
496	0.3588340726
497	0.3586892446
498	0.3585478312
499	0.3584250389
500	0.3583233539
501	0.3581632709
502	0.3581142158
503	0.3579836169
504	0.3579122422
505	0.3578702092
506	0.3577571002
507	0.3576209414
508	0.3574196191
509	0.3573450788
510	0.3572543169
511	0.3571639087
512	0.3570442443
513	0.3569729488
514	0.3568135718
515	0.3566930139
516	0.3565677056
517	0.3564753404
518	0.356362574
519	0.3563058492
520	0.356128498
521	0.356092452
522	0.3559871788
523	0.355924706
524	0.3558187849
525	0.3556406075
526	0.3554396823
527	0.3553100861
528	0.3552656424
529	0.3551172588
530	0.3550133995
531	0.3549138187
532	0.3548515896
533	0.3546952413
534	0.3545710962
535	0.3544872653
536	0.3544502701
537	0.3543343682
538	0.3541800575
539	0.3541099225
540	0.354050375
541	0.3540103048
542	0.3539760053
543	0.3539243954
544	0.3537674244
545	0.3536570984
546	0.3535596683
547	0.3534449976
548	0.3532905437
549	0.3532572442
550	0.3531699661
551	0.3531151616
552	0.3528940901
553	0.3527909089
554	0.352671892
555	0.3525591751
556	0.3524687454
557	0.3523880291
558	0.3522636293
559	0.3521948646
560	0.3520506649
561	0.3519182368
562	0.351863253
563	0.3517045495
564	0.3516579738
565	0.3515650843
566	0.3514475378
567	0.351306678
568	0.3512644966
569	0.3512259083
570	0.3511923812
571	0.3511032868
572	0.3509863486
573	0.3509370904
574	0.3508776343
575	0.3507957683
576	0.3507054595
577	0.350583244
578	0.3505201875
579	0.3504356142
580	0.3503785145
581	0.3502721551
582	0.35017762
583	0.3500546314
584	0.3499385461
585	0.3498391524
586	0.3497386678
587	0.3496871433
588	0.3496455271
589	0.3494797238
590	0.3494504028
591	0.3493360424
592	0.3492583746
593	0.349211398
594	0.3491118973
595	0.3490189299
596	0.3489245271
597	0.3488396267
598	0.3487960219
599	0.3487145834
600	0.3486571729
601	0.3485597694
602	0.3484758445
603	0.3484284373
604	0.3483467395
605	0.3482672177
606	0.3481493407
607	0.3480453163
608	0.3478655036
609	0.3478257266
610	0.3477961856
611	0.3477097733
612	0.347632242
613	0.3476053345
614	0.3475544569
615	0.3474706336
616	0.3474158893
617	0.3473358682
618	0.3472417964
619	0.3471738509
620	0.3470949197
621	0.3469829338
622	0.3469419744
623	0.3467237268
624	0.3466268724
625	0.3465888509
626	0.3465240264
627	0.3464614312
628	0.346430292
629	0.3463543886
630	0.3462803916
631	0.3460753383
632	0.346003091
633	0.3458642951
634	0.3458389518
635	0.3457094213
636	0.3457086126
637	0.3455687106
638	0.345536445
639	0.345500661
640	0.3454017343
641	0.3453407545
642	0.3452428641
643	0.3450982767
644	0.3449625781
645	0.3449388703
646	0.3448873524
647	0.3447625291
648	0.3447389618
649	0.3445508691
650	0.3444734475
651	0.344423744
652	0.3443027008
653	0.3442046476
654	0.3441397491
655	0.3440285629
656	0.3439539175
657	0.3438272676
658	0.3437411356
659	0.3436731371
660	0.3434991802
661	0.3433992395
662	0.3432904204
663	0.3431826737
664	0.3431057739
665	0.3429951857
666	0.3429180127
667	0.3428682388
668	0.3427684558
669	0.3426561129
670	0.3425628001
671	0.3424583961
672	0.342389205
673	0.3423448904
674	0.3423206028
675	0.3422239096
676	0.3421226369
677	0.3420355156
678	0.3419863886
679	0.3419245281
680	0.3419097339
681	0.3418599286
682	0.341765625
683	0.3416916655
684	0.341640247
685	0.3415773882
686	0.3414711659
687	0.34140737
688	0.3413859687
689	0.3412723468
690	0.341198647
691	0.3411216232
692	0.3410588187
693	0.3409968099
694	0.3408959158
695	0.3408049992
696	0.3406902672
697	0.3405868312
698	0.3405658936
699	0.3404723349
700	0.3403463248
701	0.3402994488
702	0.3401991474
703	0.3400891653
704	0.3400078483
705	0.3399863932
706	0.3398959675
707	0.3398526236
708	0.3397882921
709	0.339692103
710	0.3396023292
711	0.3395158193
712	0.3394318217
713	0.3393448022
714	0.3392834409
715	0.3392122066
716	0.3390810429
717	0.3389877245
718	0.3389235701
719	0.3388119875
720	0.3387256308
721	0.3385829597
722	0.3384713057
723	0.3383608891
724	0.3382797023
725	0.338169249
726	0.3380798638
727	0.3380169695
728	0.3379244015
729	0.3378316523
730	0.3377311764
731	0.3376495506
732	0.3375983425
733	0.3374990719
734	0.3374330077
735	0.3373885756
736	0.3373411501
737	0.3372939379
738	0.337263891
739	0.3372290726
740	0.3370354444
741	0.3369631039
742	0.3368848322
743	0.3367135881
744	0.3367117564
745	0.3365813575
746	0.3365065196
747	0.3364211357
748	0.3363515382
749	0.3362716737
750	0.3361819488
751	0.3361059384
752	0.3360364763
753	0.3359960067
754	0.3359041843
755	0.3358312425
756	0.3357278832
757	0.3355716821
758	0.3354945451
759	0.3353718505
760	0.3352997732
761	0.3351951495
762	0.3351393549
763	0.3350043531
764	0.3349403232
765	0.334899538
766	0.3348145902
767	0.3347442357
768	0.3346801414
769	0.3345712102
770	0.3344762319
771	0.334453885
772	0.3343295641
773	0.3342438408
774	0.3341514313
775	0.3340686945
776	0.333951516
777	0.3338834555
778	0.3337602539
779	0.3337022129
780	0.3336469269
781	0.3335701166
782	0.3335031193
783	0.3334352257
784	0.333360816
785	0.3332868534
786	0.3331521873
787	0.3330774408
788	0.3329527722
789	0.3328613335
790	0.3327873478
791	0.332708911
792	0.3326179283
793	0.3325534704
794	0.3324800713
795	0.3324291682
796	0.3323704931
797	0.3322536158
798	0.3321875952
799	0.3321081558
800	0.3320326538
801	0.3319620794
802	0.3318959901
803	0.3318056253
804	0.3317721185
805	0.3316701742
806	0.3315797916
807	0.3315104056
808	0.3314418689
809	0.3313795201
810	0.3312497645
811	0.3311679142
812	0.3310443134
813	0.3309228449
814	0.3308252553
815	0.330765165
816	0.3307170901
817	0.3306238284
818	0.3305205419
819	0.3304069998
820	0.3303069825
821	0.3302696479
822	0.3302174061
823	0.3301138096
824	0.3300356469
825	0.3299984596
826	0.3299319868
827	0.3298682315
828	0.3297874743
829	0.3297242825
830	0.3296761162
831	0.3296238647
832	0.3295587249
833	0.3294861411
834	0.3294647667
835	0.3294170703
836	0.3293069338
837	0.3292421148
838	0.3291701488
839	0.3290770743
840	0.3289741368
841	0.3288726966
842	0.3287899786
843	0.3287749541
844	0.3287089705
845	0.3286522069
846	0.328536393
847	0.3283917454
848	0.328346644
849	0.3282799872
850	0.3282444495
851	0.3281996172
852	0.3281083854
853	0.3280209983
854	0.3279884997
855	0.3279298624
856	0.3278438663
857	0.3277391809
858	0.3276577141
859	0.3275548929
860	0.3275086302
861	0.3274305409
862	0.3273647299
863	0.3273099044
864	0.3272137444
865	0.3271530148
866	0.3270700903
867	0.3270259273
868	0.3269701329
869	0.3268886468
870	0.3267256199
871	0.3266355614
872	0.3265799931
873	0.3265181499
874	0.3263942528
875	0.3263127656
876	0.3262209551
877	0.3261144233
878	0.3260158282
879	0.3258896241
880	0.325846409
881	0.3257944517
882	0.3257756244
883	0.3257232676
884	0.3256362111
885	0.32560941
886	0.3254516077
887	0.3253839501
888	0.3253263881
889	0.325233156
890	0.3251491992
891	0.3250058607
892	0.3249111291
893	0.3248831553
894	0.3248109763
895	0.3247151804
896	0.3246583897
897	0.3246074266
898	0.3245729443
899	0.3244275842
900	0.3243621052
901	0.3243105111
902	0.3242027097
903	0.3240500432
904	0.3240003091
905	0.3239315667
906	0.3238830791
907	0.3237830557
908	0.3236572498
909	0.3234878889
910	0.3234375119
911	0.3233428098
912	0.3232669302
913	0.323225832
914	0.3231721275
915	0.3230830624
916	0.3230363224
917	0.3229400911
918	0.322863639
919	0.3228224128
920	0.3227465479
921	0.3226789231
922	0.3226679406
923	0.3225789453
924	0.3224953274
925	0.3224585218
926	0.3223710876
927	0.3223150897
928	0.3222435647
929	0.3221545548
930	0.3221447493
931	0.3220920291
932	0.3220030063
933	0.3219499682
934	0.3218633054
935	0.3217918287
936	0.3216846785
937	0.3216175077
938	0.3215339847
939	0.3214482451
940	0.321416701
941	0.3213526049
942	0.3212870119
943	0.3212123793
944	0.3211511093
945	0.3210846764
946	0.3210181648
947	0.320973996
948	0.3208520661
949	0.3207365481
950	0.3206709147
951	0.3205764997
952	0.3204705681
953	0.3204233345
954	0.3203606667
955	0.3203095306
956	0.3202675895
957	0.320189466
958	0.3200723532
959	0.320024046
960	0.3199237248
961	0.3198448279
962	0.3197836441
963	0.3197141345
964	0.3196524748
965	0.3196039092
966	0.3195415624
967	0.3195163165
968	0.3193747553
969	0.3193211896
970	0.319230962
971	0.3191380542
972	0.3190083594
973	0.3189338365
974	0.3188625434
975	0.3188356726
976	0.3187863336
977	0.3187124745
978	0.3186555788
979	0.3185780419
980	0.3185352994
981	0.3184633307
982	0.3183755494
983	0.3182796834
984	0.3182036895
985	0.3180798779
986	0.3179540165
987	0.317834555
988	0.3177801145
989	0.317663019
990	0.3175669536
991	0.3174487202
992	0.3173137143
993	0.3171732337
994	0.3171276971
995	0.3170517345
996	0.3169382281
997	0.3168602772
998	0.3168336951
999	0.3167467241
50154
0.3173843629
