Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. American Sniper,https://www.imdb.com/title/tt2179136/?ref_=sr_t_1,2014,2h 13m,R,7.3,546K,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind."
2. The Hunger Games: Mockingjay - Part 1,https://www.imdb.com/title/tt1951265/?ref_=sr_t_2,2014,2h 3m,PG-13,6.6,519K,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage."
3. Guardians of the Galaxy,https://www.imdb.com/title/tt2015381/?ref_=sr_t_3,2014,2h 1m,PG-13,8.0,1.3M,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
4. Captain America: The Winter Soldier,https://www.imdb.com/title/tt1843866/?ref_=sr_t_4,2014,2h 16m,PG-13,7.7,925K,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
5. The Lego Movie,https://www.imdb.com/title/tt1490017/?ref_=sr_t_5,2014,1h 40m,PG,7.7,399K,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
6. The Hobbit: The Battle of the Five Armies,https://www.imdb.com/title/tt2310332/?ref_=sr_t_6,2014,2h 24m,R,7.4,592K,Bilbo Baggins and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
7. Transformers: Age of Extinction,https://www.imdb.com/title/tt2109248/?ref_=sr_t_7,2014,2h 45m,PG-13,5.6,339K,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help."
8. Maleficent,https://www.imdb.com/title/tt1587310/?ref_=sr_t_8,2014,1h 37m,PG,6.9,410K,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land."
9. X-Men: Days of Future Past,https://www.imdb.com/title/tt1877832/?ref_=sr_t_9,2014,2h 12m,PG-13,7.9,765K,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
10. Big Hero 6,https://www.imdb.com/title/tt2245084/?ref_=sr_t_10,2014,1h 42m,PG,7.8,523K,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
11. Dawn of the Planet of the Apes,https://www.imdb.com/title/tt2103281/?ref_=sr_t_11,2014,2h 10m,PG-13,7.6,497K,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
12. The Amazing Spider-Man 2,https://www.imdb.com/title/tt1872181/?ref_=sr_t_12,2014,2h 22m,PG-13,6.6,557K,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones."
