Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Blazing Saddles,https://www.imdb.com/title/tt0071230/?ref_=sr_t_1,1974,1h 33m,R,7.7,157K,"In order to ruin a western town and steal their land, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.",2600000.0,119625020.0,119616663.0,,['Mel Brooks'],"['Mel Brooks', 'Norman Steinberg', 'Andrew Bergman']","['Cleavon Little', 'Gene Wilder', 'Slim Pickens']","['Farce', 'Parody', 'Slapstick', 'Comedy', 'Western']",['United States'],"['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']","['Crossbow Productions', 'Warner Bros.']","['English', 'Yiddish', 'German']",3,6,3,1974
2. The Towering Inferno,https://www.imdb.com/title/tt0072308/?ref_=sr_t_2,1974,2h 45m,PG,7.0,50K,"At the opening party of a colossal San Francisco skyscraper, a massive fire breaks out due to careless building practices by the contractor, threatening to destroy the tower and everyone in it.",14000000.0,116001993.0,116000000.0,,['John Guillermin'],"['Richard Martin Stern', 'Thomas N. Scortia', 'Frank M. Robinson']","['Paul Newman', 'Steve McQueen', 'William Holden']","['Disaster', 'Action', 'Drama', 'Thriller']",['United States'],"['2898 Vallejo Street, Pacific Heights, San Francisco, California, USA']","['Twentieth Century Fox', 'Warner Bros.', 'Irwin Allen Productions']",['English'],13,14,3,1974
3. Young Frankenstein,https://www.imdb.com/title/tt0072431/?ref_=sr_t_3,1974,1h 46m,PG,8.0,174K,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",2800000.0,86276706.0,86273333.0,,['Mel Brooks'],"['Gene Wilder', 'Mel Brooks', 'Mary Shelley']","['Gene Wilder', 'Madeline Kahn', 'Marty Feldman']","['Farce', 'Parody', 'Slapstick', 'Comedy']",['United States'],"['Mayfair Theatre - 214 Santa Monica Boulevard, Santa Monica, California, USA']","['Gruskoff/Venture Films', 'Crossbow Productions', 'Jouer Limited']","['English', 'German']",10,8,2,1974
4. Earthquake,https://www.imdb.com/title/tt0071455/?ref_=sr_t_4,1974,2h 2m,PG,5.9,18K,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",7000000.0,79666653.0,79666653.0,,['Mark Robson'],"['George Fox', 'Mario Puzo']","['Charlton Heston', 'Ava Gardner', 'George Kennedy']","['Dark Comedy', 'Disaster', 'Action', 'Drama', 'Thriller']",['United States'],"['New York Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA']","['Universal Pictures', 'The Filmakers Group']",['English'],3,7,1,1974
5. The Godfather Part II,https://www.imdb.com/title/tt0071562/?ref_=sr_t_5,1974,3h 22m,R,9.0,1.4M,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",13000000.0,47964222.0,47834595.0,171417.0,['Francis Ford Coppola'],"['Francis Ford Coppola', 'Mario Puzo']","['Al Pacino', 'Robert De Niro', 'Robert Duvall']","['Epic', 'Gangster', 'Tragedy', 'Crime', 'Drama']",['United States'],"['Kaiser Estate - 4000 W Lake Blvd, Homewood, Lake Tahoe, California, USA']","['Paramount Pictures', 'The Coppola Company', 'American Zoetrope']","['English', 'Italian', 'Spanish', 'Latin', 'Sicilian']",17,21,6,1974
6. The Longest Yard,https://www.imdb.com/title/tt0071771/?ref_=sr_t_6,1974,2h 1m,R,7.1,22K,"A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards.",2900000.0,43008075.0,43008075.0,,['Robert Aldrich'],"['Tracy Keenan Wynn', 'Albert S. Ruddy']","['Burt Reynolds', 'Eddie Albert', 'Ed Lauter']","['Football', 'Prison Drama', 'Comedy', 'Crime', 'Drama', 'Sport']",['United States'],"['Brunswick, Georgia, USA']","['Paramount Pictures', 'Long Road Productions', 'Ruddy Productions']",['English'],2,4,1,1974
7. Benji,https://www.imdb.com/title/tt0071206/?ref_=sr_t_7,1974,1h 26m,G,6.1,5.3K,A stray dog saves two kidnapped children.,500000.0,39552000.0,39552000.0,,['Joe Camp'],['Joe Camp'],"['Peter Breck', 'Deborah Walley', 'Patsy Garrett']","['Animal Adventure', 'Adventure', 'Family', 'Romance']",['United States'],"['Denton, Texas, USA']",['Mulberry Square Productions'],['English'],0,2,1,1974
8. Herbie Rides Again,https://www.imdb.com/title/tt0071607/?ref_=sr_t_8,1974,1h 28m,G,5.7,9.1K,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,,38229000.0,38229000.0,,['Robert Stevenson'],"['Bill Walsh', 'Gordon Buford']","['Helen Hayes', 'Ken Berry', 'Stefanie Powers']","['Comedy', 'Family', 'Fantasy', 'Romance']",['United States'],"['Backlot, Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA']",['Walt Disney Productions'],['English'],0,0,0,1974
9. The Texas Chain Saw Massacre,https://www.imdb.com/title/tt0072271/?ref_=sr_t_9,1974,1h 23m,R,7.4,196K,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",140000.0,30920518.0,30859000.0,,['Tobe Hooper'],"['Kim Henkel', 'Tobe Hooper']","['Marilyn Burns', 'Edwin Neal', 'Allen Danziger']","['B-Horror', 'Psychological Horror', 'Slasher Horror', 'Splatter Horror', 'Teen Horror', 'Horror']",['United States'],"[""Bilbo's Texas Landmark - 1073 State Highway 304, Bastrop, Texas, USA""]",['Vortex'],['English'],4,2,0,1974
10. Chinatown,https://www.imdb.com/title/tt0071315/?ref_=sr_t_10,1974,2h 10m,R,8.1,362K,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",6000000.0,29231954.0,29200000.0,,['Roman Polanski'],"['Robert Towne', 'Roman Polanski']","['Jack Nicholson', 'Faye Dunaway', 'John Huston']","['Conspiracy Thriller', 'Hard-boiled Detective', 'Psychological Drama', 'Psychological Thriller', 'Tragedy', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Big Tujunga Wash at Foothill Blvd., Sunland, Los Angeles, California, USA']","['Paramount Pictures', 'Penthouse Video', 'Long Road Productions']","['English', 'Cantonese', 'Spanish']",21,24,1,1974
11. Murder on the Orient Express,https://www.imdb.com/title/tt0071877/?ref_=sr_t_11,1974,2h 8m,PG,7.2,71K,"In December 1935, when his transcontinental luxury train is stranded by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before, with a multitude of suspects.",1500000.0,27659517.0,27634716.0,,['Sidney Lumet'],"['Agatha Christie', 'Paul Dehn', 'Anthony Shaffer']","['Albert Finney', 'Lauren Bacall', 'Ingrid Bergman']","['Suspense Mystery', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United Kingdom'],"['Istanbul, Turkey']","['EMI Film Distributors', 'G.W. Films Limited']","['English', 'French', 'German', 'Turkish', 'Italian', 'Swedish', 'Hungarian']",10,17,1,1974
12. That's Entertainment!,https://www.imdb.com/title/tt0072272/?ref_=sr_t_12,1974,2h 15m,G,7.8,5.5K,Various MGM stars from yesteryear present their favorite musical moments from the studio's 50-year history.,3200000.0,26890200.0,26890200.0,,['Jack Haley Jr.'],['Jack Haley Jr.'],"['Fred Astaire', 'Gene Kelly', 'Bing Crosby']","['Documentary', 'Family', 'Musical']",['United States'],"['Hollywood, Los Angeles, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],['English'],2,0,0,1974
13. Death Wish,https://www.imdb.com/title/tt0071402/?ref_=sr_t_13,1974,1h 33m,R,6.9,46K,"A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks. In self-defense, the vengeful man kills muggers on the mean streets after dark.",3000000.0,22000000.0,22000000.0,,['Michael Winner'],"['Brian Garfield', 'Wendell Mayes', 'Gerald Wilson']","['Charles Bronson', 'Hope Lange', 'Vincent Gardenia']","['One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']","['United States', 'United Kingdom', 'Italy']","['Bear Down Gym, University of Arizona, Tucson, Arizona, USA']","['Dino De Laurentiis', 'Landers-Roberts Productions', 'Scimitar Films']","['English', 'Italian', 'German', 'French']",0,2,0,1974
14. Thunderbolt and Lightfoot,https://www.imdb.com/title/tt0072288/?ref_=sr_t_14,1974,1h 55m,R,7.0,30K,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organize a daring new heist.",2200000.0,21700000.0,21700000.0,,['Michael Cimino'],['Michael Cimino'],"['Clint Eastwood', 'Jeff Bridges', 'George Kennedy']","['Caper', 'Dark Comedy', 'Heist', 'Action', 'Comedy', 'Crime', 'Drama']",['United States'],"['Diversion Lake, Lewis and Clark National Forest, Montana, USA']",['The Malpaso Company'],['English'],0,0,1,1974
15. The Man with the Golden Gun,https://www.imdb.com/title/tt0071807/?ref_=sr_t_15,1974,2h 5m,PG,6.7,116K,"James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.",7000000.0,20972986.0,20972000.0,,['Guy Hamilton'],"['Richard Maibaum', 'Tom Mankiewicz', 'Ian Fleming']","['Roger Moore', 'Christopher Lee', 'Britt Ekland']","['Spy', 'Action', 'Adventure', 'Thriller']",['United Kingdom'],"['James Bond Island, Phang Nga Bay, Thailand']",['Eon Productions'],"['English', 'Thai', 'Cantonese']",2,0,0,1974
16. The Great Gatsby,https://www.imdb.com/title/tt0071577/?ref_=sr_t_16,1974,2h 24m,PG,6.4,27K,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.",6500000.0,20563766.0,20563273.0,,['Jack Clayton'],"['F. Scott Fitzgerald', 'Francis Ford Coppola']","['Robert Redford', 'Mia Farrow', 'Bruce Dern']","['Tragedy', 'Drama', 'Romance']",['United States'],"['Marble House - 596 Bellevue Avenue, Newport, Rhode Island, USA']","['Paramount Pictures', 'Newdon Productions']",['English'],7,4,2,1974
17. Alice Doesn't Live Here Anymore,https://www.imdb.com/title/tt0071115/?ref_=sr_t_17,1974,1h 52m,PG,7.3,28K,"A recently-widowed woman is on the road with her precocious young son, determined to make a new life for herself as a singer.",1800000.0,18600211.0,18600000.0,,['Martin Scorsese'],['Robert Getchell'],"['Ellen Burstyn', 'Kris Kristofferson', 'Mia Bendixsen']","['Drama', 'Romance']",['United States'],"['Chicago Music Store - 130 E Congress Street, Tucson, Arizona, USA']",['Warner Bros.'],['English'],6,11,1,1974
18. The Sugarland Express,https://www.imdb.com/title/tt0072226/?ref_=sr_t_18,1974,1h 50m,PG,6.7,20K,A woman attempts to reunite her family by helping her husband escape prison and together kidnapping their son. But things don't go as planned when they are forced to take a police hostage on the road.,3000000.0,7505037.0,7500000.0,,['Steven Spielberg'],"['Hal Barwood', 'Matthew Robbins', 'Steven Spielberg']","['Goldie Hawn', 'Ben Johnson', 'Michael Sacks']","['Dark Comedy', 'Crime', 'Drama']",['United States'],"['San Antonio, Texas, USA']","['Universal Pictures', 'Zanuck/Brown Productions']",['English'],2,5,0,1974
19. The Conversation,https://www.imdb.com/title/tt0071360/?ref_=sr_t_19,1974,1h 53m,PG,7.7,127K,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",1600000.0,4886886.0,4852199.0,5494.0,['Francis Ford Coppola'],['Francis Ford Coppola'],"['Gene Hackman', 'John Cazale', 'Allen Garfield']","['Conspiracy Thriller', 'Psychological Drama', 'Psychological Thriller', 'Drama', 'Mystery', 'Thriller']",['United States'],"['American Roofing Co. Building - 1616 16th Street, Potrero Hill, San Francisco, California, USA']","['The Directors Company', 'The Coppola Company', 'American Zoetrope']",['English'],14,17,3,1974
20. A Poem Is a Naked Person,https://www.imdb.com/title/tt0424359/?ref_=sr_t_20,1974,1h 30m,Not Rated,7.1,572,Les Blank's first feature-length documentary captures music and other events at Leon Russell's Oklahoma recording studio during a three-year period (1972-1974).,,96775.0,96592.0,5526.0,['Les Blank'],['Les Blank'],"['Leon Russell', 'Eric Andersen', 'Richard V. Armstrong']","['Documentary', 'Music']",['United States'],"['Anaheim, California, USA']","['Les Blank Films', 'Skyhill Films']",['English'],0,0,0,1974
21. Celine and Julie Go Boating,https://www.imdb.com/title/tt0071381/?ref_=sr_t_21,1974,3h 13m,Unrated,7.2,6.6K,A mysteriously linked pair of young women find their daily lives preempted by a strange boudoir melodrama that plays itself out in a hallucinatory parallel reality.,,31452.0,31452.0,5624.0,['Jacques Rivette'],"['Juliet Berto', 'Dominique Labourier', 'Bulle Ogier']","['Juliet Berto', 'Dominique Labourier', 'Bulle Ogier']","['Dark Comedy', 'Slapstick', 'Comedy', 'Drama', 'Fantasy', 'Mystery']",['France'],"['Montmartre, Paris 18, Paris, France']","['Action Films', 'Les Films 7', 'Les Films Christian Fechner']",['French'],0,0,0,1974
22. Hearts and Minds,https://www.imdb.com/title/tt0071604/?ref_=sr_t_22,1974,1h 52m,R,8.2,6.3K,A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.,,28754.0,28754.0,8556.0,['Peter Davis'],[],"['Tin Chan', 'Chau Diem', 'Ngo Dinh Diem']","['Documentary', 'History', 'War']",['United States'],"['Linden, New Jersey, USA']","['Audjeff', 'BBS Productions', 'Rainbow Releasing']","['English', 'French', 'Vietnamese']",5,0,1,1974
23. Swept Away,https://www.imdb.com/title/tt0073817/?ref_=sr_t_23,1974,1h 54m,R,7.5,7K,A trip into the Mediterranean sea becomes a trip into the discovery of how society's frameworks of the rich and poor are delicate and temporary.,,22143.0,22143.0,1011.0,['Lina Wertmüller'],['Lina Wertmüller'],"['Giancarlo Giannini', 'Mariangela Melato', 'Riccardo Salvino']","['Survival', 'Adventure', 'Comedy', 'Drama']",['Italy'],"['Tortolì, Sardinia, Italy']","['Cam Sugar', 'Medusa Distribuzione']","['Italian', 'French']",4,4,0,1974
24. Stavisky,https://www.imdb.com/title/tt0072204/?ref_=sr_t_24,1974,2h,PG,6.5,2.6K,A swindler's activity indirectly caused a political crisis in France in the last years before World War II.,,13793.0,13793.0,4734.0,['Alain Resnais'],['Jorge Semprún'],"['Jean-Paul Belmondo', 'Charles Boyer', 'François Périer']","['Biography', 'Crime', 'Drama']","['France', 'Italy']","['Paris Studios Cinéma, Billancourt, Hauts-de-Seine, France']","['Cerito Films', 'Les Films Ariane', 'Simar Films']","['French', 'English']",3,0,0,1974
25. Ali: Fear Eats the Soul,https://www.imdb.com/title/tt0071141/?ref_=sr_t_25,1974,1h 33m,Not Rated,8.0,25K,"A lonely widow meets a much younger Moroccan worker in a bar during a rainstorm. They fall in love, to their own surprise and to the outright shock of their families, colleagues, and drinking buddies.",260000.0,16247.0,8144.0,11623.0,['Rainer Werner Fassbinder'],['Rainer Werner Fassbinder'],"['Brigitte Mira', 'El Hedi ben Salem', 'Barbara Valentin']","['Feel-Good Romance', 'Political Drama', 'Drama', 'Romance']",['West Germany'],"['Munich, Bavaria, Germany']","['Tango Film', 'Filmverlag der Autoren']","['German', 'Arabic']",4,0,0,1974
26. Effi Briest,https://www.imdb.com/title/tt0071458/?ref_=sr_t_26,1974,2h 15m,Not Rated,6.9,2.8K,"In the nineteenth century, seventeen year old Effi Briest is married to the older Baron von Instetten and moves into a house, that she believes has a ghost, in a small isolated Baltic town. She soon bears a daughter, Annie, and hires the lapsed Catholic Roswitha to look after her. Effi is lonely when her husband is away on business, so she spends time riding and walking along the shore with Major Crampas. Instetten is promoted to Ministerial Councillor and the family moves to Berlin, where Effi enjoys the social life. Six years later, the Baron is given letters from Crampas to Effi that convince him that they had an affair. He feels obliged to challenge Crampas to a duel and banish Effi from the house.",750000.0,8148.0,8144.0,11623.0,['Rainer Werner Fassbinder'],"['Rainer Werner Fassbinder', 'Theodor Fontane']","['Hanna Schygulla', 'Wolfgang Schenck', 'Ulli Lommel']","['Drama', 'History']",['West Germany'],"['Neustadt, Schleswig-Holstein, Germany']",['Tango Film'],['German'],0,0,0,1974
27. The Phantom of Liberty,https://www.imdb.com/title/tt0071487/?ref_=sr_t_27,1974,1h 44m,R,7.7,18K,A series of surreal sequences that critique morality and society in a stream of consciousness style.,,6749.0,6172.0,6172.0,['Luis Buñuel'],"['Luis Buñuel', 'Jean-Claude Carrière']","['Jean-Claude Brialy', 'Adolfo Celi', 'Michel Piccoli']","['Dark Comedy', 'Satire', 'Comedy']","['France', 'Italy']","['Tour Montparnasse - 33, avenue Maine, Paris 15, Paris, France']",['Greenwich Film Productions'],"['Latin', 'Spanish', 'French']",2,0,0,1974
"28. Vincent, François, Paul and the Others",https://www.imdb.com/title/tt0072368/?ref_=sr_t_28,1974,1h 58m,Not Rated,7.3,2.8K,"Three friends face mid-life crises. Paul is a writer who's blocked. François has lost his ideals and practices medicine for the money. The charming Vincent faces bankruptcy and his wife, from whom he's separated, wants a divorce.",,5603.0,5063.0,,['Claude Sautet'],"['Claude Néron', 'Jean-Loup Dabadie', 'Claude Sautet']","['Yves Montand', 'Michel Piccoli', 'Serge Reggiani']",['Drama'],"['France', 'Italy']","['Epinay-sur-Seine, Seine-Saint-Denis, France']","['Lira Films', 'President Produzioni']",['French'],0,0,0,1974
29. Promised Lands,https://www.imdb.com/title/tt0072041/?ref_=sr_t_29,1974,1h 27m,Not Rated,6.3,66,"This is Susan Sontag's documentary about Israel, shot during the Yom Kippur war. Much of it is strictly observational.",,4546.0,4546.0,797.0,['Susan Sontag'],['Susan Sontag'],"['Yoram Kaniuk', ""Yuval Ne'eman""]","['Documentary', 'War']","['Poland', 'France']",[],[],"['English', 'French']",0,0,0,1974
30. Phantom of the Paradise,https://www.imdb.com/title/tt0071994/?ref_=sr_t_30,1974,1h 31m,PG,7.3,24K,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",1300000.0,2245.0,,,['Brian De Palma'],"['Brian De Palma', 'Louisa Rose']","['Paul Williams', 'William Finley', 'Jessica Harper']","['Dark Comedy', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Music', 'Romance', 'Thriller']",['United States'],"['Majestic Theatre - 1925 Elm Street, Dallas, Texas, USA']","['Harbor Productions', 'Pressman-Williams Enterprises']",['English'],3,5,1,1974
