Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Kramer vs. Kramer,https://www.imdb.com/title/tt0079417/?ref_=sr_t_1,1979,1h 45m,PG,7.8,159K,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",8000000.0,106260000.0,106260000.0,,['Robert Benton'],"['Avery Corman', 'Robert Benton', 'Meryl Streep']","['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander']",['Drama'],['United States'],"['The Mall, Central Park, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Stanley Jaffe Production']",['English'],41,26,5,1979
2. Apocalypse Now,https://www.imdb.com/title/tt0078788/?ref_=sr_t_2,1979,2h 27m,R,8.4,735K,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,31500000.0,105086099.0,96042913.0,118558.0,['Francis Ford Coppola'],"['John Milius', 'Francis Ford Coppola', 'Michael Herr']","['Martin Sheen', 'Marlon Brando', 'Robert Duvall']","['Adventure Epic', 'Epic', 'Psychological Drama', 'Quest', 'War Epic', 'Drama', 'Mystery', 'War']",['United States'],"['Baler Bay, Baler, Aurora, Philippines']","['American Zoetrope', 'Zoetrope Studios']","['English', 'French', 'Vietnamese']",21,33,2,1979
3. The Amityville Horror,https://www.imdb.com/title/tt0078767/?ref_=sr_t_3,1979,1h 57m,R,6.2,47K,Newlyweds and their children battle a demonic presence in their home.,4700000.0,86432000.0,86432000.0,7843467.0,['Stuart Rosenberg'],"['Sandor Stern', 'Jay Anson', 'George Lutz']","['James Brolin', 'Margot Kidder', 'Rod Steiger']",['Horror'],['United States'],"['18 Brooks Road, Toms River, New Jersey, USA']","['American International Pictures (AIP)', 'Cinema 77', 'Professional Films']",['English'],0,8,1,1979
4. Rocky II,https://www.imdb.com/title/tt0079817/?ref_=sr_t_4,1979,1h 59m,PG,7.3,238K,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch.",7000000.0,85187855.0,85182160.0,6390537.0,['Sylvester Stallone'],['Sylvester Stallone'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young']","['Boxing', 'Drama', 'Sport']",['United States'],"['Independence National Historical Park, Philadelphia, Pennsylvania, USA']",['Chartoff-Winkler Productions'],"['English', 'Italian']",2,2,0,1979
5. Alien,https://www.imdb.com/title/tt0078748/?ref_=sr_t_5,1979,1h 57m,R,8.5,1M,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",11000000.0,108610231.0,84206106.0,3527881.0,['Ridley Scott'],"[""Dan O'Bannon"", 'Ronald Shusett']","['Sigourney Weaver', 'Tom Skerritt', 'John Hurt']","['Cyberpunk', 'Monster Horror', 'Space Sci-Fi', 'Horror', 'Sci-Fi']","['United Kingdom', 'United States']","['Shepperton Studios, Shepperton, Surrey, England, UK']","['Twentieth Century Fox', 'Brandywine Productions', 'Scott Free Productions']",['English'],19,22,1,1979
6. Star Trek: The Motion Picture,https://www.imdb.com/title/tt0079945/?ref_=sr_t_6,1979,2h 23m,G,6.4,99K,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",35000000.0,82676805.0,82604699.0,11926421.0,['Robert Wise'],"['Gene Roddenberry', 'Harold Livingston', 'Alan Dean Foster']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Mystery', 'Sci-Fi']",['United States'],"['Yellowstone National Park, Wyoming, USA']","['Paramount Pictures', 'Century Associates', 'Robert Wise Productions']","['English', 'Klingon']",4,20,3,1979
7. 10,https://www.imdb.com/title/tt0078721/?ref_=sr_t_7,1979,2h 2m,R,6.1,20K,A Hollywood composer endures a mid-life crisis and becomes infatuated with a newly married woman honeymooning at a Mexican resort.,,74865517.0,74865517.0,3526692.0,['Blake Edwards'],['Blake Edwards'],"['Dudley Moore', 'Bo Derek', 'Julie Andrews']","['Farce', 'Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Hotel Las Hadas, Manzanillo, Colima, Mexico']","['Geoffrey Productions', 'Orion Pictures']",['English'],0,12,2,1979
8. The Jerk,https://www.imdb.com/title/tt0079367/?ref_=sr_t_8,1979,1h 34m,R,7.1,66K,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",,73691419.0,73691419.0,5935025.0,['Carl Reiner'],"['Steve Martin', 'Carl Gottlieb', 'Michael Elias']","['Steve Martin', 'Bernadette Peters', 'Catlin Adams']","['Slapstick', 'Comedy']",['United States'],"['Beverly Estate, 1011 North Beverly Drive, Beverly Hills, California, USA']","['Universal Pictures', 'Aspen Film Society']",['English'],0,0,0,1979
9. Moonraker,https://www.imdb.com/title/tt0079574/?ref_=sr_t_9,1979,2h 6m,PG,6.3,112K,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",34000000.0,210308099.0,70308099.0,7108344.0,['Lewis Gilbert'],"['Christopher Wood', 'Ian Fleming', 'Gerry Anderson']","['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']","['Space Sci-Fi', 'Spy', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['United Kingdom', 'France', 'United States']","['Château de Guermantes, Seine-et-Marne, France']","['Les Productions Artistes Associés', 'Eon Productions']","['English', 'Italian', 'Portuguese']",0,6,1,1979
10. The Muppet Movie,https://www.imdb.com/title/tt0079588/?ref_=sr_t_10,1979,1h 35m,G,7.6,41K,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",,66459666.0,66458405.0,,['James Frawley'],"['Jerry Juhl', 'Jack Burns']","['Jim Henson', 'Frank Oz', 'Jerry Nelson']","['Animal Adventure', 'Quest', 'Quirky Comedy', 'Road Trip', 'Adventure', 'Comedy', 'Family', 'Musical']","['United Kingdom', 'United States']","['Albuquerque, New Mexico, USA']","['Henson Associates (HA)', 'ITC Films']",['English'],4,11,2,1979
