Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Avengers: Endgame,https://www.imdb.com/title/tt4154796/?ref_=sr_t_1,2019,3h 1m,PG-13,8.4,1.3M,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
2. The Lion King,https://www.imdb.com/title/tt6105098/?ref_=sr_t_2,2019,1h 58m,PG,6.8,279K,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."
3. Star Wars: Episode IX - The Rise of Skywalker,https://www.imdb.com/title/tt2527338/?ref_=sr_t_3,2019,2h 21m,PG-13,6.4,512K,The surviving Resistance faces the First Order once again.
4. Frozen II,https://www.imdb.com/title/tt4520988/?ref_=sr_t_4,2019,1h 43m,PG,6.8,205K,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
5. Toy Story 4,https://www.imdb.com/title/tt1979376/?ref_=sr_t_5,2019,1h 40m,G,7.6,294K,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
6. Captain Marvel,https://www.imdb.com/title/tt4154664/?ref_=sr_t_6,2019,2h 3m,PG-13,6.8,630K,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.
7. Spider-Man: Far from Home,https://www.imdb.com/title/tt6320628/?ref_=sr_t_7,2019,2h 9m,PG-13,7.4,587K,"Peter Parker, the beloved superhero Spider-Man, faces four destructive elemental monsters while on holiday in Europe. Soon, he receives help from Mysterio, a fellow hero with mysterious origins."
8. Aladdin,https://www.imdb.com/title/tt6139732/?ref_=sr_t_8,2019,2h 8m,PG,6.9,300K,"Aladdin, a kind thief, woos Jasmine, the princess of Agrabah, with the help of Genie. When Jafar, the grand vizier, tries to usurp the king, Jasmine, Aladdin and Genie must stop him from succeeding."
9. Joker,https://www.imdb.com/title/tt7286456/?ref_=sr_t_9,2019,2h 2m,R,8.3,1.6M,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City."
10. Jumanji: The Next Level,https://www.imdb.com/title/tt7975244/?ref_=sr_t_10,2019,2h 3m,PG-13,6.6,299K,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game."
11. It Chapter Two,https://www.imdb.com/title/tt7349950/?ref_=sr_t_11,2019,2h 49m,R,6.5,320K,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back."
12. Us,https://www.imdb.com/title/tt6857112/?ref_=sr_t_12,2019,1h 56m,R,6.8,360K,"In order to get away from their busy lives, the Wilson family takes a vacation to Santa Cruz, California. At night, four strangers break into Adelaide's childhood home. The family is shocked to find out that the intruders look like them."
13. Fast & Furious Presents: Hobbs & Shaw,https://www.imdb.com/title/tt6806448/?ref_=sr_t_13,2019,2h 17m,PG-13,6.5,246K,Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.
14. John Wick: Chapter 3 - Parabellum,https://www.imdb.com/title/tt6146586/?ref_=sr_t_14,2019,2h 10m,R,7.4,447K,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
15. Knives Out,https://www.imdb.com/title/tt8946378/?ref_=sr_t_15,2019,2h 10m,PG-13,7.9,808K,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate."
16. How to Train Your Dragon: The Hidden World,https://www.imdb.com/title/tt2386490/?ref_=sr_t_16,2019,1h 44m,PG,7.4,161K,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first."
17. 1917,https://www.imdb.com/title/tt8579674/?ref_=sr_t_17,2019,1h 59m,R,8.2,716K,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
18. The Secret Life of Pets 2,https://www.imdb.com/title/tt5113040/?ref_=sr_t_18,2019,1h 26m,PG,6.4,73K,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day."
19. Pokémon: Detective Pikachu,https://www.imdb.com/title/tt5884052/?ref_=sr_t_19,2019,1h 44m,PG,6.5,189K,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
20. Once Upon a Time... in Hollywood,https://www.imdb.com/title/tt7131622/?ref_=sr_t_20,2019,2h 41m,R,7.6,892K,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way."
21. Shazam!,https://www.imdb.com/title/tt0448115/?ref_=sr_t_21,2019,2h 12m,PG-13,7.0,397K,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.
22. Ford v Ferrari,https://www.imdb.com/title/tt1950186/?ref_=sr_t_22,2019,2h 32m,PG-13,8.1,512K,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
23. Dumbo,https://www.imdb.com/title/tt3861390/?ref_=sr_t_23,2019,1h 52m,PG,6.3,85K,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer."
24. Maleficent: Mistress of Evil,https://www.imdb.com/title/tt4777008/?ref_=sr_t_24,2019,1h 59m,PG,6.6,124K,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play."
25. Glass,https://www.imdb.com/title/tt6823368/?ref_=sr_t_25,2019,2h 9m,PG-13,6.6,290K,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
26. Godzilla: King of the Monsters,https://www.imdb.com/title/tt3741700/?ref_=sr_t_26,2019,2h 12m,PG-13,6.0,217K,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
27. Little Women,https://www.imdb.com/title/tt3281548/?ref_=sr_t_27,2019,2h 15m,PG,7.8,263K,"19th century Massachusetts. While the March sisters - Jo, Meg, Amy, and Beth - enter the threshold of womanhood, they go through many ups and downs in life and endeavor to make important decisions that can affect their future."
28. The Lego Movie 2: The Second Part,https://www.imdb.com/title/tt3513498/?ref_=sr_t_28,2019,1h 47m,PG,6.5,80K,"It's been five years since everything was awesome and the citizens are facing the huge new threat of Lego Duplo, invaders from outer space, wrecking everything faster than they can rebuild."
29. Hustlers,https://www.imdb.com/title/tt5503686/?ref_=sr_t_29,2019,1h 50m,R,6.3,110K,"Inspired by the viral New York Magazine article, ""Hustlers"" follows a crew of savvy former strip-club employees who band together to turn the tables on their Wall Street clients."
30. The Addams Family,https://www.imdb.com/title/tt1620981/?ref_=sr_t_30,2019,1h 26m,PG,5.8,47K,The Addams family face-off against a crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.
31. Downton Abbey,https://www.imdb.com/title/tt6398184/?ref_=sr_t_31,2019,2h 2m,PG,7.4,66K,The Crawleys and their servants prepare to host King George V and Queen Mary at Downton Abbey.
32. Rocketman,https://www.imdb.com/title/tt2066051/?ref_=sr_t_32,2019,2h 1m,R,7.3,202K,"The musical fantasy about Elton John's breakthrough years, from his time as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin."
33. Alita: Battle Angel,https://www.imdb.com/title/tt0437086/?ref_=sr_t_33,2019,2h 2m,PG-13,7.3,308K,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
34. Good Boys,https://www.imdb.com/title/tt6977338/?ref_=sr_t_34,2019,1h 30m,R,6.7,85K,"Three 6th-grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party."
35. Men in Black: International,https://www.imdb.com/title/tt2283336/?ref_=sr_t_35,2019,1h 54m,PG-13,5.6,153K,The MIB tackle a mole in their organization.
36. Annabelle Comes Home,https://www.imdb.com/title/tt8350360/?ref_=sr_t_36,2019,1h 46m,R,5.9,92K,"While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll."
37. Yesterday,https://www.imdb.com/title/tt8079248/?ref_=sr_t_37,2019,1h 56m,PG-13,6.8,175K,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.
38. A Madea Family Funeral,https://www.imdb.com/title/tt7054636/?ref_=sr_t_38,2019,1h 49m,PG-13,4.7,5.3K,"A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unsavory family secrets."
39. Zombieland: Double Tap,https://www.imdb.com/title/tt1560220/?ref_=sr_t_39,2019,1h 39m,R,6.7,213K,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
40. Angel Has Fallen,https://www.imdb.com/title/tt6189022/?ref_=sr_t_40,2019,2h 1m,R,6.4,116K,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.
41. Scary Stories to Tell in the Dark,https://www.imdb.com/title/tt3387520/?ref_=sr_t_41,2019,1h 48m,PG-13,6.2,89K,"Pennsylvania, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control."
42. Spies in Disguise,https://www.imdb.com/title/tt5814534/?ref_=sr_t_42,2019,1h 42m,PG,6.8,59K,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world."
43. X-Men: Dark Phoenix,https://www.imdb.com/title/tt6565702/?ref_=sr_t_43,2019,1h 53m,PG-13,5.7,216K,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to have to decide if her life is worth more than all of humanity."
44. Terminator: Dark Fate,https://www.imdb.com/title/tt6450804/?ref_=sr_t_44,2019,2h 8m,R,6.2,202K,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
45. A Beautiful Day in the Neighborhood,https://www.imdb.com/title/tt3224458/?ref_=sr_t_45,2019,1h 49m,PG,7.2,91K,"Lloyd Vogel, a cynical journalist, gets acquainted with a kind-hearted television presenter, Fred Rogers, while writing an article on him. With time, the two strike an unlikely friendship."
46. Abominable,https://www.imdb.com/title/tt6324278/?ref_=sr_t_46,2019,1h 37m,PG,7.0,44K,Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.
47. Dora and the Lost City of Gold,https://www.imdb.com/title/tt7547410/?ref_=sr_t_47,2019,1h 42m,PG,6.1,37K,Teenage explorer Dora leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.
48. Escape Room,https://www.imdb.com/title/tt5886046/?ref_=sr_t_48,2019,1h 39m,PG-13,6.4,149K,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.
49. Midway,https://www.imdb.com/title/tt6924650/?ref_=sr_t_49,2019,2h 18m,PG-13,6.7,99K,"The story of the Battle of Midway, told by the leaders and the sailors who fought it."
50. The Curse of La Llorona,https://www.imdb.com/title/tt4913966/?ref_=sr_t_50,2019,1h 33m,R,5.3,61K,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm."
51. Pet Sematary,https://www.imdb.com/title/tt0837563/?ref_=sr_t_51,2019,1h 40m,R,5.7,101K,"Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home."
52. What Men Want,https://www.imdb.com/title/tt7634968/?ref_=sr_t_52,2019,1h 57m,R,5.4,33K,"A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts."
53. Parasite,https://www.imdb.com/title/tt6751668/?ref_=sr_t_53,2019,2h 12m,R,8.5,1M,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
54. Ad Astra,https://www.imdb.com/title/tt2935510/?ref_=sr_t_54,2019,2h 3m,PG-13,6.5,268K,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
55. Uncut Gems,https://www.imdb.com/title/tt5727208/?ref_=sr_t_55,2019,2h 15m,R,7.4,331K,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive."
56. Isn't It Romantic,https://www.imdb.com/title/tt2452244/?ref_=sr_t_56,2019,1h 29m,PG-13,5.9,75K,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.
57. Gemini Man,https://www.imdb.com/title/tt1025100/?ref_=sr_t_57,2019,1h 57m,PG-13,5.7,127K,An over-the-hill hitman faces off against a younger clone of himself.
58. Ma,https://www.imdb.com/title/tt7958736/?ref_=sr_t_58,2019,1h 39m,R,5.6,65K,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host."
59. Five Feet Apart,https://www.imdb.com/title/tt6472976/?ref_=sr_t_59,2019,1h 56m,PG-13,7.2,89K,"Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control -- all of which get put to the test when she meets Will, a charming boy who has the same illness."
60. Wonder Park,https://www.imdb.com/title/tt6428676/?ref_=sr_t_60,2019,1h 25m,PG,5.9,13K,The imagination of a wildly creative girl comes alive in an amusement park.
61. Rambo: Last Blood,https://www.imdb.com/title/tt1206885/?ref_=sr_t_61,2019,1h 29m,R,6.1,114K,Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.
62. Playing with Fire,https://www.imdb.com/title/tt9134216/?ref_=sr_t_62,2019,1h 36m,PG,5.2,17K,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.
63. Queen & Slim,https://www.imdb.com/title/tt8722346/?ref_=sr_t_63,2019,2h 12m,R,7.1,36K,A couple's first date takes an unexpected turn when a police officer pulls them over.
64. Harriet,https://www.imdb.com/title/tt4648786/?ref_=sr_t_64,2019,2h 5m,PG-13,6.7,33K,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history."
65. A Dog's Way Home,https://www.imdb.com/title/tt7616798/?ref_=sr_t_65,2019,1h 36m,PG,6.7,21K,A female dog travels four hundred miles in search of her owner throughout a Colorado wilderness.
66. The Angry Birds Movie 2,https://www.imdb.com/title/tt6095472/?ref_=sr_t_66,2019,1h 37m,PG,6.4,38K,The flightless birds and scheming green pigs take their feud to the next level.
67. Little,https://www.imdb.com/title/tt8085790/?ref_=sr_t_67,2019,1h 49m,PG-13,5.5,15K,A woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear.
68. Breakthrough,https://www.imdb.com/title/tt7083526/?ref_=sr_t_68,2019,1h 56m,PG,6.3,11K,"When her 14-year-old son drowns in a lake, a faithful mother prays for him to come back from the brink of death and be healed."
69. Crawl,https://www.imdb.com/title/tt8364368/?ref_=sr_t_69,2019,1h 27m,R,6.1,98K,Gigantic alligators swarm around a young woman and her father as floodwaters engulf their home.
70. The Gentlemen,https://www.imdb.com/title/tt8367814/?ref_=sr_t_70,2019,1h 53m,R,7.8,427K,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
71. Just Mercy,https://www.imdb.com/title/tt4916630/?ref_=sr_t_71,2019,2h 17m,PG-13,7.6,79K,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.
72. The Intruder,https://www.imdb.com/title/tt6722030/?ref_=sr_t_72,2019,1h 42m,PG-13,5.6,20K,"A young married couple buy a beautiful house on several acres of land, only to find out that the man they bought it from refuses to let go of the property."
73. The Hustle,https://www.imdb.com/title/tt1298644/?ref_=sr_t_73,2019,1h 33m,PG-13,5.5,68K,Two con women - one low rent and the other high class - team up to take down the men who have wronged them.
74. Last Christmas,https://www.imdb.com/title/tt8623904/?ref_=sr_t_74,2019,1h 43m,PG-13,6.5,97K,"Kate is a young woman subscribed to bad decisions. Working as an elf in a year-round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn--that seems too good to be true."
75. Overcomer,https://www.imdb.com/title/tt8186318/?ref_=sr_t_75,2019,1h 59m,PG,6.7,6K,"A high-school basketball coach is asked to take over the cross-country program, where he encounters a troubled teen."
76. Jojo Rabbit,https://www.imdb.com/title/tt2584384/?ref_=sr_t_76,2019,1h 48m,PG-13,7.9,461K,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home."
77. Cold Pursuit,https://www.imdb.com/title/tt5719748/?ref_=sr_t_77,2019,1h 59m,R,6.2,81K,A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.
78. Bombshell,https://www.imdb.com/title/tt6394270/?ref_=sr_t_78,2019,1h 49m,R,6.8,131K,A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.
79. Doctor Sleep,https://www.imdb.com/title/tt5606664/?ref_=sr_t_79,2019,2h 32m,R,7.3,229K,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
80. Long Shot,https://www.imdb.com/title/tt2139881/?ref_=sr_t_80,2019,2h 5m,R,6.8,125K,"Journalist, Fred Flarsky, reunites with his childhood crush, Charlotte Field; now one of the most influential women in the world. As she prepares to run for president, Charlotte hires Fred as her speechwriter, and sparks fly."
81. Child's Play,https://www.imdb.com/title/tt8663516/?ref_=sr_t_81,2019,1h 30m,R,5.7,58K,"A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature."
82. Ready or Not,https://www.imdb.com/title/tt7798634/?ref_=sr_t_82,2019,1h 35m,R,6.8,209K,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
83. 21 Bridges,https://www.imdb.com/title/tt8688634/?ref_=sr_t_83,2019,1h 39m,R,6.6,77K,An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.
84. Happy Death Day 2U,https://www.imdb.com/title/tt8155288/?ref_=sr_t_84,2019,1h 40m,PG-13,6.2,90K,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.
85. Midsommar,https://www.imdb.com/title/tt8772262/?ref_=sr_t_85,2019,2h 28m,R,7.1,440K,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.
86. Cats,https://www.imdb.com/title/tt5697572/?ref_=sr_t_86,2019,1h 50m,PG,2.8,57K,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.
87. The Art of Racing in the Rain,https://www.imdb.com/title/tt1478839/?ref_=sr_t_87,2019,1h 49m,PG,7.6,41K,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life."
88. Countdown,https://www.imdb.com/title/tt10039344/?ref_=sr_t_88,2019,1h 30m,PG-13,5.4,49K,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out."
89. Judy,https://www.imdb.com/title/tt7549996/?ref_=sr_t_89,2019,1h 58m,PG-13,6.8,56K,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.
90. Fighting with My Family,https://www.imdb.com/title/tt6513120/?ref_=sr_t_90,2019,1h 48m,PG-13,7.0,90K,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.
91. A Dog's Journey,https://www.imdb.com/title/tt8385474/?ref_=sr_t_91,2019,1h 49m,PG,7.4,31K,A dog finds the meaning of his own existence through the lives of the humans he meets.
92. Booksmart,https://www.imdb.com/title/tt1489887/?ref_=sr_t_92,2019,1h 42m,R,7.1,135K,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night."
93. Stuber,https://www.imdb.com/title/tt7734218/?ref_=sr_t_93,2019,1h 33m,R,6.2,53K,A detective recruits his Uber driver into an unexpected night of adventure.
94. Richard Jewell,https://www.imdb.com/title/tt3513548/?ref_=sr_t_94,2019,2h 11m,R,7.5,102K,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case."
