Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Raiders of the Lost Ark,https://www.imdb.com/title/tt0082971/?ref_=sr_t_1,1981,1h 55m,PG,8.4,1.1M,"In 1936, archaeologists and adventurers of the U.S. government hired Indiana Jones to find the Ark of the Covenant before the Nazis could obtain its extraordinary powers."
2. On Golden Pond,https://www.imdb.com/title/tt0082846/?ref_=sr_t_2,1981,1h 49m,PG,7.6,36K,"Curmudgeon Norman is estranged from his daughter Chelsea. Nevertheless, at Golden Pond he and his wife agree to look after Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
3. Porky's,https://www.imdb.com/title/tt0084522/?ref_=sr_t_3,1981,1h 34m,R,6.2,47K,"In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them."
4. Arthur,https://www.imdb.com/title/tt0082031/?ref_=sr_t_4,1981,1h 37m,PG,6.9,32K,"Alcoholic billionaire playboy Arthur Bach must marry a woman he does not love, or he will be cut off from his $750,000,000 fortune. But when Arthur falls in love with a poor waitress, he must decide if he wants to choose love or money."
5. Stripes,https://www.imdb.com/title/tt0083131/?ref_=sr_t_5,1981,1h 46m,R,6.8,82K,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.
6. The Cannonball Run,https://www.imdb.com/title/tt0082136/?ref_=sr_t_6,1981,1h 35m,PG,6.2,41K,"A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks."
7. The Fox and the Hound,https://www.imdb.com/title/tt0082406/?ref_=sr_t_7,1981,1h 23m,G,7.2,105K,"A fox named Tod and a hound named Copper vow to be best friends forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test."
8. Chariots of Fire,https://www.imdb.com/title/tt0082158/?ref_=sr_t_8,1981,2h 5m,PG,7.1,68K,"Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience."
9. For Your Eyes Only,https://www.imdb.com/title/tt0082398/?ref_=sr_t_9,1981,2h 7m,PG,6.7,111K,Secret service agent James Bond is assigned to find a missing British vessel equipped with a weapons encryption device and prevent it from falling into enemy hands.
10. The Four Seasons,https://www.imdb.com/title/tt0082405/?ref_=sr_t_10,1981,1h 47m,PG,6.8,5.8K,"Witty character study of three couples who vacation together each season. After one divorces, feelings of betrayal and more spawn criticisms of one another, but things that unite them are stronger than those which might pull them apart."
11. Time Bandits,https://www.imdb.com/title/tt0081633/?ref_=sr_t_11,1981,1h 50m,PG,6.9,71K,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal."
