Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Spider-Man: No Way Home,https://www.imdb.com/title/tt10872600/?ref_=sr_t_1,2021,2h 28m,PG-13,8.2,933K,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear."
2. Shang-Chi and the Legend of the Ten Rings,https://www.imdb.com/title/tt9376612/?ref_=sr_t_2,2021,2h 12m,PG-13,7.3,456K,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization."
3. Venom: Let There Be Carnage,https://www.imdb.com/title/tt7097896/?ref_=sr_t_3,2021,1h 37m,PG-13,5.9,282K,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution."
4. Black Widow,https://www.imdb.com/title/tt3480822/?ref_=sr_t_4,2021,2h 14m,PG-13,6.6,445K,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.
5. F9: The Fast Saga,https://www.imdb.com/title/tt5433138/?ref_=sr_t_5,2021,2h 23m,PG-13,5.2,169K,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.
6. Eternals,https://www.imdb.com/title/tt9032400/?ref_=sr_t_6,2021,2h 36m,PG-13,6.3,402K,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations."
7. Sing 2,https://www.imdb.com/title/tt6467266/?ref_=sr_t_7,2021,1h 50m,PG,7.3,94K,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.
8. No Time to Die,https://www.imdb.com/title/tt2382320/?ref_=sr_t_8,2021,2h 43m,PG-13,7.3,461K,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology."
9. Ghostbusters: Afterlife,https://www.imdb.com/title/tt4513678/?ref_=sr_t_9,2021,2h 4m,PG-13,7.0,231K,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
10. Free Guy,https://www.imdb.com/title/tt6264654/?ref_=sr_t_10,2021,1h 55m,PG-13,7.1,455K,"When Guy, a bank teller, learns that he is a non-player character in a bloodthirsty, open-world video game, he goes on to become the hero of the story and takes the responsibility of saving the world."
11. Jungle Cruise,https://www.imdb.com/title/tt0870154/?ref_=sr_t_11,2021,2h 7m,PG-13,6.6,219K,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.
12. Dune: Part One,https://www.imdb.com/title/tt1160419/?ref_=sr_t_12,2021,2h 35m,PG-13,8.0,940K,"Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource."
13. Godzilla vs. Kong,https://www.imdb.com/title/tt5034838/?ref_=sr_t_13,2021,1h 53m,PG-13,6.3,254K,The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each other--the fearsome Godzilla and the mighty Kong--with humanity caught in the balance.
14. Encanto,https://www.imdb.com/title/tt2953050/?ref_=sr_t_14,2021,1h 42m,PG,7.2,278K,"An extraordinary family, the Madrigals, live hidden in the mountains of Colombia, in a magical house called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift - every child except one, Mirabel."
15. Halloween Kills,https://www.imdb.com/title/tt10665338/?ref_=sr_t_15,2021,1h 45m,R,5.5,103K,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.
16. The Black Phone,https://www.imdb.com/title/tt7144666/?ref_=sr_t_16,2021,1h 43m,R,6.9,221K,"After being abducted and locked in a basement, a boy starts receiving calls on a disconnected phone from the killer's previous victims."
17. Cruella,https://www.imdb.com/title/tt3228774/?ref_=sr_t_17,2021,2h 14m,PG-13,7.3,278K,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil."
18. Space Jam: A New Legacy,https://www.imdb.com/title/tt3554046/?ref_=sr_t_18,2021,1h 55m,PG,4.5,83K,"A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with the Looney Tunes to win a basketball game."
19. The Conjuring: The Devil Made Me Do It,https://www.imdb.com/title/tt7069210/?ref_=sr_t_19,2021,1h 52m,R,6.3,148K,"Arne Cheyenne Johnson stabs and murders his landlord, claiming to be under demonic possession while Ed and Lorraine Warren investigate the case and try to prove his innocence."
20. Candyman,https://www.imdb.com/title/tt9347730/?ref_=sr_t_20,2021,1h 31m,R,5.9,79K,A sequel to the horror film Candyman (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.
21. The Boss Baby: Family Business,https://www.imdb.com/title/tt6932874/?ref_=sr_t_21,2021,1h 47m,PG,5.9,24K,"The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business."
22. The Addams Family 2,https://www.imdb.com/title/tt11125620/?ref_=sr_t_22,2021,1h 33m,PG,5.4,16K,Morticia and Gomez are distraught that Wednesday and Pugsley are growing up. To reclaim their bond they decide to cram the family into their haunted camper and hit the road for one last vacation together.
23. The Suicide Squad,https://www.imdb.com/title/tt6334354/?ref_=sr_t_23,2021,2h 12m,R,7.2,428K,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
24. Raya and the Last Dragon,https://www.imdb.com/title/tt5109280/?ref_=sr_t_24,2021,1h 47m,PG,7.3,179K,"In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon."
25. House of Gucci,https://www.imdb.com/title/tt11214590/?ref_=sr_t_25,2021,2h 38m,R,6.6,167K,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder."
26. Clifford the Big Red Dog,https://www.imdb.com/title/tt2397461/?ref_=sr_t_26,2021,1h 36m,PG,5.9,18K,A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.
