Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Toy Story,https://www.imdb.com/title/tt0114709/?ref_=sr_t_1,1995,1h 21m,G,8.3,1.1M,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000.0,394436586,223225679,29140617.0,['John Lasseter'],"['John Lasseter', 'Pete Docter', 'Andrew Stanton']","['Tom Hanks', 'Tim Allen', 'Don Rickles']","['Buddy Comedy', 'Computer Animation', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],29,24,3,1995
2. Batman Forever,https://www.imdb.com/title/tt0112462/?ref_=sr_t_2,1995,2h 1m,PG-13,5.4,273K,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",100000000.0,336567158,184069126,52784433.0,['Joel Schumacher'],"['Bob Kane', 'Lee Batchler', 'Janet Scott Batchler']","['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey']","['Superhero', 'Urban Adventure', 'Action', 'Adventure']","['United States', 'United Kingdom']","['Alcatraz Island, San Francisco Bay, California, USA']","['Warner Bros.', 'Polygram Filmed Entertainment']",['English'],10,26,3,1995
3. Apollo 13,https://www.imdb.com/title/tt0112384/?ref_=sr_t_3,1995,2h 20m,PG,7.7,324K,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,52000000.0,355237933,173837933,25353380.0,['Ron Howard'],"['Jim Lovell', 'Jeffrey Kluger', 'William Broyles Jr.']","['Tom Hanks', 'Bill Paxton', 'Kevin Bacon']","['Survival', 'Adventure', 'Drama', 'History']",['United States'],"['Kennedy Space Center, Titusville, Florida, USA']","['Imagine Entertainment', 'Universal City Studios']",['English'],31,59,2,1995
4. Pocahontas,https://www.imdb.com/title/tt0114148/?ref_=sr_t_4,1995,1h 21m,G,6.7,209K,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,55000000.0,346079773,141579773,2689714.0,"['Mike Gabriel', 'Eric Goldberg']","['Carl Binder', 'Susannah Grant', 'Philip LaZebnik']","['Mel Gibson', 'Linda Hunt', 'Christian Bale']","['Hand-Drawn Animation', 'Period Drama', 'Pop Musical', 'Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']","['United States', 'Japan']",[],"['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']","['English', 'Algonquin']",16,7,2,1995
5. Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/?ref_=sr_t_5,1995,1h 30m,PG-13,6.4,240K,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",30000000.0,212385533,108385533,37804076.0,['Steve Oedekerk'],"['Jack Bernstein', 'Steve Oedekerk']","['Jim Carrey', 'Ian McNeice', 'Simon Callow']","['Jungle Adventure', 'Slapstick', 'Adventure', 'Comedy', 'Crime']",['United States'],"['San Antonio, Texas, USA']","['Morgan Creek Entertainment', 'Morgan Creek Productions', 'O Entertainment']",['English'],7,6,0,1995
6. GoldenEye,https://www.imdb.com/title/tt0113189/?ref_=sr_t_6,1995,2h 10m,PG-13,7.2,276K,"When a powerful secret defense system is stolen, James Bond is assigned to stop a Russian crime syndicate from using it.",60000000.0,352194034,106429941,26205007.0,['Martin Campbell'],"['Ian Fleming', 'Michael France', 'Jeffrey Caine']","['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco']","['Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States']","['Arecibo Observatory, Arecibo, Puerto Rico']","['Eon Productions', 'United Artists']","['English', 'Russian', 'Spanish']",2,8,0,1995
7. Se7en,https://www.imdb.com/title/tt0114369/?ref_=sr_t_7,1995,2h 7m,R,8.6,1.9M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",33000000.0,328697877,101040643,13949807.0,['David Fincher'],['Andrew Kevin Walker'],"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey']","['Cop Drama', 'Hard-boiled Detective', 'Legal Drama', 'Police Procedural', 'Psychological Drama', 'Psychological Thriller', 'Serial Killer', 'Crime', 'Drama', 'Mystery']",['United States'],"['Pacific Electric Building, Los Angeles, California, USA']","['Arnold Kopelson Productions', 'Cecchi Gori Pictures', 'Juno Pix']",['English'],29,44,1,1995
8. Casper,https://www.imdb.com/title/tt0112642/?ref_=sr_t_8,1995,1h 40m,PG,6.2,152K,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,55000000.0,288144179,100544179,16840385.0,['Brad Silberling'],"['Joseph Oriolo', 'Sherri Stoner', 'Deanna Oliver']","['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty']","['Supernatural Fantasy', 'Teen Fantasy', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Rockport, Maine, USA']","['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",['English'],5,5,0,1995
9. Jumanji,https://www.imdb.com/title/tt0113497/?ref_=sr_t_9,1995,1h 44m,PG,7.1,391K,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",65000000.0,262821940,100499940,11084370.0,['Joe Johnston'],"['Jonathan Hensleigh', 'Greg Taylor', 'Jim Strain']","['Robin Williams', 'Kirsten Dunst', 'Bonnie Hunt']","['High-Concept Comedy', 'Jungle Adventure', 'Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Keene, New Hampshire, USA']","['TriStar Pictures', 'Interscope Communications', 'Teitler Film']","['English', 'French']",4,11,0,1995
10. Die Hard with a Vengeance,https://www.imdb.com/title/tt0112864/?ref_=sr_t_10,1995,2h 8m,R,7.6,418K,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",90000000.0,366101666,100012499,22162245.0,['John McTiernan'],"['Jonathan Hensleigh', 'Roderick Thorp']","['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson']","['Dark Comedy', 'One-Person Army Action', 'Urban Adventure', 'Action', 'Adventure', 'Thriller']",['United States'],"['Central Park, Manhattan, New York City, New York, USA']","['Cinergi Pictures Entertainment', 'Twentieth Century Fox']","['English', 'German', 'Romanian']",2,3,0,1995
11. Crimson Tide,https://www.imdb.com/title/tt0112740/?ref_=sr_t_11,1995,1h 56m,R,7.4,128K,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so.",53000000.0,157387195,91387195,18612190.0,['Tony Scott'],"['Michael Schiffer', 'Richard P. Henrick']","['Gene Hackman', 'Denzel Washington', 'Matt Craven']","['Action', 'Drama', 'Thriller', 'War']",['United States'],"['Île Longue, Lanvéoc, Finistère, France']","['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['English'],5,9,3,1995
12. Waterworld,https://www.imdb.com/title/tt0114898/?ref_=sr_t_12,1995,2h 15m,PG-13,6.3,216K,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",175000000.0,264218220,88246220,21171780.0,['Kevin Reynolds'],"['Peter Rader', 'David Twohy']","['Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper']","['Adventure Epic', 'Dystopian Sci-Fi', 'Quest', 'Sea Adventure', 'Steampunk', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"[""Waipi'o Valley, Hawaii, USA""]","['Universal Pictures', 'Gordon Company', 'Davis Entertainment']",['English'],6,9,1,1995
