Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Toy Story,https://www.imdb.com/title/tt0114709/?ref_=sr_t_1,1995,1h 21m,G,8.3,1.1M,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
2. Batman Forever,https://www.imdb.com/title/tt0112462/?ref_=sr_t_2,1995,2h 1m,PG-13,5.4,273K,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
3. Apollo 13,https://www.imdb.com/title/tt0112384/?ref_=sr_t_3,1995,2h 20m,PG,7.7,324K,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
4. Pocahontas,https://www.imdb.com/title/tt0114148/?ref_=sr_t_4,1995,1h 21m,G,6.7,209K,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.
5. Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/?ref_=sr_t_5,1995,1h 30m,PG-13,6.4,240K,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
6. GoldenEye,https://www.imdb.com/title/tt0113189/?ref_=sr_t_6,1995,2h 10m,PG-13,7.2,276K,"When a powerful secret defense system is stolen, James Bond is assigned to stop a Russian crime syndicate from using it."
7. Se7en,https://www.imdb.com/title/tt0114369/?ref_=sr_t_7,1995,2h 7m,R,8.6,1.9M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
8. Casper,https://www.imdb.com/title/tt0112642/?ref_=sr_t_8,1995,1h 40m,PG,6.2,152K,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.
9. Jumanji,https://www.imdb.com/title/tt0113497/?ref_=sr_t_9,1995,1h 44m,PG,7.1,391K,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game."
10. Die Hard with a Vengeance,https://www.imdb.com/title/tt0112864/?ref_=sr_t_10,1995,2h 8m,R,7.6,418K,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
11. Crimson Tide,https://www.imdb.com/title/tt0112740/?ref_=sr_t_11,1995,1h 56m,R,7.4,128K,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so."
12. Waterworld,https://www.imdb.com/title/tt0114898/?ref_=sr_t_12,1995,2h 15m,PG-13,6.3,216K,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land."
13. Dangerous Minds,https://www.imdb.com/title/tt0112792/?ref_=sr_t_13,1995,1h 39m,R,6.5,59K,"LouAnne, a retired US marine, becomes a teacher in a Californian high school. But her mostly Latino and black students from an impoverished and racially segregated locality do not easily embrace her."
14. Mr. Holland's Opus,https://www.imdb.com/title/tt0113862/?ref_=sr_t_14,1995,2h 24m,PG,7.3,43K,A frustrated composer finds fulfillment as a high school music teacher.
15. While You Were Sleeping,https://www.imdb.com/title/tt0114924/?ref_=sr_t_15,1995,1h 43m,PG,6.8,119K,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.
16. Congo,https://www.imdb.com/title/tt0112715/?ref_=sr_t_16,1995,1h 49m,PG-13,5.3,50K,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
17. Father of the Bride Part II,https://www.imdb.com/title/tt0113041/?ref_=sr_t_17,1995,1h 46m,PG,6.1,43K,"George Banks must deal not only with his daughter's pregnancy, but also with his wife's."
18. Braveheart,https://www.imdb.com/title/tt0112573/?ref_=sr_t_18,1995,2h 58m,R,8.3,1.1M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
19. Get Shorty,https://www.imdb.com/title/tt0113161/?ref_=sr_t_19,1995,1h 45m,R,6.9,92K,A mobster travels from Florida to Hollywood to collect a debt and discovers that the movie business is just as sleazy as the Miami underworld.
20. Grumpier Old Men,https://www.imdb.com/title/tt0113228/?ref_=sr_t_20,1995,1h 41m,PG-13,6.7,31K,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention."
21. The Bridges of Madison County,https://www.imdb.com/title/tt0112579/?ref_=sr_t_21,1995,2h 15m,PG-13,7.6,92K,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
22. Mortal Kombat,https://www.imdb.com/title/tt0113855/?ref_=sr_t_22,1995,1h 41m,PG-13,5.8,127K,Three martial artists are forced to battle demonic adversaries in another dimension with the fate of the world hanging in the balance.
23. Nine Months,https://www.imdb.com/title/tt0113986/?ref_=sr_t_23,1995,1h 43m,PG-13,5.5,39K,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
24. Outbreak,https://www.imdb.com/title/tt0114069/?ref_=sr_t_24,1995,2h 7m,R,6.6,141K,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.
25. Heat,https://www.imdb.com/title/tt0113277/?ref_=sr_t_25,1995,2h 50m,R,8.3,746K,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.
26. Waiting to Exhale,https://www.imdb.com/title/tt0114885/?ref_=sr_t_26,1995,2h 4m,R,6.0,13K,"Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with men."
27. Bad Boys,https://www.imdb.com/title/tt0112442/?ref_=sr_t_27,1995,1h 59m,R,6.8,303K,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
28. Babe,https://www.imdb.com/title/tt0112431/?ref_=sr_t_28,1995,1h 31m,G,6.9,138K,"Gentle farmer Arthur Hoggett wins a piglet Babe at a county fair. Narrowly escaping his fate as Christmas dinner, Babe bonds with motherly border collie Fly and discovers that he too can herd sheep. But will the other animals accept him?"
29. The American President,https://www.imdb.com/title/tt0112346/?ref_=sr_t_29,1995,1h 54m,PG-13,6.8,62K,"A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway."
30. Species,https://www.imdb.com/title/tt0114508/?ref_=sr_t_30,1995,1h 48m,R,5.9,88K,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
31. 12 Monkeys,https://www.imdb.com/title/tt0114746/?ref_=sr_t_31,1995,2h 9m,R,8.0,660K,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
32. Clueless,https://www.imdb.com/title/tt0112697/?ref_=sr_t_32,1995,1h 37m,PG-13,6.9,259K,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other."
33. Sabrina,https://www.imdb.com/title/tt0114319/?ref_=sr_t_33,1995,2h 7m,PG,6.3,46K,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it."
34. Something to Talk About,https://www.imdb.com/title/tt0114496/?ref_=sr_t_34,1995,1h 46m,R,5.7,16K,A woman's world is rocked when she discovers her husband is cheating on her.
35. The Net,https://www.imdb.com/title/tt0113957/?ref_=sr_t_35,1995,1h 54m,PG-13,6.0,76K,"When Angela Bennett, a computer programmer, stumbles upon government secrets, she finds herself on the run from an unknown enemy hell-bent on destroying her completely."
36. Under Siege 2: Dark Territory,https://www.imdb.com/title/tt0114781/?ref_=sr_t_36,1995,1h 40m,R,5.6,51K,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite."
37. A Walk in the Clouds,https://www.imdb.com/title/tt0114887/?ref_=sr_t_37,1995,1h 42m,PG-13,6.7,38K,"Paul Sutton, a young married soldier, befriends a pregnant lady who is petrified her father will disown her, and agrees to pose as her boyfriend. As time passes, they start growing fond of each other."
38. The Brady Bunch Movie,https://www.imdb.com/title/tt0112572/?ref_=sr_t_38,1995,1h 30m,PG-13,6.2,25K,"The original 1970s TV family is now placed in the 1990s, where they're even more square and out of place than ever."
39. Sense and Sensibility,https://www.imdb.com/title/tt0114388/?ref_=sr_t_39,1995,2h 16m,PG,7.7,130K,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The older two daughters are the title opposites."
40. Casino,https://www.imdb.com/title/tt0112641/?ref_=sr_t_40,1995,2h 58m,R,8.2,585K,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite."
41. Man of the House,https://www.imdb.com/title/tt0113755/?ref_=sr_t_41,1995,1h 36m,PG,5.3,11K,"A young boy refuses to accept his mother's new boyfriend despite his attempts to win his respect. Meanwhile, the disgruntled relative of a criminal he prosecuted seeks revenge."
42. Dead Man Walking,https://www.imdb.com/title/tt0112818/?ref_=sr_t_42,1995,2h 2m,R,7.5,104K,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families."
43. French Kiss,https://www.imdb.com/title/tt0113117/?ref_=sr_t_43,1995,1h 51m,PG-13,6.6,55K,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.
44. Higher Learning,https://www.imdb.com/title/tt0113305/?ref_=sr_t_44,1995,2h 8m,R,6.5,22K,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus."
45. Mighty Morphin Power Rangers,https://www.imdb.com/title/tt0113820/?ref_=sr_t_45,1995,1h 35m,PG,5.3,31K,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea."
46. First Knight,https://www.imdb.com/title/tt0113071/?ref_=sr_t_46,1995,2h 14m,PG-13,6.0,80K,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table."
47. Just Cause,https://www.imdb.com/title/tt0113501/?ref_=sr_t_47,1995,1h 42m,R,6.4,30K,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.
"48. To Wong Foo, Thanks for Everything! Julie Newmar",https://www.imdb.com/title/tt0114682/?ref_=sr_t_48,1995,1h 49m,PG-13,6.8,38K,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."
49. The Indian in the Cupboard,https://www.imdb.com/title/tt0113419/?ref_=sr_t_49,1995,1h 36m,PG,6.0,32K,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, and a plastic Indian from his best friend, Patrick."
50. Money Train,https://www.imdb.com/title/tt0113845/?ref_=sr_t_50,1995,1h 50m,R,5.7,44K,"A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him."
51. A Goofy Movie,https://www.imdb.com/title/tt0113198/?ref_=sr_t_51,1995,1h 18m,G,6.9,65K,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
52. Judge Dredd,https://www.imdb.com/title/tt0113492/?ref_=sr_t_52,1995,1h 36m,R,5.6,128K,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart."
53. Forget Paris,https://www.imdb.com/title/tt0113097/?ref_=sr_t_53,1995,1h 41m,PG-13,6.5,13K,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs."
54. Tommy Boy,https://www.imdb.com/title/tt0114694/?ref_=sr_t_54,1995,1h 37m,PG-13,7.1,100K,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business."
55. Rumble in the Bronx,https://www.imdb.com/title/tt0113326/?ref_=sr_t_55,1995,1h 27m,R,6.8,47K,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.
56. Copycat,https://www.imdb.com/title/tt0112722/?ref_=sr_t_56,1995,2h 3m,R,6.6,69K,A criminal psychologist who turned agoraphobic after a murder attempt agrees to help two San Francisco detectives hunt for a copycat serial killer who intends on making her his next victim.
57. Leaving Las Vegas,https://www.imdb.com/title/tt0113627/?ref_=sr_t_57,1995,1h 51m,R,7.5,139K,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
58. Rob Roy,https://www.imdb.com/title/tt0114287/?ref_=sr_t_58,1995,2h 19m,R,6.9,47K,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite."
59. Powder,https://www.imdb.com/title/tt0114168/?ref_=sr_t_59,1995,1h 51m,PG-13,6.6,34K,An off-the-charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.
60. Assassins,https://www.imdb.com/title/tt0112401/?ref_=sr_t_60,1995,2h 13m,R,6.3,90K,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.
61. Free Willy 2: The Adventure Home,https://www.imdb.com/title/tt0113114/?ref_=sr_t_61,1995,1h 35m,PG,5.1,20K,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
62. Major Payne,https://www.imdb.com/title/tt0110443/?ref_=sr_t_62,1995,1h 35m,PG-13,6.3,41K,"When a recently discharged Marine struggles to adjust to civilian life, his commanding officer brings him back to the military to train and lead a group of misfit JORTC cadets."
63. Friday,https://www.imdb.com/title/tt0113118/?ref_=sr_t_63,1995,1h 31m,R,7.2,129K,"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday."
64. Now and Then,https://www.imdb.com/title/tt0114011/?ref_=sr_t_64,1995,1h 42m,PG-13,6.8,34K,Four childhood friends gather together to prepare for the birth of Chrissey's baby. They wonder how the girls they were at 12 years could possibly have become the women they are now.
65. Houseguest,https://www.imdb.com/title/tt0110066/?ref_=sr_t_65,1995,1h 53m,PG,5.9,7.7K,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb."
66. Billy Madison,https://www.imdb.com/title/tt0112508/?ref_=sr_t_66,1995,1h 29m,PG-13,6.4,161K,"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him."
67. Desperado,https://www.imdb.com/title/tt0112851/?ref_=sr_t_67,1995,1h 44m,R,7.1,202K,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.
68. Operation Dumbo Drop,https://www.imdb.com/title/tt0114048/?ref_=sr_t_68,1995,1h 47m,PG,5.2,9.9K,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant."
69. Dolores Claiborne,https://www.imdb.com/title/tt0109642/?ref_=sr_t_69,1995,2h 12m,R,7.4,50K,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.
70. Dead Presidents,https://www.imdb.com/title/tt0112819/?ref_=sr_t_70,1995,1h 59m,R,6.9,25K,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed."
71. Virtuosity,https://www.imdb.com/title/tt0114857/?ref_=sr_t_71,1995,1h 46m,R,5.5,33K,"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror."
72. Tom and Huck,https://www.imdb.com/title/tt0112302/?ref_=sr_t_72,1995,1h 37m,PG,5.5,12K,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.
73. How to Make an American Quilt,https://www.imdb.com/title/tt0113347/?ref_=sr_t_73,1995,1h 57m,PG-13,6.3,13K,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.
74. Boys on the Side,https://www.imdb.com/title/tt0112571/?ref_=sr_t_74,1995,1h 55m,R,6.5,15K,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends."
75. Circle of Friends,https://www.imdb.com/title/tt0112679/?ref_=sr_t_75,1995,1h 43m,PG-13,6.6,9.4K,"Three women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins."
76. The Usual Suspects,https://www.imdb.com/title/tt0114814/?ref_=sr_t_76,1995,1h 46m,R,8.5,1.2M,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
77. To Die For,https://www.imdb.com/title/tt0114681/?ref_=sr_t_77,1995,1h 46m,R,6.8,56K,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.
78. Tales from the Crypt: Demon Knight,https://www.imdb.com/title/tt0114608/?ref_=sr_t_78,1995,1h 32m,R,6.7,27K,High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.
79. Showgirls,https://www.imdb.com/title/tt0114436/?ref_=sr_t_79,1995,2h 8m,NC-17,5.1,77K,"A mysterious young drifter who calls herself Nomi Malone hitches a ride to Las Vegas, where she finds work as a stripper and sets about clawing her way to the top of the Vegas showgirls."
80. Sudden Death,https://www.imdb.com/title/tt0114576/?ref_=sr_t_80,1995,1h 51m,R,5.8,38K,A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.
81. Vampire in Brooklyn,https://www.imdb.com/title/tt0114825/?ref_=sr_t_81,1995,1h 40m,R,4.7,26K,A Caribbean vampire seduces a Brooklyn police officer who has no idea that she is half-vampire.
82. It Takes Two,https://www.imdb.com/title/tt0113442/?ref_=sr_t_82,1995,1h 41m,PG,6.0,26K,"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day."
83. Johnny Mnemonic,https://www.imdb.com/title/tt0113481/?ref_=sr_t_83,1995,1h 36m,R,5.6,78K,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
84. The Quick and the Dead,https://www.imdb.com/title/tt0114214/?ref_=sr_t_84,1995,1h 48m,R,6.5,107K,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death."
85. The Big Green,https://www.imdb.com/title/tt0112499/?ref_=sr_t_85,1995,1h 40m,PG,5.5,11K,"A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success."
86. Heavyweights,https://www.imdb.com/title/tt0110006/?ref_=sr_t_86,1995,1h 37m,PG,6.6,32K,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor."
87. Home for the Holidays,https://www.imdb.com/title/tt0113321/?ref_=sr_t_87,1995,1h 43m,PG-13,6.6,15K,"After being fired, making out with her soon-to-be ex-boss, and discovering that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces the unenviable task of spending the holiday with her exceedingly dull family."
88. Murder in the First,https://www.imdb.com/title/tt0113870/?ref_=sr_t_88,1995,2h 2m,R,7.3,32K,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.
89. Jury Duty,https://www.imdb.com/title/tt0113500/?ref_=sr_t_89,1995,1h 28m,PG-13,4.3,9K,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.
90. Devil in a Blue Dress,https://www.imdb.com/title/tt0112857/?ref_=sr_t_90,1995,1h 42m,R,6.8,26K,"A Black war hero is hired to find a mysterious woman, and gets mixed up in a murderous political scandal in 1948 Los Angeles."
91. The Prophecy,https://www.imdb.com/title/tt0114194/?ref_=sr_t_91,1995,1h 38m,R,6.4,34K,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher."
92. Across the Sea of Time,https://www.imdb.com/title/tt0112286/?ref_=sr_t_92,1995,51m,G,6.4,320,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today."
93. Mad Love,https://www.imdb.com/title/tt0113729/?ref_=sr_t_93,1995,1h 33m,PG-13,5.4,7.2K,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.
94. Halloween: The Curse of Michael Myers,https://www.imdb.com/title/tt0113253/?ref_=sr_t_94,1995,1h 27m,R,4.7,44K,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans."
95. Wings of Courage,https://www.imdb.com/title/tt0114952/?ref_=sr_t_95,1995,40m,G,6.3,768,"While flying mail across the Andean mountains, Henri Guillaumet's plane has to crash-land, he must trek back to civilizatin on foot."
96. Kiss of Death,https://www.imdb.com/title/tt0113552/?ref_=sr_t_96,1995,1h 41m,R,5.9,21K,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.
97. Candyman: Farewell to the Flesh,https://www.imdb.com/title/tt0112625/?ref_=sr_t_97,1995,1h 35m,R,5.3,15K,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.
98. Nixon,https://www.imdb.com/title/tt0113987/?ref_=sr_t_98,1995,3h 12m,R,7.1,33K,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame."
99. A Kid in King Arthur's Court,https://www.imdb.com/title/tt0113538/?ref_=sr_t_99,1995,1h 29m,PG,4.7,7K,A Little League player is sent back into medieval times where he is given the task of saving Camelot.
100. Lord of Illusions,https://www.imdb.com/title/tt0113690/?ref_=sr_t_100,1995,1h 49m,R,6.0,20K,A private detective guards an illusionist's beautiful Wife.
