Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Hunger Games: Catching Fire,https://www.imdb.com/title/tt1951264/?ref_=sr_t_1,2013,2h 26m,PG-13,7.5,741K,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
2. Iron Man 3,https://www.imdb.com/title/tt1300854/?ref_=sr_t_2,2013,2h 10m,PG-13,7.1,923K,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
3. Frozen,https://www.imdb.com/title/tt2294629/?ref_=sr_t_3,2013,1h 42m,PG,7.4,683K,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter."
4. Despicable Me 2,https://www.imdb.com/title/tt1690953/?ref_=sr_t_4,2013,1h 38m,PG,7.3,440K,"When a new criminal comes to town, the Anti-Villain League decides to hire Gru in order to fight him off. While Gru initially refuses, he eventually agrees after his aide goes back to his evil ways."
5. Man of Steel,https://www.imdb.com/title/tt0770828/?ref_=sr_t_5,2013,2h 23m,PG-13,7.1,829K,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.
6. Gravity,https://www.imdb.com/title/tt1454468/?ref_=sr_t_6,2013,1h 31m,PG-13,7.7,878K,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking."
7. Monsters University,https://www.imdb.com/title/tt1453405/?ref_=sr_t_7,2013,1h 44m,G,7.2,405K,"A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends."
8. The Hobbit: The Desolation of Smaug,https://www.imdb.com/title/tt1170358/?ref_=sr_t_8,2013,2h 41m,PG-13,7.8,727K,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug."
9. Fast & Furious 6,https://www.imdb.com/title/tt1905041/?ref_=sr_t_9,2013,2h 10m,PG-13,7.0,426K,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries, but Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
10. Oz the Great and Powerful,https://www.imdb.com/title/tt1623205/?ref_=sr_t_10,2013,2h 10m,PG,6.3,218K,A small-time magician is swept away to an enchanted land and is forced into a power struggle among three witches.
11. Star Trek Into Darkness,https://www.imdb.com/title/tt1408101/?ref_=sr_t_11,2013,2h 12m,PG-13,7.7,502K,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
