Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Titanic,https://www.imdb.com/title/tt0120338/?ref_=sr_t_1,1997,3h 14m,PG-13,7.9,1.3M,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",200000000.0,2264812968,674354882,28638131,['James Cameron'],['James Cameron'],"['Leonardo DiCaprio', 'Kate Winslet', 'Billy Zane']","['Disaster', 'Epic', 'Period Drama', 'Romantic Epic', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance']","['United States', 'Mexico']","['Titanic wreck, Titanic Canyon, North Atlantic, Atlantic Ocean']","['Twentieth Century Fox', 'Paramount Pictures', 'Lightstorm Entertainment']","['English', 'Swedish', 'Italian', 'French']",126,83,11,1997
2. Men in Black,https://www.imdb.com/title/tt0119654/?ref_=sr_t_2,1997,1h 38m,PG-13,7.3,633K,"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",90000000.0,589390539,250690539,51068455,['Barry Sonnenfeld'],"['Lowell Cunningham', 'Ed Solomon']","['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']","['Alien Invasion', 'Buddy Comedy', 'Buddy Cop', 'High-Concept Comedy', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']",['United States'],"['Brooklyn Battery Tunnel Ventilator Shaft, Battery Park, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Amblin Entertainment', 'Parkes/MacDonald Image Nation']","['English', 'Spanish']",22,39,1,1997
3. The Lost World: Jurassic Park,https://www.imdb.com/title/tt0119567/?ref_=sr_t_3,1997,2h 9m,PG-13,6.6,455K,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",73000000.0,618638999,229086679,72132785,['Steven Spielberg'],"['Michael Crichton', 'David Koepp']","['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite']","['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Mayfield Senior School - 500 Bellefontaine Street, Pasadena, California, USA']","['Universal Pictures', 'Amblin Entertainment', 'Digital Image Associates']","['English', 'Spanish']",4,28,1,1997
4. Liar Liar,https://www.imdb.com/title/tt0119528/?ref_=sr_t_4,1997,1h 26m,PG-13,6.9,346K,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,45000000.0,302710615,181410615,31423025,['Tom Shadyac'],"['Paul Guay', 'Stephen Mazur']","['Jim Carrey', 'Maura Tierney', 'Amanda Donohoe']","['High-Concept Comedy', 'Slapstick', 'Comedy', 'Fantasy']",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA']","['Universal Pictures', 'Imagine Entertainment']",['English'],4,6,0,1997
5. Air Force One,https://www.imdb.com/title/tt0118571/?ref_=sr_t_5,1997,2h 4m,R,6.5,216K,"Communist radicals led by Ivan Korshunov hijack Air Force One with US President James Marshall and his family on board. Vice President Kathryn Bennett negotiates from Washington D.C., while Marshall fights to rescue the hostages on board.",85000000.0,315156409,172956409,37132505,['Wolfgang Petersen'],['Andrew W. Marlowe'],"['Harrison Ford', 'Gary Oldman', 'Glenn Close']","['One-Person Army Action', 'Political Thriller', 'Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['Mansfield Reformatory - 100 Reformatory Road, Mansfield, Ohio, USA']","['Columbia Pictures', 'Beacon Communications', 'Beacon Pictures']","['English', 'Russian']",7,13,2,1997
6. As Good as It Gets,https://www.imdb.com/title/tt0119822/?ref_=sr_t_6,1997,2h 19m,PG-13,7.7,326K,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",50000000.0,314178011,148478011,12606928,['James L. Brooks'],"['Mark Andrus', 'James L. Brooks']","['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear']","['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",['United States'],"[""Khoury's Restaurant - 110 N. Marina Drive, Long Beach, California, USA""]","['TriStar Pictures', 'Gracie Films']",['English'],38,54,2,1997
7. Good Will Hunting,https://www.imdb.com/title/tt0119217/?ref_=sr_t_7,1997,2h 6m,R,8.3,1.1M,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",10000000.0,225933435,138433435,272912,['Gus Van Sant'],"['Matt Damon', 'Ben Affleck']","['Robin Williams', 'Matt Damon', 'Ben Affleck']","['Coming-of-Age', 'Psychological Drama', 'Drama', 'Romance']",['United States'],"['Massachusetts Turnpike, Massachusetts, USA']","['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",['English'],25,61,2,1997
8. My Best Friend's Wedding,https://www.imdb.com/title/tt0119738/?ref_=sr_t_8,1997,1h 45m,PG-13,6.4,160K,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",38000000.0,299288605,127120029,21678377,['P.J. Hogan'],['Ron Bass'],"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz']","['Comedy', 'Drama', 'Romance']",['United States'],"['Drake Hotel - 140 E. Walton Pl., Near North Side, Chicago, Illinois, USA']","['TriStar Pictures', 'Zucker Brothers Productions', 'Predawn Productions']","['English', 'French', 'Italian']",12,24,1,1997
9. Tomorrow Never Dies,https://www.imdb.com/title/tt0120347/?ref_=sr_t_9,1997,1h 59m,PG-13,6.5,209K,James Bond sets out to stop a media mogul's plan to induce a war between China and the United Kingdom.,110000000.0,333011068,125304276,25143007,['Roger Spottiswoode'],"['Bruce Feirstein', 'Ian Fleming']","['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh']","['Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States']","['Altstadt, Hamburg-Mitte, Hamburg, Germany']","['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)', 'United Artists']","['English', 'German', 'Danish', 'Mandarin', 'Cantonese']",6,10,0,1997
10. Face/Off,https://www.imdb.com/title/tt0119094/?ref_=sr_t_10,1997,2h 18m,R,7.3,412K,"To foil a terrorist plot, an FBI agent assumes the identity of the criminal who murdered his son via facial transplant surgery, but the crook wakes up prematurely and vows revenge.",80000000.0,245676146,112276146,23387530,['John Woo'],"['Mike Werb', 'Michael Colleary']","['John Travolta', 'Nicolas Cage', 'Joan Allen']","['Gun Fu', 'Action', 'Crime', 'Sci-Fi', 'Thriller']",['United States'],"['Kaiser Permanente Medical Center/Hospital - 1011 Baldwin Park Boulevard, Baldwin Park, California, USA']","['Permut Presentations', 'Touchstone Pictures', 'Paramount Pictures']","['English', 'Latin']",11,23,1,1997
