Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/?ref_=sr_t_1,2011,2h 10m,PG-13,8.1,986K,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort."
2. Transformers: Dark of the Moon,https://www.imdb.com/title/tt1399103/?ref_=sr_t_2,2011,2h 34m,PG-13,6.2,442K,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
3. The Twilight Saga: Breaking Dawn - Part 1,https://www.imdb.com/title/tt1324999/?ref_=sr_t_3,2011,1h 57m,PG-13,4.9,261K,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
4. The Hangover Part II,https://www.imdb.com/title/tt1411697/?ref_=sr_t_4,2011,1h 42m,R,6.5,551K,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry."
5. Pirates of the Caribbean: On Stranger Tides,https://www.imdb.com/title/tt1298650/?ref_=sr_t_5,2011,2h 16m,PG-13,6.6,581K,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."
6. Fast Five,https://www.imdb.com/title/tt1596343/?ref_=sr_t_6,2011,2h 10m,PG-13,7.3,417K,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
7. Mission: Impossible - Ghost Protocol,https://www.imdb.com/title/tt1229238/?ref_=sr_t_7,2011,2h 12m,PG-13,7.4,539K,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
8. Cars 2,https://www.imdb.com/title/tt1216475/?ref_=sr_t_8,2011,1h 46m,G,6.2,232K,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
9. Sherlock Holmes: A Game of Shadows,https://www.imdb.com/title/tt1515091/?ref_=sr_t_9,2011,2h 9m,PG-13,7.4,490K,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe."
10. Thor,https://www.imdb.com/title/tt0800369/?ref_=sr_t_10,2011,1h 55m,PG-13,7.0,925K,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders."
11. Rise of the Planet of the Apes,https://www.imdb.com/title/tt1318514/?ref_=sr_t_11,2011,1h 45m,PG-13,7.6,589K,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
12. Captain America: The First Avenger,https://www.imdb.com/title/tt0458339/?ref_=sr_t_12,2011,2h 4m,PG-13,6.9,923K,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization."
13. The Help,https://www.imdb.com/title/tt1454029/?ref_=sr_t_13,2011,2h 26m,PG-13,8.1,508K,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
14. Bridesmaids,https://www.imdb.com/title/tt1478338/?ref_=sr_t_14,2011,2h 5m,R,6.8,315K,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
