Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Lion King,https://www.imdb.com/title/tt0110357/?ref_=sr_t_1,1994,1h 28m,G,8.5,1.2M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
2. Forrest Gump,https://www.imdb.com/title/tt0109830/?ref_=sr_t_2,1994,2h 22m,PG-13,8.8,2.4M,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart."
3. True Lies,https://www.imdb.com/title/tt0111503/?ref_=sr_t_3,1994,2h 21m,R,7.3,289K,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States."
4. The Santa Clause,https://www.imdb.com/title/tt0111070/?ref_=sr_t_4,1994,1h 37m,PG,6.6,140K,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place."
5. The Flintstones,https://www.imdb.com/title/tt0109813/?ref_=sr_t_5,1994,1h 31m,PG,5.0,89K,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness."
6. Dumb and Dumber,https://www.imdb.com/title/tt0109686/?ref_=sr_t_6,1994,1h 47m,PG-13,7.3,425K,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it."
7. Clear and Present Danger,https://www.imdb.com/title/tt0109444/?ref_=sr_t_7,1994,2h 21m,PG-13,6.9,111K,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
8. Speed,https://www.imdb.com/title/tt0111257/?ref_=sr_t_8,1994,1h 56m,R,7.3,404K,A young Los Angeles Police Department (LAPD) Special Weapons And Tactics (SWAT) officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
9. The Mask,https://www.imdb.com/title/tt0110475/?ref_=sr_t_9,1994,1h 41m,PG-13,7.0,441K,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
10. Pulp Fiction,https://www.imdb.com/title/tt0110912/?ref_=sr_t_10,1994,2h 34m,R,8.9,2.3M,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
11. Interview with the Vampire,https://www.imdb.com/title/tt0110148/?ref_=sr_t_11,1994,2h 3m,R,7.5,360K,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
12. Maverick,https://www.imdb.com/title/tt0110478/?ref_=sr_t_12,1994,2h 7m,PG,7.0,122K,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
13. The Client,https://www.imdb.com/title/tt0109446/?ref_=sr_t_13,1994,1h 59m,PG-13,6.7,76K,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.
14. Disclosure,https://www.imdb.com/title/tt0109635/?ref_=sr_t_14,1994,2h 8m,R,6.2,56K,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
15. Star Trek: Generations,https://www.imdb.com/title/tt0111280/?ref_=sr_t_15,1994,1h 58m,PG,6.6,89K,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix."
16. Ace Ventura: Pet Detective,https://www.imdb.com/title/tt0109040/?ref_=sr_t_16,1994,1h 26m,PG-13,6.9,336K,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.
17. Stargate,https://www.imdb.com/title/tt0111282/?ref_=sr_t_17,1994,1h 56m,PG-13,7.0,211K,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
18. Legends of the Fall,https://www.imdb.com/title/tt0110322/?ref_=sr_t_18,1994,2h 13m,R,7.5,190K,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war."
19. Wolf,https://www.imdb.com/title/tt0111742/?ref_=sr_t_19,1994,2h 5m,R,6.3,62K,Publisher Will Randall becomes a demon wolf and has to fight to keep his job.
20. The Specialist,https://www.imdb.com/title/tt0111255/?ref_=sr_t_20,1994,1h 50m,R,5.6,71K,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.
21. Four Weddings and a Funeral,https://www.imdb.com/title/tt0109831/?ref_=sr_t_21,1994,1h 57m,R,7.1,172K,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love."
22. The Little Rascals,https://www.imdb.com/title/tt0110366/?ref_=sr_t_22,1994,1h 22m,PG,6.3,59K,"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship."
23. Naked Gun 33 1/3: The Final Insult,https://www.imdb.com/title/tt0110622/?ref_=sr_t_23,1994,1h 23m,PG-13,6.5,115K,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.
24. The Crow,https://www.imdb.com/title/tt0109506/?ref_=sr_t_24,1994,1h 42m,R,7.5,219K,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural avenger."
25. Natural Born Killers,https://www.imdb.com/title/tt0110632/?ref_=sr_t_25,1994,1h 59m,R,7.2,258K,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
26. Angels in the Outfield,https://www.imdb.com/title/tt0109127/?ref_=sr_t_26,1994,1h 42m,PG,6.2,36K,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
27. Little Women,https://www.imdb.com/title/tt0110367/?ref_=sr_t_27,1994,1h 55m,PG,7.3,66K,"Jo struggles for independence and sometimes clashes with her beloved mother and sisters Meg, Amy and Beth. She also contends with their cranky Aunt March, their impulsive neighbor Laurie and kindly linguistics professor Friedrich Bhaer."
28. When a Man Loves a Woman,https://www.imdb.com/title/tt0111693/?ref_=sr_t_28,1994,2h 6m,R,6.6,24K,The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.
29. The River Wild,https://www.imdb.com/title/tt0110997/?ref_=sr_t_29,1994,1h 51m,PG-13,6.5,52K,Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.
30. D2: The Mighty Ducks,https://www.imdb.com/title/tt0109520/?ref_=sr_t_30,1994,1h 46m,PG,6.1,44K,Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?
31. Timecop,https://www.imdb.com/title/tt0111438/?ref_=sr_t_31,1994,1h 39m,R,5.9,66K,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future."
32. City Slickers II: The Legend of Curly's Gold,https://www.imdb.com/title/tt0109439/?ref_=sr_t_32,1994,1h 56m,PG-13,5.6,21K,"One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets."
33. The Jungle Book,https://www.imdb.com/title/tt0110213/?ref_=sr_t_33,1994,1h 51m,PG,6.1,19K,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle."
34. Beverly Hills Cop III,https://www.imdb.com/title/tt0109254/?ref_=sr_t_34,1994,1h 44m,R,5.5,97K,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles."
35. Nobody's Fool,https://www.imdb.com/title/tt0110684/?ref_=sr_t_35,1994,1h 50m,R,7.3,23K,A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.
36. The Paper,https://www.imdb.com/title/tt0110771/?ref_=sr_t_36,1994,1h 52m,R,6.7,16K,"New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer."
37. On Deadly Ground,https://www.imdb.com/title/tt0110725/?ref_=sr_t_37,1994,1h 41m,R,4.6,26K,A blowout firefighter takes on an environmentally destructive oil corporation by causing many deaths and explosions in Alaska.
38. Richie Rich,https://www.imdb.com/title/tt0110989/?ref_=sr_t_38,1994,1h 35m,PG,5.4,76K,"Richie Rich is the richest kid in the world. The one thing Richie doesn't have is friends. When his parents suddenly go missing, Richie hooks up with a group of kids who just might fill the void in his life, while helping save his folks."
