Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Star Wars: Episode VIII - The Last Jedi,https://www.imdb.com/title/tt2527336/?ref_=sr_t_1,2017,2h 32m,PG-13,6.9,689K,Rey develops her abilities with the help of Luke Skywalker as the Resistance prepares for battle against the First Order.,317000000,1334407706,620181382,220009584,['Rian Johnson'],"['Rian Johnson', 'George Lucas']","['Daisy Ridley', 'John Boyega', 'Mark Hamill']","['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['United States'],"['Salar de Uyuni, Bolivia']","['Lucasfilm', 'Ram Bergman Productions', 'Bad Robot']",['English'],26,99,4,2017
2. Beauty and the Beast,https://www.imdb.com/title/tt2771200/?ref_=sr_t_2,2017,2h 9m,PG,7.1,344K,"A brave, beautiful, and brilliant young woman is imprisoned by a beast in his castle. Despite her fears, she learns to see beyond the beast's hideous exterior and realize the gentle heart of the true prince within him.",160000000,1266115964,504481165,174750616,['Bill Condon'],"['Stephen Chbosky', 'Evan Spiliotopoulos', 'Linda Woolverton']","['Emma Watson', 'Dan Stevens', 'Luke Evans']","['Dark Fantasy', 'Fairy Tale', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']",['United States'],"['Shepperton Studios, Shepperton, Surrey, England, UK']","['Walt Disney Pictures', 'Mandeville Films']",['English'],16,81,2,2017
3. Wonder Woman,https://www.imdb.com/title/tt0451279/?ref_=sr_t_3,2017,2h 21m,PG-13,7.3,715K,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",149000000,823970682,412845172,103251471,['Patty Jenkins'],"['Allan Heinberg', 'Zack Snyder', 'Jason Fuchs']","['Gal Gadot', 'Chris Pine', 'Robin Wright']","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']","['United States', 'China', 'Hong Kong']","['Castel del Monte, Andria, Bari, Apulia, Italy']","['Warner Bros.', 'Atlas Entertainment', 'Cruel & Unusual Films']","['English', 'German', 'Dutch', 'Flemish', 'French', 'Spanish', 'Chinese', 'Greek, Ancient (to 1453)', 'North American Indian']",38,75,0,2017
4. Jumanji: Welcome to the Jungle,https://www.imdb.com/title/tt2283362/?ref_=sr_t_4,2017,1h 59m,PG-13,7.0,472K,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",90000000,962544585,404540171,36169328,['Jake Kasdan'],"['Chris McKenna', 'Erik Sommers', 'Scott Rosenberg']","['Dwayne Johnson', 'Karen Gillan', 'Kevin Hart']","['Body Swap Comedy', 'High-Concept Comedy', 'Jungle Adventure', 'Quest', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Fantasy']","['United States', 'Australia', 'Canada', 'Mexico', 'India', 'United Kingdom']","['Honolulu, Hawaii, USA']","['Columbia Pictures', 'Matt Tolmach Productions', 'Radar Pictures']",['English'],5,15,0,2017
5. Guardians of the Galaxy Vol. 2,https://www.imdb.com/title/tt3896198/?ref_=sr_t_5,2017,2h 16m,PG-13,7.6,786K,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",200000000,863756903,389813101,146510104,['James Gunn'],"['James Gunn', 'Dan Abnett', 'Andy Lanning']","['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista']","['Space Sci-Fi', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']",['United States'],"['Cartersville, Georgia, USA']",['Marvel Studios'],['English'],15,60,1,2017
6. Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/?ref_=sr_t_6,2017,2h 13m,PG-13,7.4,748K,Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,175000000,880960014,334952829,117027503,['Jon Watts'],"['Jonathan Goldstein', 'John Francis Daley', 'Jon Watts']","['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Berlin, Germany']","['Columbia Pictures', 'Marvel Studios', 'Pascal Pictures']","['English', 'Spanish']",8,10,0,2017
7. It,https://www.imdb.com/title/tt1396484/?ref_=sr_t_7,2017,2h 15m,R,7.3,636K,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",35000000,704242888,328874981,123403419,['Andy Muschietti'],"['Chase Palmer', 'Cary Joji Fukunaga', 'Gary Dauberman']","['Bill Skarsgård', 'Jaeden Martell', 'Finn Wolfhard']","['Monster Horror', 'Supernatural Horror', 'Horror']","['United States', 'Canada']","['Bangor, Maine, USA']","['New Line Cinema', 'RatPac-Dune Entertainment', 'Vertigo Entertainment']","['English', 'Hebrew']",12,49,0,2017
8. Thor: Ragnarok,https://www.imdb.com/title/tt3501632/?ref_=sr_t_8,2017,2h 10m,PG-13,7.9,845K,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",180000000,855301806,315058289,122744989,['Taika Waititi'],"['Eric Pearson', 'Craig Kyle', 'Christopher L. Yost']","['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett']","['Superhero', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['United States'],"['Mount Tamborine, Queensland, Australia']",['Marvel Studios'],['English'],6,50,0,2017
9. Despicable Me 3,https://www.imdb.com/title/tt3469046/?ref_=sr_t_9,2017,1h 29m,PG,6.3,166K,"Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",80000000,1034800131,264624300,72434025,"['Kyle Balda', 'Pierre Coffin', 'Eric Guillon']","['Cinco Paul', 'Ken Daurio']","['Steve Carell', 'Kristen Wiig', 'Trey Parker']","['Buddy Comedy', 'Computer Animation', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']","['United States', 'France']",[],"['Illumination Entertainment', 'Universal Pictures']",['English'],0,33,0,2017
10. Justice League,https://www.imdb.com/title/tt0974015/?ref_=sr_t_10,2017,2h,PG-13,6.0,489K,"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.",300000000,661326987,229024295,93842239,['Zack Snyder'],"['Jerry Siegel', 'Joe Shuster', 'Chris Terrio']","['Ben Affleck', 'Gal Gadot', 'Jason Momoa']","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['United States', 'Canada', 'United Kingdom']","['Djúpavík, Westfjords, Iceland']","['Warner Bros.', 'RatPac Entertainment', 'DC Entertainment']","['English', 'Irish Gaelic', 'Russian', 'Icelandic']",2,15,0,2017
11. Logan,https://www.imdb.com/title/tt3315342/?ref_=sr_t_11,2017,2h 17m,R,8.1,879K,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",97000000,619180476,226277068,88411916,['James Mangold'],"['James Mangold', 'Scott Frank', 'Michael Green']","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']","['Dystopian Sci-Fi', 'Road Trip', 'Superhero', 'Action', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Just outside Northern Meadows community, Rio Rancho, New Mexico, USA']","['Twentieth Century Fox', 'Marvel Entertainment', 'TSG Entertainment']","['English', 'Spanish']",28,82,1,2017
12. The Fate of the Furious,https://www.imdb.com/title/tt4630562/?ref_=sr_t_12,2017,2h 16m,PG-13,6.6,262K,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",250000000,1236009236,226008385,98786705,['F. Gary Gray'],"['Gary Scott Thompson', 'Chris Morgan']","['Vin Diesel', 'Jason Statham', 'Dwayne Johnson']","['Car Action', 'Action', 'Crime', 'Thriller']","['United States', 'China', 'Japan']","['Cleveland, Ohio, USA']","['Universal Pictures', 'China Film Co., Ltd.', 'Original Film']","['English', 'Russian', 'Spanish']",2,16,0,2017
