Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Avengers,https://www.imdb.com/title/tt0848228/?ref_=sr_t_1,2012,2h 23m,PG-13,8.0,1.5M,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,220000000.0,1520538536,623357910,207438708,['Joss Whedon'],"['Joss Whedon', 'Zak Penn']","['Robert Downey Jr.', 'Chris Evans', 'Scarlett Johansson']","['Action Epic', 'Alien Invasion', 'Superhero', 'Action', 'Sci-Fi']",['United States'],"['East 9th St, Cleveland, Ohio, USA']","['Marvel Studios', 'Paramount Pictures']","['English', 'Russian']",39,81,1,2012
2. The Dark Knight Rises,https://www.imdb.com/title/tt1345836/?ref_=sr_t_2,2012,2h 44m,PG-13,8.4,1.9M,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",250000000.0,1114976407,448149584,160887295,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan', 'David S. Goyer']","['Christian Bale', 'Tom Hardy', 'Anne Hathaway']","['Action Epic', 'Epic', 'Superhero', 'Action', 'Drama', 'Thriller']","['United States', 'United Kingdom']","['Mehrangarh Fort, Jodhpur, Rajasthan, India']","['Warner Bros.', 'Legendary Entertainment', 'DC Entertainment']","['English', 'Arabic']",45,103,0,2012
3. The Hunger Games,https://www.imdb.com/title/tt1392170/?ref_=sr_t_3,2012,2h 22m,PG-13,7.2,1M,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,78000000.0,695220619,408010692,152535747,['Gary Ross'],"['Gary Ross', 'Suzanne Collins', 'Billy Ray']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']","['Dystopian Sci-Fi', 'Teen Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Shelby, North Carolina, USA']","['Lionsgate', 'Color Force']",['English'],34,49,0,2012
4. Skyfall,https://www.imdb.com/title/tt1074638/?ref_=sr_t_4,2012,2h 23m,PG-13,7.8,746K,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",200000000.0,1108594137,304360277,88364714,['Sam Mendes'],"['Neal Purvis', 'Robert Wade', 'John Logan']","['Daniel Craig', 'Javier Bardem', 'Naomie Harris']","['Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States', 'Turkey', 'China']","['Eminönü Square, Istanbul, Turkey']","['Metro-Goldwyn-Mayer (MGM)', 'Columbia Pictures', 'Danjaq']","['English', 'Turkish', 'Shanghainese', 'Portuguese', 'Japanese']",69,125,2,2012
5. The Hobbit: An Unexpected Journey,https://www.imdb.com/title/tt0903624/?ref_=sr_t_5,2012,2h 49m,PG-13,7.8,897K,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon Smaug.",180000000.0,1017107150,303030651,84617303,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']","['Martin Freeman', 'Ian McKellen', 'Richard Armitage']","['Adventure Epic', 'Fantasy Epic', 'Mountain Adventure', 'Quest', 'Sword & Sorcery', 'Adventure', 'Fantasy']","['New Zealand', 'United States']","['Mangaotaki, Waikato, New Zealand']","['Metro-Goldwyn-Mayer (MGM)', 'New Line Cinema', 'WingNut Films']",['English'],11,76,3,2012
6. The Twilight Saga: Breaking Dawn - Part 2,https://www.imdb.com/title/tt1673434/?ref_=sr_t_6,2012,1h 55m,PG-13,5.6,270K,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",120000000.0,848593948,292324737,141067634,['Bill Condon'],"['Stephenie Meyer', 'Melissa Rosenberg']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","['Teen Drama', 'Teen Fantasy', 'Adventure', 'Drama', 'Fantasy', 'Romance']",['United States'],"['Vancouver, British Columbia, Canada']","['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment']",['English'],22,17,0,2012
7. The Amazing Spider-Man,https://www.imdb.com/title/tt0948470/?ref_=sr_t_7,2012,2h 16m,PG-13,6.9,726K,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",230000000.0,758707722,262782352,62004688,['Marc Webb'],"['James Vanderbilt', 'Alvin Sargent', 'Steve Kloves']","['Andrew Garfield', 'Emma Stone', 'Rhys Ifans']","['Superhero', 'Action', 'Sci-Fi']",['United States'],"['Universal Studios Hollywood - 1000 Universal Studios Blvd, Universal City, California, USA']","['Columbia Pictures', 'Marvel Entertainment', 'Laura Ziskin Productions']",['English'],2,33,0,2012
8. Brave,https://www.imdb.com/title/tt1217209/?ref_=sr_t_8,2012,1h 33m,PG,7.1,458K,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",185000000.0,538983207,237283207,66323594,"['Mark Andrews', 'Brenda Chapman', 'Steve Purcell']","['Brenda Chapman', 'Mark Andrews', 'Steve Purcell']","['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson']","['Coming-of-Age', 'Computer Animation', 'Fairy Tale', 'Quest', 'Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Action', 'Adventure', 'Animation']","['United States', 'Japan', 'United Kingdom']","['Emeryville, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],20,48,1,2012
9. Ted,https://www.imdb.com/title/tt1637725/?ref_=sr_t_9,2012,1h 46m,R,6.9,677K,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori.",50000000.0,549368315,218815487,54415205,['Seth MacFarlane'],"['Seth MacFarlane', 'Alec Sulkin', 'Wellesley Wild']","['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane']","['Buddy Comedy', 'High-Concept Comedy', 'Raunchy Comedy', 'Satire', 'Slapstick', 'Comedy']",['United States'],"['Esplanade, Boston, Massachusetts, USA']","['Universal Pictures', 'Media Rights Capital (MRC)', 'Fuzzy Door Productions']","['English', 'Japanese', 'Ukrainian']",13,28,1,2012
10. Madagascar 3: Europe's Most Wanted,https://www.imdb.com/title/tt1277953/?ref_=sr_t_10,2012,1h 33m,PG,6.8,206K,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.",145000000.0,746921274,216391482,60316738,"['Eric Darnell', 'Tom McGrath', 'Conrad Vernon']","['Eric Darnell', 'Noah Baumbach', 'Alejandro Bien-Willner']","['Ben Stiller', 'Jada Pinkett Smith', 'Chris Rock']","['Animal Adventure', 'Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']","['United States', 'India', 'United Kingdom']","['Glendale, California, USA']","['DreamWorks Animation', 'Pacific Data Images (PDI)']","['English', 'Spanish']",3,20,0,2012
