Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Cleopatra,https://www.imdb.com/title/tt0056937/?ref_=sr_t_1,1963,5h 20m,Approved,7.0,39K,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,44000000.0,57779280.0,57777778.0,,"['Joseph L. Mankiewicz', 'Rouben Mamoulian']","['Joseph L. Mankiewicz', 'Ranald MacDougall', 'Sidney Buchman']","['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison']","['Desert Adventure', 'Docudrama', 'Historical Epic', 'Biography', 'Drama', 'History', 'Romance']","['United States', 'Switzerland']","['Ischia Island, Naples, Campania, Italy']","['Twentieth Century Fox', 'MCL Films S.A.', 'Walwa Films S.A.']",['English'],6,13,4,1963
2. It's a Mad Mad Mad Mad World,https://www.imdb.com/title/tt0057193/?ref_=sr_t_2,1963,3h 30m,Approved,7.5,48K,"Several different motorists witness a single car crash in the California desert and, after the driver's dying words indicate the location of a hidden stash of loot, turn against each other in a mad dash across the state to get to it.",9400000.0,46333064.0,46332858.0,,['Stanley Kramer'],"['William Rose', 'Tania Rose']","['Spencer Tracy', 'Milton Berle', 'Ethel Merman']","['Caper', 'Epic', 'Globetrotting Adventure', 'Road Trip', 'Screwball Comedy', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']",['United States'],"['Portuguese Point, 5500 Palos Verdes Dr. S., Palos Verdes, California, USA']",['Casey Productions'],"['English', 'Chinese']",3,10,1,1963
3. From Russia with Love,https://www.imdb.com/title/tt0057076/?ref_=sr_t_3,1963,1h 55m,PG,7.3,150K,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the organization Spectre.,2000000.0,24811445.0,24796765.0,,['Terence Young'],"['Richard Maibaum', 'Johanna Harwood', 'Ian Fleming']","['Sean Connery', 'Robert Shaw', 'Lotte Lenya']","['Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States']","['Yerebatan Saray Sarniçi, Sultanahmet Square, Sultanahmet, Istanbul, Turkey']",['Eon Productions'],"['English', 'Russian', 'Turkish', 'French', 'Romany', 'Italian']",3,6,0,1963
4. The Sword in the Stone,https://www.imdb.com/title/tt0057546/?ref_=sr_t_4,1963,1h 19m,G,7.1,110K,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",3000000.0,12000000.0,12000000.0,2230614.0,"['Wolfgang Reitherman', 'Clyde Geronimi', 'David Hand']","['Bill Peet', 'T.H. White']","['Rickie Sorensen', 'Sebastian Cabot', 'Karl Swenson']","['Hand-Drawn Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",['United States'],[],"['Walt Disney Animation Studios', 'Walt Disney Productions']",['English'],0,0,1,1963
5. The Pink Panther,https://www.imdb.com/title/tt0057413/?ref_=sr_t_5,1963,1h 55m,Approved,7.0,59K,"The bumbling Inspector Clouseau travels to Rome to catch a notorious jewel thief known as ""The Phantom"" before he conducts his most daring heist yet: a princess' priceless diamond with one slight imperfection, known as ""The Pink Panther"".",3000000.0,10878166.0,10878107.0,,['Blake Edwards'],"['Maurice Richlin', 'Blake Edwards']","['David Niven', 'Peter Sellers', 'Robert Wagner']","['Caper', 'Farce', 'Slapstick', 'Comedy', 'Crime', 'Romance']",['United States'],"['Rocca di Papa, Rome, Lazio, Italy']",['Mirisch G-E Productions'],"['English', 'Italian', 'Greek']",4,8,1,1963
6. Contempt,https://www.imdb.com/title/tt0057345/?ref_=sr_t_6,1963,1h 42m,Not Rated,7.4,37K,"A French writer's marriage deteriorates while working on Fritz Lang's version of ""The Odyssey"", as his wife accuses him of using her to court favor with the film's brash American producer.",900000.0,1174678.0,1151804.0,14826.0,['Jean-Luc Godard'],"['Alberto Moravia', 'Jean-Luc Godard']","['Brigitte Bardot', 'Jack Palance', 'Michel Piccoli']","['Drama', 'Romance']","['France', 'Italy']","['Isle of Capri, Naples, Campania, Italy']","['Rome Paris Films', 'Les Films Concordia', 'Compagnia Cinematografica Champion']","['French', 'English', 'German', 'Italian']",0,0,0,1963
7. Bluff Master,https://www.imdb.com/title/tt0213524/?ref_=sr_t_7,1963,2h 15m,Not Rated,6.0,149,An inveterate con man falls in love and realizes the error of his ways after his mother comes to know the truth about him.,,3289047.0,722847.0,160385.0,['Manmohan Desai'],"['Manmohan Desai', 'Madhusudan Kalelkar', 'Rajendra Krishan']","['Shammi Kapoor', 'Saira Banu', 'Niranjan Sharma']","['Comedy', 'Drama', 'Romance']",['India'],"['R.K. Studios, Chembur, Mumbai, Maharashtra, India']",['Subhash Pictures'],['Hindi'],0,0,0,1963
8. 8½,https://www.imdb.com/title/tt0056801/?ref_=sr_t_8,1963,2h 18m,Not Rated,8.0,128K,A harried movie director retreats into his memories and fantasies.,,200502.0,98760.0,11947.0,['Federico Fellini'],"['Federico Fellini', 'Ennio Flaiano', 'Tullio Pinelli']","['Marcello Mastroianni', 'Anouk Aimée', 'Claudia Cardinale']","['Epic', 'Psychological Drama', 'Showbiz Drama', 'Drama']","['Italy', 'France']","['Tivoli, Rome, Lazio, Italy']","['Cineriz', 'Francinex']","['Italian', 'French', 'English', 'German']",19,9,2,1963
9. Bay of Angels,https://www.imdb.com/title/tt0056846/?ref_=sr_t_9,1963,1h 30m,Not Rated,7.2,4.4K,"Jean is a clerk in a bank. His colleague Caron is a gambler and gives him the virus. In the casinos, Jean meets Jackie. Their love affair will follow their luck at the roulette.",,85840.0,85840.0,,['Jacques Demy'],['Jacques Demy'],"['Jeanne Moreau', 'Claude Mann', 'Paul Guers']","['Drama', 'Romance']","['France', 'Monaco']","['Hotel de Paris, Place du Casino, Monte Carlo, Monaco']",['Sud-Pacifique Films'],['French'],0,0,0,1963
10. The Boom,https://www.imdb.com/title/tt0056883/?ref_=sr_t_10,1963,1h 28m,,7.1,1.4K,During the economic boom of Italy a man tries desperately to maintain a high standard of living for his family.,,57962.0,57962.0,8164.0,['Vittorio De Sica'],['Cesare Zavattini'],"['Alberto Sordi', 'Gianna Maria Canale', 'Elena Nicolai']",['Comedy'],['Italy'],"['Rome, Lazio, Italy']",['Dino de Laurentiis Cinematografica'],['Italian'],0,0,0,1963
11. Le joli mai,https://www.imdb.com/title/tt0057202/?ref_=sr_t_11,1963,2h 45m,Not Rated,7.8,902,"Chris Marker and Pierre Lhomme's LE JOLI MAI (The Lovely Month of May) is a portrait of Paris and Parisians during May 1962, the first springtime of peace after the ceasefire with Algeria and the first time in 23 years that France was not involved in any war.",,55038.0,55038.0,10662.0,"['Chris Marker', 'Pierre Lhomme']","['Chris Marker', 'Catherine Winter']","['Chris Marker', 'Yves Montand', 'Simone Signoret']",['Documentary'],['France'],"['Paris, France']",['Sofracima'],['French'],2,0,0,1963
12. High and Low,https://www.imdb.com/title/tt0057565/?ref_=sr_t_12,1963,2h 23m,Not Rated,8.4,58K,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,230000000.0,64215.0,46808.0,15942.0,['Akira Kurosawa'],"['Hideo Oguni', 'Ryûzô Kikushima', 'Eijirô Hisaita']","['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai']","['Police Procedural', 'Crime', 'Drama', 'Mystery', 'Thriller']",['Japan'],"['Toho Studios, Tokyo, Japan']","['Toho', 'Kurosawa Production Co.']",['Japanese'],3,3,0,1963
13. The Servant,https://www.imdb.com/title/tt0057490/?ref_=sr_t_13,1963,1h 56m,Unrated,7.8,15K,"Upper-class Tony hires servant Hugo Barrett, who turns out to have a hidden agenda.",,75720.0,45522.0,7859.0,['Joseph Losey'],"['Harold Pinter', 'Robin Maugham']","['Dirk Bogarde', 'Sarah Miles', 'Wendy Craig']","['Psychological Drama', 'Drama']",['United Kingdom'],"['30 Royal Avenue, Chelsea, London, England, UK']",['Springbok Productions'],['English'],8,11,0,1963
14. The Little Soldier,https://www.imdb.com/title/tt0054177/?ref_=sr_t_14,1963,1h 28m,Not Rated,7.1,8.4K,"During the Algerian War, a man and woman from opposing sides fall in love with one another.",180000.0,24296.0,24296.0,6848.0,['Jean-Luc Godard'],['Jean-Luc Godard'],"['Anna Karina', 'Michel Subor', 'Henri-Jacques Huet']","['Political Drama', 'Drama', 'War']",['France'],"['Geneva, Canton de Genève, Switzerland']","['Les Productions Georges de Beauregard', 'Société Nouvelle de Cinématographie (SNC)']","['French', 'German']",0,0,0,1963
15. The Great Escape,https://www.imdb.com/title/tt0057115/?ref_=sr_t_15,1963,2h 52m,Approved,8.2,266K,"Allied officers in a German prisoner of war camp during World War II making a daring plan for a mass escape by hundreds of their men, hoping to draw German personnel and resources away from combat operations.",4000000.0,230637.0,,,['John Sturges'],"['Paul Brickhill', 'James Clavell', 'W.R. Burnett']","['Steve McQueen', 'James Garner', 'Richard Attenborough']","['Period Drama', 'Prison Drama', 'War Epic', 'Adventure', 'Drama', 'Thriller', 'War']",['United States'],"['Füssen, Bavaria, Germany']","['The Mirisch Company', 'Alpha Productions']","['English', 'German', 'French', 'Russian', 'Spanish']",3,12,1,1963
16. Tom Jones,https://www.imdb.com/title/tt0057590/?ref_=sr_t_16,1963,2h 9m,Not Rated,6.4,15K,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.,1000000.0,,,,['Tony Richardson'],"['John Osborne', 'Henry Fielding']","['Albert Finney', 'Susannah York', 'George Devine']","['Farce', 'Adventure', 'Comedy', 'History', 'Romance']",['United Kingdom'],"['Castle Street, Bridgwater, Somerset, England, UK']",['Woodfall Film Productions'],['English'],20,20,4,1963
17. Hud,https://www.imdb.com/title/tt0057163/?ref_=sr_t_17,1963,1h 52m,Approved,7.8,25K,"Honest, hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant, egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",2500000.0,,,,['Martin Ritt'],"['Irving Ravetch', 'Harriet Frank Jr.', 'Larry McMurtry']","['Paul Newman', 'Melvyn Douglas', 'Patricia Neal']","['Contemporary Western', 'Drama', 'Western']",['United States'],"['Goodnight, Texas, USA']",['Salem-Dover Productions'],['English'],17,17,3,1963
18. The Birds,https://www.imdb.com/title/tt0056869/?ref_=sr_t_18,1963,1h 59m,PG-13,7.6,211K,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,2500000.0,54531.0,,,['Alfred Hitchcock'],"['Daphne Du Maurier', 'Evan Hunter', 'Jeanne Saintenoy']","['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy']","['Survival', 'Drama', 'Horror', 'Mystery', 'Romance']",['United States'],"['835 Bay Hwy, Bodega Bay, California, USA']","['Alfred J. Hitchcock Productions', 'Universal Pictures']","['English', 'Latin']",5,7,1,1963
19. Charade,https://www.imdb.com/title/tt0056923/?ref_=sr_t_19,1963,1h 53m,Approved,7.8,89K,Romance and intrigue ensue in Paris as a woman is pursued by several men who want to get their hands on a fortune her murdered husband had stolen. She soon loses trust in those who claim they want to help her.,3000000.0,175119.0,,,['Stanley Donen'],"['Peter Stone', 'Marc Behm', 'Jeanne Saintenoy']","['Cary Grant', 'Audrey Hepburn', 'Walter Matthau']","['Cozy Mystery', 'Romantic Comedy', 'Comedy', 'Mystery', 'Romance', 'Thriller']",['United States'],"[""Hôtel du Mont d'Arbois, Megève, Haute-Savoie, France""]",['Stanley Donen Films'],"['English', 'French', 'German', 'Italian', 'Spanish']",4,9,1,1963
20. The Leopard,https://www.imdb.com/title/tt0057091/?ref_=sr_t_20,1963,3h 6m,PG,7.9,31K,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",2900000000.0,211804.0,,,['Luchino Visconti'],"['Giuseppe Tomasi di Lampedusa', ""Suso Cecchi D'Amico"", 'Pasquale Festa Campanile']","['Burt Lancaster', 'Alain Delon', 'Claudia Cardinale']","['Epic', 'Historical Epic', 'Period Drama', 'Drama', 'History']","['Italy', 'France']","['Palazzo Valguarnera Gangi, Piazza Croce dei Vespri, Palermo, Sicily, Italy']","['Titanus', 'Société Nouvelle Pathé Cinéma', 'Société Générale de Cinématographie (S.G.C.)']","['Italian', 'Latin', 'French']",10,6,1,1963
