Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Star Wars: Episode I - The Phantom Menace,https://www.imdb.com/title/tt0120915/?ref_=sr_t_1,1999,2h 16m,PG,6.5,883K,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long-dormant Sith resurface to claim their former glory.",115000000,1046515409,487576624,64820970,['George Lucas'],['George Lucas'],"['Ewan McGregor', 'Liam Neeson', 'Natalie Portman']","['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['United States', 'United Kingdom']","['Sidi Bouhlel, Bouhlel Sdada, Tunisia']",['Lucasfilm'],"['English', 'Sanskrit']",28,71,3,1999
2. The Sixth Sense,https://www.imdb.com/title/tt0167404/?ref_=sr_t_2,1999,1h 47m,PG-13,8.2,1.1M,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",40000000,672806432,293506292,26681262,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']","['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Striped Bass - 1500 Walnut Street, Philadelphia, Pennsylvania, USA']","['Hollywood Pictures', 'Spyglass Entertainment', 'The Kennedy/Marshall Company']","['English', 'Latin', 'Spanish']",37,56,6,1999
3. Toy Story 2,https://www.imdb.com/title/tt0120363/?ref_=sr_t_3,1999,1h 32m,G,7.9,639K,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",90000000,497375381,245852179,300163,"['John Lasseter', 'Ash Brannon', 'Lee Unkrich']","['John Lasseter', 'Pete Docter', 'Ash Brannon']","['Tom Hanks', 'Tim Allen', 'Joan Cusack']","['Computer Animation', 'Quest', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],21,27,1,1999
4. Austin Powers: The Spy Who Shagged Me,https://www.imdb.com/title/tt0145660/?ref_=sr_t_4,1999,1h 35m,PG-13,6.7,255K,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",33000000,313701294,206040086,54917604,['Jay Roach'],"['Mike Myers', 'Michael McCullers']","['Mike Myers', 'Heather Graham', 'Michael York']","['Parody', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']",['United States'],"['Space Needle - 400 Broad Street, Seattle Center, Seattle, Washington, USA']","['New Line Cinema', 'Gratitude', 'Moving Pictures (I)']","['English', 'German']",18,31,1,1999
5. The Matrix,https://www.imdb.com/title/tt0133093/?ref_=sr_t_5,1999,2h 16m,R,8.7,2.1M,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",63000000,467841735,172076928,27788331,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Action Epic', 'Artificial Intelligence', 'Cyberpunk', 'Dystopian Sci-Fi', 'Gun Fu', 'Martial Arts', 'Sci-Fi Epic', 'Action', 'Sci-Fi']","['United States', 'Australia']","['Nashville, Tennessee, USA']","['Warner Bros.', 'Village Roadshow Pictures', 'Groucho Film Partnership']",['English'],42,52,4,1999
6. Tarzan,https://www.imdb.com/title/tt0120855/?ref_=sr_t_6,1999,1h 28m,G,7.3,256K,A man raised by gorillas must decide where he really belongs when he discovers he is a human.,130000000,448191819,171091819,34221968,"['Chris Buck', 'Kevin Lima']","['Edgar Rice Burroughs', 'Tab Murphy', 'Bob Tzudiker']","['Tony Goldwyn', 'Minnie Driver', 'Brian Blessed']","['Hand-Drawn Animation', 'Jungle Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Music']","['United States', 'Japan']","['Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']",['English'],11,23,1,1999
7. Big Daddy,https://www.imdb.com/title/tt0142342/?ref_=sr_t_7,1999,1h 33m,PG-13,6.4,241K,"A lazy law school graduate adopts a kid to impress his girlfriend, but everything doesn't go as planned.",34200000,234801895,163479795,41536370,['Dennis Dugan'],"['Steve Franks', 'Tim Herlihy', 'Adam Sandler']","['Adam Sandler', 'Joey Lauren Adams', 'Jon Stewart']","['Comedy', 'Drama']",['United States'],"['Staten Island, New York City, New York, USA']","['Jack Giarraputo Productions', 'Out of the Blue... Entertainment']","['English', 'Italian']",8,14,0,1999
8. The Mummy,https://www.imdb.com/title/tt0120616/?ref_=sr_t_8,1999,2h 4m,PG-13,7.1,478K,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",80000000,417643286,157095368,43369635,['Stephen Sommers'],"['Stephen Sommers', 'Lloyd Fonvielle', 'Kevin Jarre']","['Brendan Fraser', 'Rachel Weisz', 'John Hannah']","['Desert Adventure', 'Globetrotting Adventure', 'Quest', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy']",['United States'],"['Djemaa el Fna, Marrakech, Morocco']","['Alphaville Films', 'Universal Studios']","['English', 'Egyptian (Ancient)', 'Arabic', 'Chinese', 'Hebrew', 'Hungarian']",5,24,1,1999
9. Runaway Bride,https://www.imdb.com/title/tt0163187/?ref_=sr_t_9,1999,1h 56m,PG,5.6,107K,"For his latest column in USA Today, Ike Graham writes about Maggie, who always leaves all her fiances standing at the altar. He is fired as she complains to the newspaper for inaccuracies in her story.",70000000,309460292,152257509,35055556,['Garry Marshall'],"['Josann McGibbon', 'Sara Parriott']","['Julia Roberts', 'Richard Gere', 'Joan Cusack']","['Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Berlin, Maryland, USA']","['Paramount Pictures', 'Touchstone Pictures', 'Interscope Communications']",['English'],6,11,0,1999
10. The Blair Witch Project,https://www.imdb.com/title/tt0185937/?ref_=sr_t_10,1999,1h 21m,R,6.5,299K,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.",60000,248639099,140539099,1512054,"['Daniel Myrick', 'Eduardo Sánchez']","['Daniel Myrick', 'Eduardo Sánchez', 'Heather Donahue']","['Heather Donahue', 'Michael C. Williams', 'Joshua Leonard']","['B-Horror', 'Folk Horror', 'Found Footage Horror', 'Psychological Horror', 'Supernatural Horror', 'Tragedy', 'Witch Horror', 'Horror', 'Mystery']",['United States'],"['Patapsco Valley State Park - 8020 Baltimore National Pike, Ellicott City, Maryland, USA']",['Haxan Films'],['English'],23,26,0,1999
