Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Star Wars: Episode I - The Phantom Menace,https://www.imdb.com/title/tt0120915/?ref_=sr_t_1,1999,2h 16m,PG,6.5,883K,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long-dormant Sith resurface to claim their former glory."
2. The Sixth Sense,https://www.imdb.com/title/tt0167404/?ref_=sr_t_2,1999,1h 47m,PG-13,8.2,1.1M,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret."
3. Toy Story 2,https://www.imdb.com/title/tt0120363/?ref_=sr_t_3,1999,1h 32m,G,7.9,639K,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
4. Austin Powers: The Spy Who Shagged Me,https://www.imdb.com/title/tt0145660/?ref_=sr_t_4,1999,1h 35m,PG-13,6.7,255K,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless""."
5. The Matrix,https://www.imdb.com/title/tt0133093/?ref_=sr_t_5,1999,2h 16m,R,8.7,2.1M,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
6. Tarzan,https://www.imdb.com/title/tt0120855/?ref_=sr_t_6,1999,1h 28m,G,7.3,256K,A man raised by gorillas must decide where he really belongs when he discovers he is a human.
7. Big Daddy,https://www.imdb.com/title/tt0142342/?ref_=sr_t_7,1999,1h 33m,PG-13,6.4,241K,"A lazy law school graduate adopts a kid to impress his girlfriend, but everything doesn't go as planned."
8. The Mummy,https://www.imdb.com/title/tt0120616/?ref_=sr_t_8,1999,2h 4m,PG-13,7.1,478K,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
9. Runaway Bride,https://www.imdb.com/title/tt0163187/?ref_=sr_t_9,1999,1h 56m,PG,5.6,107K,"For his latest column in USA Today, Ike Graham writes about Maggie, who always leaves all her fiances standing at the altar. He is fired as she complains to the newspaper for inaccuracies in her story."
10. The Blair Witch Project,https://www.imdb.com/title/tt0185937/?ref_=sr_t_10,1999,1h 21m,R,6.5,299K,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind."
11. Stuart Little,https://www.imdb.com/title/tt0164912/?ref_=sr_t_11,1999,1h 24m,PG,6.0,154K,"When the Littles adopt Stuart, the mouse, George is initially unwelcoming to his new brother, the family cat, Snowbell, is even less enthusiastic. Stuart resolves to face these difficulties with as much pluck and courage as he can muster."
12. The Green Mile,https://www.imdb.com/title/tt0120689/?ref_=sr_t_12,1999,3h 9m,R,8.6,1.5M,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.
13. American Beauty,https://www.imdb.com/title/tt0169547/?ref_=sr_t_13,1999,2h 2m,R,8.3,1.2M,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
14. The World Is Not Enough,https://www.imdb.com/title/tt0143145/?ref_=sr_t_14,1999,2h 8m,PG-13,6.4,214K,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
15. Double Jeopardy,https://www.imdb.com/title/tt0150377/?ref_=sr_t_15,1999,1h 45m,R,6.5,99K,"Libby Parsons, wrongly convicted for her husband Nick's murder, thinks he is still alive and wants to settle the score and find their son. As she has been tried for the crime, she cannot be re-prosecuted if she finds and kills Nick."
16. Notting Hill,https://www.imdb.com/title/tt0125439/?ref_=sr_t_16,1999,2h 4m,PG-13,7.2,360K,"A set of circumstances makes Anna Scott, a famous actress, fall in love with William Thacker, owner of a bookstore in Notting Hill. But the paparazzi's fascination with her complicates their bond."
17. Wild Wild West,https://www.imdb.com/title/tt0120891/?ref_=sr_t_17,1999,1h 46m,PG-13,4.9,170K,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
18. Analyze This,https://www.imdb.com/title/tt0122933/?ref_=sr_t_18,1999,1h 43m,R,6.7,164K,A comedy about a psychiatrist whose number-one patient is an insecure mob boss.
19. The General's Daughter,https://www.imdb.com/title/tt0144214/?ref_=sr_t_19,1999,1h 56m,R,6.4,65K,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point."
20. American Pie,https://www.imdb.com/title/tt0163651/?ref_=sr_t_20,1999,1h 35m,R,7.0,447K,Four teenage boys enter a pact to lose their virginity by prom night.
21. Sleepy Hollow,https://www.imdb.com/title/tt0162661/?ref_=sr_t_21,1999,1h 45m,R,7.3,396K,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.
22. Inspector Gadget,https://www.imdb.com/title/tt0141369/?ref_=sr_t_22,1999,1h 18m,PG,4.2,52K,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.
23. The Haunting,https://www.imdb.com/title/tt0171363/?ref_=sr_t_23,1999,1h 53m,PG-13,5.0,82K,"Dr Marrow enlists Theo, Luke and Nell for a study of sleep disorders at the Hill House. As soon as the terrifying truth about the mansion is revealed, everyone is found fighting for their lives."
24. Entrapment,https://www.imdb.com/title/tt0137494/?ref_=sr_t_24,1999,1h 53m,PG-13,6.3,126K,"Insurance investigator Virginia Baker deems that the thief Robert MacDougal has robbed a Rembrandt painting. To retrieve the painting, she poses as an art thief, cooperating with him in criminal acts."
25. Payback,https://www.imdb.com/title/tt0120784/?ref_=sr_t_25,1999,1h 40m,R,7.1,149K,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money."
26. The Talented Mr. Ripley,https://www.imdb.com/title/tt0134119/?ref_=sr_t_26,1999,2h 19m,R,7.4,259K,"In late 1950s New York, a young underachiever named Tom Ripley is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
27. Any Given Sunday,https://www.imdb.com/title/tt0146838/?ref_=sr_t_27,1999,2h 42m,R,6.9,128K,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
28. Deep Blue Sea,https://www.imdb.com/title/tt0149261/?ref_=sr_t_28,1999,1h 45m,R,5.9,146K,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back."
