Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. How the Grinch Stole Christmas,https://www.imdb.com/title/tt0170016/?ref_=sr_t_1,2000,1h 44m,PG,6.4,311K,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town."
2. Cast Away,https://www.imdb.com/title/tt0162222/?ref_=sr_t_2,2000,2h 23m,PG-13,7.8,659K,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
3. Mission: Impossible II,https://www.imdb.com/title/tt0120755/?ref_=sr_t_3,2000,2h 3m,PG-13,6.1,388K,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera""."
4. Gladiator,https://www.imdb.com/title/tt0172495/?ref_=sr_t_4,2000,2h 35m,R,8.5,1.7M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
5. What Women Want,https://www.imdb.com/title/tt0207201/?ref_=sr_t_5,2000,2h 7m,PG-13,6.5,229K,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking."
6. The Perfect Storm,https://www.imdb.com/title/tt0177971/?ref_=sr_t_6,2000,2h 10m,PG-13,6.5,183K,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.
7. Meet the Parents,https://www.imdb.com/title/tt0212338/?ref_=sr_t_7,2000,1h 48m,PG-13,7.0,365K,"Chicago male nurse and chronic under-achiever Greg Focker meets his charming teacher girlfriend Pam Byrnes' parents Jack and Dina before proposing, but suspicious Jack is an overprotective former CIA agent - every date's worst nightmare."
8. X-Men,https://www.imdb.com/title/tt0120903/?ref_=sr_t_8,2000,1h 44m,PG-13,7.3,668K,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
9. Scary Movie,https://www.imdb.com/title/tt0175142/?ref_=sr_t_9,2000,1h 28m,R,6.3,300K,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer."
10. What Lies Beneath,https://www.imdb.com/title/tt0161081/?ref_=sr_t_10,2000,2h 10m,PG-13,6.6,139K,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.
11. Dinosaur,https://www.imdb.com/title/tt0130623/?ref_=sr_t_11,2000,1h 22m,PG,6.4,70K,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.
"12. Crouching Tiger, Hidden Dragon",https://www.imdb.com/title/tt0190332/?ref_=sr_t_12,2000,2h,PG-13,7.9,287K,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
13. Erin Brockovich,https://www.imdb.com/title/tt0195685/?ref_=sr_t_13,2000,2h 11m,R,7.5,231K,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.
14. Charlie's Angels,https://www.imdb.com/title/tt0160127/?ref_=sr_t_14,2000,1h 38m,PG-13,5.6,201K,"Three private investigators are assigned to track down a kidnapped software engineer, but the case isn't as straightforward as it seems."
15. Traffic,https://www.imdb.com/title/tt0181865/?ref_=sr_t_15,2000,2h 27m,R,7.6,224K,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
16. Nutty Professor II: The Klumps,https://www.imdb.com/title/tt0144528/?ref_=sr_t_16,2000,1h 46m,PG-13,4.5,54K,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines, and his reputation, are threatened by his evil clone Buddy Love."
17. Big Momma's House,https://www.imdb.com/title/tt0208003/?ref_=sr_t_17,2000,1h 39m,PG-13,5.2,93K,"FBI agent Malcolm Turner goes undercover as a large, elderly woman to catch an escaped convict, but complications arise when he bonds with Sherry, the convict's ex-girlfriend and the woman's granddaughter."
18. Remember the Titans,https://www.imdb.com/title/tt0210945/?ref_=sr_t_18,2000,1h 53m,PG,7.8,239K,"In 1971, Virginia high-school football was everything to the people of Alexandria, but when the school board was forced to integrate an all-Black school with an all-white one, the foundation of football's tradition was put to the test."
19. The Patriot,https://www.imdb.com/title/tt0187393/?ref_=sr_t_19,2000,2h 45m,R,7.2,302K,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.
20. Chicken Run,https://www.imdb.com/title/tt0120630/?ref_=sr_t_20,2000,1h 24m,G,7.1,218K,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners."
21. Miss Congeniality,https://www.imdb.com/title/tt0212346/?ref_=sr_t_21,2000,1h 49m,PG-13,6.3,238K,"Gracie Hart, a tomboyish detective, is forced to infiltrate the Miss United States beauty pageant as a contestant after her department learns that the event is under threat from an anonymous bomber."
22. Gone in 60 Seconds,https://www.imdb.com/title/tt0187078/?ref_=sr_t_22,2000,1h 58m,PG-13,6.5,301K,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.
23. Unbreakable,https://www.imdb.com/title/tt0217869/?ref_=sr_t_23,2000,1h 46m,PG-13,7.3,454K,A man learns something extraordinary about himself after a devastating accident.
"24. Me, Myself & Irene",https://www.imdb.com/title/tt0183505/?ref_=sr_t_24,2000,1h 56m,R,6.6,257K,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
25. Space Cowboys,https://www.imdb.com/title/tt0186566/?ref_=sr_t_25,2000,2h 10m,PG-13,6.5,88K,"When retired engineer Frank Corvin is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space."
26. The Emperor's New Groove,https://www.imdb.com/title/tt0120917/?ref_=sr_t_26,2000,1h 18m,G,7.4,235K,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne and his human form with the help of Pacha, a gentle llama herder."
