Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Aladdin,https://www.imdb.com/title/tt0103639/?ref_=sr_t_1,1992,1h 30m,G,8.0,483K,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
2. Home Alone 2: Lost in New York,https://www.imdb.com/title/tt0104431/?ref_=sr_t_2,1992,2h,PG,6.9,425K,"Kevin is separated from his family again when he accidentally boards a flight to New York City during a Christmas trip to Miami. However he crosses paths with the same burglars, who now plan to rob a toy store on Christmas eve."
3. Batman Returns,https://www.imdb.com/title/tt0103776/?ref_=sr_t_3,1992,2h 6m,PG-13,7.1,338K,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta."
4. Lethal Weapon 3,https://www.imdb.com/title/tt0104714/?ref_=sr_t_4,1992,1h 58m,R,6.7,183K,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
5. A Few Good Men,https://www.imdb.com/title/tt0104257/?ref_=sr_t_5,1992,2h 18m,R,7.7,299K,A military lawyer is tasked with defending two US Marines charged with murdering a fellow Marine and intends to prove they were only following their base commander's orders.
6. Sister Act,https://www.imdb.com/title/tt0105417/?ref_=sr_t_6,1992,1h 40m,PG,6.5,112K,"When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity."
7. The Bodyguard,https://www.imdb.com/title/tt0103855/?ref_=sr_t_7,1992,2h 9m,R,6.4,153K,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's."
8. Wayne's World,https://www.imdb.com/title/tt0105793/?ref_=sr_t_8,1992,1h 34m,PG-13,7.0,176K,Two slacker friends try to promote their public-access cable show.
9. Basic Instinct,https://www.imdb.com/title/tt0103772/?ref_=sr_t_9,1992,2h 7m,R,7.1,229K,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
10. A League of Their Own,https://www.imdb.com/title/tt0104694/?ref_=sr_t_10,1992,2h 8m,PG,7.3,125K,"During World War II, sisters Dottie and Kit join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry."
11. Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=sr_t_11,1992,2h 10m,R,8.2,449K,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.
12. The Hand That Rocks the Cradle,https://www.imdb.com/title/tt0104389/?ref_=sr_t_12,1992,1h 50m,R,6.7,51K,"After her sex offender husband gets caught in the act and kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against one of her husband's victims and the woman's family."
13. Under Siege,https://www.imdb.com/title/tt0105690/?ref_=sr_t_13,1992,1h 43m,R,6.5,98K,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.
14. Patriot Games,https://www.imdb.com/title/tt0105112/?ref_=sr_t_14,1992,1h 57m,R,6.8,124K,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge."
15. Bram Stoker's Dracula,https://www.imdb.com/title/tt0103874/?ref_=sr_t_15,1992,2h 8m,R,7.4,253K,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.
16. White Men Can't Jump,https://www.imdb.com/title/tt0105812/?ref_=sr_t_16,1992,1h 55m,R,6.8,101K,"Two basketball hustlers, black Sidney Deane and white Billy Hoyle, join forces to double their chances of winning money on the street courts as well as in a tournament."
17. The Last of the Mohicans,https://www.imdb.com/title/tt0104691/?ref_=sr_t_17,1992,1h 52m,R,7.6,195K,Three Mohican trappers agree to protect the daughters of a British Colonel in the midst of the French and Indian War.
18. Boomerang,https://www.imdb.com/title/tt0103859/?ref_=sr_t_18,1992,1h 57m,R,5.6,32K,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.
19. Scent of a Woman,https://www.imdb.com/title/tt0105323/?ref_=sr_t_19,1992,2h 36m,R,8.0,345K,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
20. The Crying Game,https://www.imdb.com/title/tt0104036/?ref_=sr_t_20,1992,1h 52m,R,7.2,61K,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world."
21. Far and Away,https://www.imdb.com/title/tt0104231/?ref_=sr_t_21,1992,2h 20m,PG-13,6.6,70K,"A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely."
"22. Honey, I Blew Up the Kid",https://www.imdb.com/title/tt0104437/?ref_=sr_t_22,1992,1h 29m,PG,4.9,48K,"The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall."
23. HouseSitter,https://www.imdb.com/title/tt0104452/?ref_=sr_t_23,1992,1h 42m,PG,6.2,28K,"Con artist Gwen moves into Newton's empty home without his knowledge and begins setting up house, posing as his new wife."
24. Death Becomes Her,https://www.imdb.com/title/tt0104070/?ref_=sr_t_24,1992,1h 44m,PG-13,6.7,140K,"When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival."
25. Unlawful Entry,https://www.imdb.com/title/tt0105699/?ref_=sr_t_25,1992,1h 51m,R,6.4,20K,A burglar holds a knife to Karen's throat while her husband does nothing. The couple ends up befriending the cop that comes. The friendship ends when the cop beats up the culprit. Karen isn't ready to end it. Things get ugly with the cop.
