Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. Top Gun,https://www.imdb.com/title/tt0092099/?ref_=sr_t_1,1986,1h 49m,PG,6.9,521K,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds with the other pilots, especially the cool and collected Iceman."
2. Crocodile Dundee,https://www.imdb.com/title/tt0090555/?ref_=sr_t_2,1986,1h 37m,PG-13,6.6,119K,"American reporter Sue Charlton travels to the Australian outback to meet eccentric poacher Mick ""Crocodile"" Dundee and invites him to New York City, where he comes face-to-face with the complexities of modern life. Can this bushman adapt?"
3. Platoon,https://www.imdb.com/title/tt0091763/?ref_=sr_t_3,1986,2h,R,8.1,451K,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
4. The Karate Kid Part II,https://www.imdb.com/title/tt0091326/?ref_=sr_t_4,1986,1h 53m,PG,6.1,103K,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."
5. Star Trek IV: The Voyage Home,https://www.imdb.com/title/tt0092007/?ref_=sr_t_5,1986,1h 59m,PG,7.3,94K,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales."
6. Back to School,https://www.imdb.com/title/tt0090685/?ref_=sr_t_6,1986,1h 36m,PG-13,6.7,37K,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself."
7. Aliens,https://www.imdb.com/title/tt0090605/?ref_=sr_t_7,1986,2h 17m,R,8.4,802K,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring."
8. The Golden Child,https://www.imdb.com/title/tt0091129/?ref_=sr_t_8,1986,1h 34m,PG-13,6.0,61K,A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.
9. Ruthless People,https://www.imdb.com/title/tt0091877/?ref_=sr_t_9,1986,1h 33m,R,6.9,31K,"A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did."
10. Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042/?ref_=sr_t_10,1986,1h 43m,PG-13,7.8,399K,"A brash, cocky high school senior, tired of skipping school to spend a boring day at home, is determined to enjoy an epic day roaring around his favorite Chicago sites, enlisting his best friend and girlfriend to join him on the adventure."
11. Down and Out in Beverly Hills,https://www.imdb.com/title/tt0090966/?ref_=sr_t_11,1986,1h 43m,R,6.2,21K,A rich but troubled family find their lives altered by the arrival of a vagrant who tries to drown himself in their swimming pool.
12. The Color of Money,https://www.imdb.com/title/tt0090863/?ref_=sr_t_12,1986,1h 59m,R,7.0,96K,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
13. Stand by Me,https://www.imdb.com/title/tt0092005/?ref_=sr_t_13,1986,1h 29m,R,8.1,459K,A writer recounts a childhood journey with his friends to find the body of a missing boy.
14. Legal Eagles,https://www.imdb.com/title/tt0091396/?ref_=sr_t_14,1986,1h 56m,PG,6.0,13K,"A New York district attorney works and flirts with his adversary and her kooky artist client, who is on trial for a murder she didn't commit."
15. Cobra,https://www.imdb.com/title/tt0090859/?ref_=sr_t_15,1986,1h 27m,R,5.8,82K,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.
16. An American Tail,https://www.imdb.com/title/tt0090633/?ref_=sr_t_16,1986,1h 20m,G,6.9,60K,"While emigrating to the United States, a young Russian mouse gets separated from his family and must locate them while trying to survive in a new country."
17. Police Academy 3: Back in Training,https://www.imdb.com/title/tt0091777/?ref_=sr_t_17,1986,1h 23m,PG,5.4,50K,"After it's announced that one of the two police academies in the state will be closed down, the alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and compete against the other academy."
18. Heartbreak Ridge,https://www.imdb.com/title/tt0091187/?ref_=sr_t_18,1986,2h 10m,R,6.8,50K,"Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude."
19. Peggy Sue Got Married,https://www.imdb.com/title/tt0091738/?ref_=sr_t_19,1986,1h 43m,PG-13,6.4,42K,"Peggy Sue, on the verge of a divorce, faints at her 25th high school reunion, and wakes up to find herself back in 1960, leading her to try to spot and correct the mistakes that led to disappointments and an unhappy marriage."
20. Poltergeist II: The Other Side,https://www.imdb.com/title/tt0091778/?ref_=sr_t_20,1986,1h 31m,PG-13,5.7,31K,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over."
21. Short Circuit,https://www.imdb.com/title/tt0091949/?ref_=sr_t_21,1986,1h 38m,PG,6.6,68K,"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes."
22. Pretty in Pink,https://www.imdb.com/title/tt0091790/?ref_=sr_t_22,1986,1h 37m,PG-13,6.7,92K,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.
23. The Fly,https://www.imdb.com/title/tt0091064/?ref_=sr_t_23,1986,1h 36m,R,7.6,212K,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
24. Hannah and Her Sisters,https://www.imdb.com/title/tt0091167/?ref_=sr_t_24,1986,1h 47m,PG-13,7.8,79K,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
25. Three Amigos!,https://www.imdb.com/title/tt0092086/?ref_=sr_t_25,1986,1h 44m,PG,6.5,88K,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing."
26. Little Shop of Horrors,https://www.imdb.com/title/tt0091419/?ref_=sr_t_26,1986,1h 34m,PG-13,7.1,90K,A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.
27. About Last Night,https://www.imdb.com/title/tt0090583/?ref_=sr_t_27,1986,1h 53m,R,6.3,18K,"Chicago singles meet in a bar, live together and call it love. Based on David Mamet's play Sexual Perversity in Chicago."
28. The Great Mouse Detective,https://www.imdb.com/title/tt0091149/?ref_=sr_t_28,1986,1h 14m,G,7.1,56K,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan."
29. Running Scared,https://www.imdb.com/title/tt0091875/?ref_=sr_t_29,1986,1h 47m,R,6.5,16K,Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer who nearly killed them in the past.
30. The Money Pit,https://www.imdb.com/title/tt0091541/?ref_=sr_t_30,1986,1h 31m,PG,6.4,64K,A young couple struggles to repair a hopelessly dilapidated house.
31. Gung Ho,https://www.imdb.com/title/tt0091159/?ref_=sr_t_31,1986,1h 51m,PG-13,6.3,14K,"When a Japanese automobile company buys an American plant, the American liaison must mediate the clash of work attitudes between the foreign management and native labor."
32. Nothing in Common,https://www.imdb.com/title/tt0091653/?ref_=sr_t_32,1986,1h 58m,PG,5.9,8.2K,A successful advertising executive finds his freewheeling life crashing to a halt when his parents end their longtime marriage.
33. Children of a Lesser God,https://www.imdb.com/title/tt0090830/?ref_=sr_t_33,1986,1h 59m,R,7.2,19K,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice."
34. Jumpin' Jack Flash,https://www.imdb.com/title/tt0091306/?ref_=sr_t_34,1986,1h 45m,R,5.9,21K,An American computer whiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.
35. Hoosiers,https://www.imdb.com/title/tt0091217/?ref_=sr_t_35,1986,1h 54m,PG,7.4,52K,A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.
36. Soul Man,https://www.imdb.com/title/tt0091991/?ref_=sr_t_36,1986,1h 44m,PG-13,5.3,9.4K,"To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship."
37. Wildcats,https://www.imdb.com/title/tt0092214/?ref_=sr_t_37,1986,1h 46m,R,6.1,15K,Rookie high school football coach Molly McGrath has a harder time than she expected trying to whip her tough inner-city team members into shape.
38. Heartburn,https://www.imdb.com/title/tt0091188/?ref_=sr_t_38,1986,1h 48m,R,6.1,13K,"She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship Heartburn, nothing will."
39. The Morning After,https://www.imdb.com/title/tt0091554/?ref_=sr_t_39,1986,1h 43m,R,5.9,7.7K,"A washed-up, alcoholic actress who is prone to blackouts wakes up next to a murdered man. Did she kill him and, if not, is she in danger?"
40. Iron Eagle,https://www.imdb.com/title/tt0091278/?ref_=sr_t_40,1986,1h 57m,PG-13,5.5,16K,"A young pilot plans a rescue mission when his father, an Air Force Colonel, is shot down over enemy territory and captured."
41. Crimes of the Heart,https://www.imdb.com/title/tt0090886/?ref_=sr_t_41,1986,1h 45m,PG-13,6.3,4.6K,Three southern sisters try to come to grips with the meaning of their mother's suicide.
42. Tough Guys,https://www.imdb.com/title/tt0092105/?ref_=sr_t_42,1986,1h 44m,PG,6.2,8.1K,Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.
43. F/X,https://www.imdb.com/title/tt0089118/?ref_=sr_t_43,1986,1h 49m,R,6.7,24K,"A movie special effects man is hired to fake a real-life mob killing for a witness protection plan, but finds his own life in danger."
44. Friday the 13th Part VI: Jason Lives,https://www.imdb.com/title/tt0091080/?ref_=sr_t_44,1986,1h 26m,R,6.0,54K,"Tommy Jarvis exhumes Jason Voorhees to cremate his corpse, but inadvertently brings him back to life instead. The newly revived killer seeks revenge, and Tommy may be the only one who can stop him."
45. Flight of the Navigator,https://www.imdb.com/title/tt0091059/?ref_=sr_t_45,1986,1h 30m,PG,6.9,53K,"In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship."
"46. Jo Jo Dancer, Your Life Is Calling",https://www.imdb.com/title/tt0091295/?ref_=sr_t_46,1986,1h 37m,R,6.3,2.2K,"After severely burning himself in a drug incident, a comedian has a near death experience in which he reviews his life."
47. The Delta Force,https://www.imdb.com/title/tt0090927/?ref_=sr_t_47,1986,2h 5m,R,5.6,23K,"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis."
48. The Big Easy,https://www.imdb.com/title/tt0092654/?ref_=sr_t_48,1986,1h 42m,R,6.5,14K,A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.
