Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Top Gun,https://www.imdb.com/title/tt0092099/?ref_=sr_t_1,1986,1h 49m,PG,6.9,521K,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds with the other pilots, especially the cool and collected Iceman.",15000000.0,357288178,180258178,8193052.0,['Tony Scott'],"['Jim Cash', 'Jack Epps Jr.', 'Ehud Yonay']","['Tom Cruise', 'Tim Robbins', 'Kelly McGillis']","['Action Epic', 'Action', 'Drama']",['United States'],"['102 Pacific Street, Oceanside, California, USA']","['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['English'],11,9,1,1986
2. Crocodile Dundee,https://www.imdb.com/title/tt0090555/?ref_=sr_t_2,1986,1h 37m,PG-13,6.6,119K,"American reporter Sue Charlton travels to the Australian outback to meet eccentric poacher Mick ""Crocodile"" Dundee and invites him to New York City, where he comes face-to-face with the complexities of modern life. Can this bushman adapt?",8800000.0,328203506,174803506,8038855.0,['Peter Faiman'],"['Paul Hogan', 'Ken Shadie', 'John Cornell']","['Paul Hogan', 'Linda Kozlowski', 'John Meillon']","['Adventure', 'Comedy']",['Australia'],"['Federal Hotel, McKinlay, Queensland, Australia']",['Rimfire Films'],['English'],3,12,1,1986
3. Platoon,https://www.imdb.com/title/tt0091763/?ref_=sr_t_3,1986,2h,R,8.1,451K,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",6000000.0,138545632,138530565,241080.0,['Oliver Stone'],['Oliver Stone'],"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe']","['Drama', 'War']","['United States', 'United Kingdom']",['Philippines'],"['Hemdale', ""Cinema '84"", 'Cinema 86']","['English', 'Vietnamese']",24,16,4,1986
4. The Karate Kid Part II,https://www.imdb.com/title/tt0091326/?ref_=sr_t_4,1986,1h 53m,PG,6.1,103K,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.",,115103979,115103979,12652336.0,['John G. Avildsen'],['Robert Mark Kamen'],"['Pat Morita', 'Ralph Macchio', 'Pat E. Johnson']","['Action', 'Family', 'Sport']",['United States'],"[""O'ahu, Hawaii, USA""]","['Columbia Pictures', 'Delphi V Productions']",['English'],4,3,1,1986
5. Star Trek IV: The Voyage Home,https://www.imdb.com/title/tt0092007/?ref_=sr_t_5,1986,1h 59m,PG,7.3,94K,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.",25000000.0,109713132,109713132,16881888.0,['Leonard Nimoy'],"['Gene Roddenberry', 'Leonard Nimoy', 'Harve Bennett']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Dark Comedy', 'Space Sci-Fi', 'Time Travel', 'Adventure', 'Comedy', 'Sci-Fi']",['United States'],"['Monterey Bay Aquarium - 886 Cannery Row, Monterey, California, USA']",['Paramount Pictures'],"['English', 'Finnish']",4,19,4,1986
6. Back to School,https://www.imdb.com/title/tt0090685/?ref_=sr_t_6,1986,1h 36m,PG-13,6.7,37K,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself.",11000000.0,91258000,91258000,8881035.0,['Alan Metter'],"['Steven Kampmann', 'William Porter', 'PJ Torokvei']","['Rodney Dangerfield', 'Sally Kellerman', 'Burt Young']","['Comedy', 'Romance', 'Sport']",['United States'],"['University of Wisconsin-Madison, Madison, Wisconsin, USA']","['Orion Pictures', 'Paper Clip Productions']",['English'],0,2,0,1986
7. Aliens,https://www.imdb.com/title/tt0090605/?ref_=sr_t_7,1986,2h 17m,R,8.4,802K,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",18500000.0,131060248,85160248,10052042.0,['James Cameron'],"['James Cameron', 'David Giler', 'Walter Hill']","['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']","['Alien Invasion', 'Cyberpunk', 'Monster Horror', 'Space Sci-Fi', 'Tragedy', 'Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']","['United Kingdom', 'United States']","['Acton Lane Power Station, Acton Lane, Acton, London, England, UK']","['Twentieth Century Fox', 'Brandywine Productions', 'Pinewood Studios']","['English', 'Spanish']",20,25,2,1986
8. The Golden Child,https://www.imdb.com/title/tt0091129/?ref_=sr_t_8,1986,1h 34m,PG-13,6.0,61K,A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,25000000.0,79817937,79817937,11549711.0,['Michael Ritchie'],['Dennis Feldman'],"['Eddie Murphy', 'J.L. Reate', 'Charles Dance']","['Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",['United States'],['Nepal'],"['Paramount Pictures', 'Eddie Murphy Productions', 'Industrial Light & Magic (ILM)']",['English'],0,2,0,1986
9. Ruthless People,https://www.imdb.com/title/tt0091877/?ref_=sr_t_9,1986,1h 33m,R,6.9,31K,"A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did.",13000000.0,71624879,71624879,5274306.0,"['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['Dale Launer', 'O. Henry']","['Bette Midler', 'Danny DeVito', 'Judge Reinhold']","['Dark Comedy', 'Satire', 'Comedy', 'Crime']",['United States'],"['10690 Somma Way, Los Angeles, California, USA']","['Touchstone Films', 'Touchstone Pictures', 'Silver Screen Partners II']",['English'],0,3,0,1986
10. Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042/?ref_=sr_t_10,1986,1h 43m,PG-13,7.8,399K,"A brash, cocky high school senior, tired of skipping school to spend a boring day at home, is determined to enjoy an epic day roaring around his favorite Chicago sites, enlisting his best friend and girlfriend to join him on the adventure.",6000000.0,70739525,70136369,6275647.0,['John Hughes'],['John Hughes'],"['Matthew Broderick', 'Alan Ruck', 'Mia Sara']","['Buddy Comedy', 'Satire', 'Teen Comedy', 'Comedy']",['United States'],"['Ben Rose Auto Museum - 370 Beach Street, Highland Park, Illinois, USA']",['Paramount Pictures'],"['English', 'German']",3,0,0,1986
