Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Butch Cassidy and the Sundance Kid,https://www.imdb.com/title/tt0064115/?ref_=sr_t_1,1969,1h 50m,PG,8.0,231K,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..",6000000.0,102311848.0,102308889.0,,['George Roy Hill'],['William Goldman'],"['Paul Newman', 'Robert Redford', 'Katharine Ross']","['Biography', 'Crime', 'Drama', 'Western']","['United States', 'Mexico']","['Zion National Park, Utah, USA']","['Campanile Productions', 'George Roy Hill-Paul Monash Production', 'Newman-Foreman Company']","['English', 'Spanish']",22,15,4,1969
2. The Love Bug,https://www.imdb.com/title/tt0064603/?ref_=sr_t_2,1969,1h 48m,G,6.5,18K,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him.",,51264022.0,51264000.0,,['Robert Stevenson'],"['Bill Walsh', 'Don DaGradi', 'Gordon Buford']","['Dean Jones', 'Michele Lee', 'David Tomlinson']","['Motorsport', 'Comedy', 'Family', 'Sport']",['United States'],"['1000 block, Lombard Street, San Francisco, California, USA']",['Walt Disney Productions'],"['English', 'Cantonese', 'Spanish']",0,2,0,1969
3. Midnight Cowboy,https://www.imdb.com/title/tt0064665/?ref_=sr_t_3,1969,1h 53m,R,7.8,125K,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",3600000.0,44802964.0,44785053.0,,['John Schlesinger'],"['Waldo Salt', 'James Leo Herlihy']","['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles']",['Drama'],['United States'],"['Calvary Cemetery - 4902 Laurel Hill Boulevard, Queens, New York City, New York, USA']","['Jerome Hellman Productions', 'Florin Productions']","['English', 'Italian']",28,16,3,1969
4. On Her Majesty's Secret Service,https://www.imdb.com/title/tt0064757/?ref_=sr_t_4,1969,2h 22m,PG,6.7,103K,"British agent James Bond goes undercover to pursue the villainous Ernst Stavro Blofeld, who is planning to hold the world to ransom.",7000000.0,22828813.0,22774493.0,,['Peter R. Hunt'],"['Simon Raven', 'Richard Maibaum', 'Ian Fleming']","['George Lazenby', 'Diana Rigg', 'Telly Savalas']","['Spy', 'Tragedy', 'Action', 'Adventure', 'Thriller']",['United Kingdom'],"['Piz Gloria Revolving Restaurant, Piz Gloria, Kanton Bern, Switzerland']",['Eon Productions'],"['English', 'German', 'French']",0,4,0,1969
5. Paint Your Wagon,https://www.imdb.com/title/tt0064782/?ref_=sr_t_5,1969,2h 44m,PG-13,6.6,15K,Two unlikely prospector partners share the same wife in a California gold rush mining town.,20000000.0,14500000.0,14500000.0,,['Joshua Logan'],"['Alan Jay Lerner', 'Paddy Chayefsky']","['Lee Marvin', 'Clint Eastwood', 'Jean Seberg']","['Classical Western', 'Comedy', 'Drama', 'Musical', 'Romance', 'Western']",['United States'],"['Baker, Oregon, USA']","['Alan Jay Lerner Productions', 'The Malpaso Company']",['English'],0,3,1,1969
6. Satyricon,https://www.imdb.com/title/tt0064940/?ref_=sr_t_6,1969,2h 9m,R,6.8,18K,A series of disjointed mythical tales set in first-century Rome.,3000000.0,1138108.0,1135943.0,,['Federico Fellini'],"['Petronius', 'Federico Fellini', 'Bernardino Zapponi']","['Martin Potter', 'Hiram Keller', 'Max Born']","['Dark Comedy', 'Drama', 'Fantasy']","['Italy', 'France']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']",['Produzioni Europee Associate (PEA)'],"['Italian', 'Latin']",5,8,1,1969
7. Army of Shadows,https://www.imdb.com/title/tt0064040/?ref_=sr_t_7,1969,2h 25m,Not Rated,8.1,27K,An account of underground resistance fighters in Nazi-occupied France.,,931732.0,861983.0,12620.0,['Jean-Pierre Melville'],"['Joseph Kessel', 'Jean-Pierre Melville']","['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel']","['Drama', 'War']","['France', 'Italy']","[""Bunker de l'armée, Saint-Cyr-l'Ecole, Yvelines, France""]","['Les Films Corona', 'Fono Roma']","['French', 'German', 'English']",4,0,0,1969
8. The Wild Bunch,https://www.imdb.com/title/tt0065214/?ref_=sr_t_8,1969,2h 15m,R,7.9,92K,"An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.",6244087.0,640561.0,638641.0,,['Sam Peckinpah'],"['Walon Green', 'Sam Peckinpah', 'Roy N. Sickner']","['William Holden', 'Ernest Borgnine', 'Robert Ryan']","['Western Epic', 'Action', 'Adventure', 'Drama', 'Western']",['United States'],"['La Loma, Durango, Mexico']",['Warner Bros./Seven Arts'],"['English', 'Spanish', 'German']",6,8,2,1969
"9. Hello, Dolly!",https://www.imdb.com/title/tt0064418/?ref_=sr_t_9,1969,2h 26m,G,7.0,18K,"Matchmaker Dolly Levi travels to Yonkers to find a partner for ""half-a-millionaire"" Horace Vandergelder, convincing his niece, his niece's intended, and his two clerks to travel to New York City along the way.",25000000.0,403127.0,400881.0,221204.0,['Gene Kelly'],"['Michael Stewart', 'Thornton Wilder', 'Ernest Lehman']","['Barbra Streisand', 'Walter Matthau', 'Michael Crawford']","['Pop Musical', 'Romantic Comedy', 'Adventure', 'Comedy', 'Musical', 'Romance']",['United States'],"['United States Military Academy, West Point, New York, USA']","['Chenault Productions', 'Twentieth Century Fox']",['English'],4,13,3,1969
10. True Grit,https://www.imdb.com/title/tt0065126/?ref_=sr_t_10,1969,2h 8m,G,7.4,53K,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian Territory.",,276418.0,276418.0,157788.0,['Henry Hathaway'],"['Charles Portis', 'Marguerite Roberts']","['John Wayne', 'Kim Darby', 'Glen Campbell']","['Adventure', 'Drama', 'Western']",['United States'],"['Buckskin Joe Frontier Town & Railway - 1193 Fremont County Road 3A, Canon City, Colorado, USA']",['Wallis-Hazen'],['English'],6,7,1,1969
11. The Swimming Pool,https://www.imdb.com/title/tt0064816/?ref_=sr_t_11,1969,2h 2m,16+,7.1,15K,"Jean-Paul and Marianne spend lazy holidays at their villa in idyllic Southern France. However when Harry and his attractive young daughter Penelope show up, the dreamy summer days are suddenly filled with unspoken tension and jealousy.",,217693.0,211467.0,3867.0,['Jacques Deray'],"['Alain Page', 'Jean-Claude Carrière', 'Jacques Deray']","['Alain Delon', 'Romy Schneider', 'Maurice Ronet']","['Psychological Drama', 'Crime', 'Drama', 'Romance']","['France', 'Italy']","['Ramatuelle, Var, France']","['Société Nouvelle de Cinématographie (SNC)', 'Tritone Cinematografica']","['French', 'English']",0,0,0,1969
12. Easy Rider,https://www.imdb.com/title/tt0064276/?ref_=sr_t_12,1969,1h 35m,R,7.2,120K,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.",360000.0,124600.0,123276.0,74448.0,['Dennis Hopper'],"['Peter Fonda', 'Dennis Hopper', 'Terry Southern']","['Peter Fonda', 'Dennis Hopper', 'Jack Nicholson']","['Quest', 'Road Trip', 'Tragedy', 'Adventure', 'Drama']",['United States'],"['Las Vegas, New Mexico, USA']","['Pando Company Inc.', 'Raybert Productions']","['English', 'Spanish', 'Greek, Ancient (to 1453)']",10,14,2,1969
13. Z,https://www.imdb.com/title/tt0065234/?ref_=sr_t_13,1969,2h 7m,M/PG,8.1,32K,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,,83305.0,83305.0,10144.0,['Costa-Gavras'],"['Vassilis Vassilikos', 'Jorge Semprún', 'Costa-Gavras']","['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant']","['Political Thriller', 'Crime', 'Drama', 'Thriller']","['France', 'Algeria']","['St. George Hotel, 24 Avenue Soudoni Boudjemaa, Algiers, Algeria']","['Valoria Films', 'Reggane Films', ""Office National pour le Commerce et l'Industrie Cinématographique (ONCIC)""]","['French', 'Russian', 'English']",12,13,2,1969
