Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/?ref_=sr_t_1,1982,1h 55m,PG,7.9,450K,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
2. Tootsie,https://www.imdb.com/title/tt0084805/?ref_=sr_t_2,1982,1h 56m,PG,7.4,118K,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
3. An Officer and a Gentleman,https://www.imdb.com/title/tt0084434/?ref_=sr_t_3,1982,2h 4m,R,7.1,65K,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend."
4. Rocky III,https://www.imdb.com/title/tt0084602/?ref_=sr_t_4,1982,1h 39m,PG,6.8,218K,"Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion."
5. Star Trek II: The Wrath of Khan,https://www.imdb.com/title/tt0084726/?ref_=sr_t_5,1982,1h 53m,PG,7.7,132K,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
6. 48 Hrs.,https://www.imdb.com/title/tt0083511/?ref_=sr_t_6,1982,1h 36m,R,6.9,89K,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.
7. Poltergeist,https://www.imdb.com/title/tt0084516/?ref_=sr_t_7,1982,1h 54m,PG,7.3,187K,"A family's home becomes the center of paranormal activity that opens a doorway to the ""other side."" With help, they must cross over to get their daughter back."
8. The Best Little Whorehouse in Texas,https://www.imdb.com/title/tt0083642/?ref_=sr_t_8,1982,1h 54m,R,6.1,14K,A town's Sheriff and regular patron of a historical whorehouse fights to keep it running when a television reporter targets it as the Devil's playhouse.
9. Annie,https://www.imdb.com/title/tt0083564/?ref_=sr_t_9,1982,2h 7m,PG,6.6,51K,"A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage."
10. The Verdict,https://www.imdb.com/title/tt0084855/?ref_=sr_t_10,1982,2h 9m,R,7.7,48K,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
11. Gandhi,https://www.imdb.com/title/tt0083987/?ref_=sr_t_11,1982,3h 11m,PG,8.0,243K,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
12. First Blood,https://www.imdb.com/title/tt0083944/?ref_=sr_t_12,1982,1h 33m,R,7.7,286K,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
13. The Toy,https://www.imdb.com/title/tt0084809/?ref_=sr_t_13,1982,1h 42m,PG,5.8,15K,An underemployed reporter finds himself literally purchased as a toy for a rich spoiled brat.
