Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Exorcist,https://www.imdb.com/title/tt0070047/?ref_=sr_t_1,1973,2h 2m,R,8.1,473K,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life."
2. The Sting,https://www.imdb.com/title/tt0070735/?ref_=sr_t_2,1973,2h 9m,PG,8.3,288K,Two grifters team up to pull off the ultimate con.
3. American Graffiti,https://www.imdb.com/title/tt0069704/?ref_=sr_t_3,1973,1h 50m,PG,7.4,101K,A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.
4. Papillon,https://www.imdb.com/title/tt0070511/?ref_=sr_t_4,1973,2h 31m,R,8.0,141K,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
5. The Way We Were,https://www.imdb.com/title/tt0070903/?ref_=sr_t_5,1973,1h 58m,PG,7.0,29K,"During post-WWII McCarthyism, a diametrically opposed couple come together only to find out that genuine friendship and physical attraction is not enough to overcome fundamental societal beliefs."
6. Magnum Force,https://www.imdb.com/title/tt0070355/?ref_=sr_t_6,1973,2h 4m,R,7.2,69K,"Inspector ""Dirty"" Harry Callahan pursues a conspiracy of vigilante cops, who are not above going beyond the law to kill San Francisco's undesirables."
7. Live and Let Die,https://www.imdb.com/title/tt0070328/?ref_=sr_t_7,1973,2h 1m,PG,6.7,119K,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.
8. Serpico,https://www.imdb.com/title/tt0070666/?ref_=sr_t_8,1973,2h 10m,R,7.7,140K,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
9. Sleeper,https://www.imdb.com/title/tt0070707/?ref_=sr_t_9,1973,1h 29m,PG,7.1,46K,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.
10. High Plains Drifter,https://www.imdb.com/title/tt0068699/?ref_=sr_t_10,1973,1h 45m,R,7.4,67K,A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.
11. Battle for the Planet of the Apes,https://www.imdb.com/title/tt0069768/?ref_=sr_t_11,1973,1h 33m,G,5.4,36K,"Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike."
12. The Day of the Dolphin,https://www.imdb.com/title/tt0069946/?ref_=sr_t_12,1973,1h 44m,PG,6.0,3.7K,A marine biologist teaches his dolphins to communicate in English but shady characters plan to kidnap the trained mammals for a more sinister purpose.
13. The Wicker Man,https://www.imdb.com/title/tt0070917/?ref_=sr_t_13,1973,1h 28m,R,7.5,98K,"A puritan police sergeant arrives in a Scottish island village in search of a missing girl, who the pagan locals claim never existed."
