Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description
1. The Avengers,https://www.imdb.com/title/tt0848228/?ref_=sr_t_1,2012,2h 23m,PG-13,8.0,1.5M,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
2. The Dark Knight Rises,https://www.imdb.com/title/tt1345836/?ref_=sr_t_2,2012,2h 44m,PG-13,8.4,1.9M,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again."
3. The Hunger Games,https://www.imdb.com/title/tt1392170/?ref_=sr_t_3,2012,2h 22m,PG-13,7.2,1M,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
4. Skyfall,https://www.imdb.com/title/tt1074638/?ref_=sr_t_4,2012,2h 23m,PG-13,7.8,746K,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
5. The Hobbit: An Unexpected Journey,https://www.imdb.com/title/tt0903624/?ref_=sr_t_5,2012,2h 49m,PG-13,7.8,897K,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon Smaug."
6. The Twilight Saga: Breaking Dawn - Part 2,https://www.imdb.com/title/tt1673434/?ref_=sr_t_6,2012,1h 55m,PG-13,5.6,270K,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
7. The Amazing Spider-Man,https://www.imdb.com/title/tt0948470/?ref_=sr_t_7,2012,2h 16m,PG-13,6.9,726K,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe."
8. Brave,https://www.imdb.com/title/tt1217209/?ref_=sr_t_8,2012,1h 33m,PG,7.1,458K,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
9. Ted,https://www.imdb.com/title/tt1637725/?ref_=sr_t_9,2012,1h 46m,R,6.9,677K,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori."
10. Madagascar 3: Europe's Most Wanted,https://www.imdb.com/title/tt1277953/?ref_=sr_t_10,2012,1h 33m,PG,6.8,206K,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer."
11. The Lorax,https://www.imdb.com/title/tt1482459/?ref_=sr_t_11,2012,1h 26m,PG,6.4,135K,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
12. Wreck-It Ralph,https://www.imdb.com/title/tt1772341/?ref_=sr_t_12,2012,1h 41m,PG,7.7,475K,Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But he accidentally lets loose a deadly enemy that threatens the entire arcade.
13. Lincoln,https://www.imdb.com/title/tt0443272/?ref_=sr_t_13,2012,2h 30m,PG-13,7.3,277K,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves."
14. Men in Black³,https://www.imdb.com/title/tt1409024/?ref_=sr_t_14,2012,1h 46m,PG-13,6.8,398K,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
15. Django Unchained,https://www.imdb.com/title/tt1853728/?ref_=sr_t_15,2012,2h 45m,R,8.5,1.8M,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
16. Ice Age: Continental Drift,https://www.imdb.com/title/tt1667889/?ref_=sr_t_16,2012,1h 28m,PG,6.5,232K,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world."
17. Snow White and the Huntsman,https://www.imdb.com/title/tt1735898/?ref_=sr_t_17,2012,2h 7m,PG-13,6.1,308K,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen."
18. Les Misérables,https://www.imdb.com/title/tt1707386/?ref_=sr_t_18,2012,2h 38m,PG-13,7.5,353K,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
19. Hotel Transylvania,https://www.imdb.com/title/tt0837562/?ref_=sr_t_19,2012,1h 31m,PG,7.0,294K,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
20. Taken 2,https://www.imdb.com/title/tt1397280/?ref_=sr_t_20,2012,1h 32m,PG-13,6.2,329K,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
21. 21 Jump Street,https://www.imdb.com/title/tt1232829/?ref_=sr_t_21,2012,1h 49m,R,7.2,618K,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
22. Argo,https://www.imdb.com/title/tt1024648/?ref_=sr_t_22,2012,2h,R,7.7,649K,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
23. Silver Linings Playbook,https://www.imdb.com/title/tt1045658/?ref_=sr_t_23,2012,2h 2m,R,7.7,756K,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
24. Prometheus,https://www.imdb.com/title/tt1446714/?ref_=sr_t_24,2012,2h 4m,R,7.0,672K,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone."
25. Safe House,https://www.imdb.com/title/tt1599348/?ref_=sr_t_25,2012,1h 55m,R,6.7,243K,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
